"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"
"1:15:01::"	"the"	","	"in"	"the"	"in_the"	"the_,"	",_the"	"school_in_the"	"in_the_,"	"the_,_the"	",_the_quality"	"NN"	"IN"	"DT"	"NN"	"ε"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"check"	"on"	"school"	"in"	"the"	"area"	"the"	"quality"	"of"	"teaching"	"and"	"the"	"provision"	"for"	"transportation"	"to"	"and"	"from"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"bivouac"	"to"	"the"	"the"	"the_bivouac"	"bivouac_to"	"to_the"	"from_the_bivouac"	"the_bivouac_to"	"bivouac_to_the"	"to_the_strip"	"IN"	"DT"	"NN"	"NN"	"TO"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"weapons_carrier"	"take"	"person"	"person"	"person"	"person"	"and"	"person"	"and"	"the"	"two"	"mile"	"from"	"the"	"bivouac"	"area"	"to"	"the"	"strip"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"key"	"to"	"some"	"examine"	"some_key"	"key_to"	"to_examine"	"are_some_key"	"some_key_to"	"key_to_examine"	"to_examine_to"	"VB"	"DT"	"JJ"	"NN"	"TO"	"VB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"here"	"some"	"key"	"area"	"to"	"examine"	"to"	"make"	"sure"	"your"	"pricing"	"strategy"	"will"	"be"	"on"	"target"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"the"	"of"	"in"	"private"	"in_the"	"the_of"	"of_private"	"∅_in_the"	"in_the_of"	"the_of_private"	"of_private_label"	"ε"	"IN"	"DT"	"NN"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"area"	"of"	"private"	"label"	"competition"	"it"	"be"	"logical"	"to"	"expect"	"a"	"continuation"	"of"	"trend"	"which"	"have"	"be"	"underway"	"during"	"the"	"first"	"decade"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"to"	"and"	"holiday"	"/"	"holiday_to"	"to_and"	"and_/"	"additional_holiday_to"	"holiday_to_and"	"to_and_/"	"and_/_or"	"JJ"	"NN"	"TO"	"NN"	"CC"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"do"	"you"	"plan"	"limit"	"additional"	"holiday"	"to"	"area"	"and"	"or"	"industrial"	"pattern"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"this"	"commensurate"	"in"	"with"	"in_this"	"this_commensurate"	"commensurate_with"	"expense_in_this"	"in_this_commensurate"	"this_commensurate_with"	"commensurate_with_the"	"NN"	"RB"	"RB"	"NN"	"JJ"	"JJ"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"are"	"your"	"in"	"this"	"area"	"commensurate"	"with"	"the"	"number"	"of"	"employee"	"who"	"benefit"	"from"	"your"	"program"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"metropolitan"	"have"	"large"	"find"	"large_metropolitan"	"metropolitan_have"	"have_find"	"our_large_metropolitan"	"large_metropolitan_have"	"metropolitan_have_find"	"have_find_it"	"PRP$"	"JJ"	"JJ"	"NN"	"VB"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"for"	"several"	"year"	"now"	"the"	"railroad"	"serve"	"our"	"large"	"metropolitan"	"area"	"have"	"find"	"it"	"increasingly"	"difficult"	"to"	"render"	"the"	"kind"	"of"	"service"	"our"	"expanding"	"population"	"want"	"and"	"is"	"entitled"	"to"	"have"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"inner_city"	"and"	"in"	"the"	"in_inner_city"	"inner_city_and"	"and_the"	"homogeneity_in_inner_city"	"in_inner_city_and"	"inner_city_and_the"	"and_the_spread"	"NN"	"IN"	"NN"	"NN"	"CC"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"breakdown"	"of"	"homogeneity"	"in"	"inner_city"	"area"	"and"	"the"	"spread"	"of"	"inner_city"	"blight"	"account_for"	"the"	"decline"	"of"	"central_city"	"church"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"game"	"during"	"upland"	"the"	"upland_game"	"game_during"	"during_the"	"controlled_upland_game"	"upland_game_during"	"game_during_the"	"during_the_1960"	"JJ"	"JJ"	"NN"	"NN"	"IN"	"DT"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"close"	"to"	"two"	"million"	"game_bird"	"were"	"harvest"	"on"	"commercial"	"private"	"shooting_preserve"	"and"	"on"	"group"	"controlled"	"upland"	"game"	"area"	"during"	"the"	"season"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"an"	"as"	"once"	"``"	"once_an"	"an_as"	"as_``"	"be_once_an"	"once_an_as"	"an_as_``"	"as_``_safe"	"VB"	"RB"	"DT"	"NN"	"IN"	"ε"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"latin_america"	"once"	"an"	"area"	"as"	"safe"	"for"	"the"	"west"	"as"	"nebraska"	"be"	"for"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"this"	"between"	"in"	"protestant"	"in_this"	"this_between"	"between_protestant"	"difference_in_this"	"in_this_between"	"this_between_protestant"	"between_protestant_and"	"NN"	"RB"	"RB"	"NN"	"IN"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"let"	"it"	"be"	"granted"	"then"	"the"	"theological"	"difference"	"in"	"this"	"area"	"between"	"protestant"	"and"	"roman_catholic"	"appear"	"to"	"be"	"irreconcilable"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"to"	"of"	"technique"	"soft"	"technique_to"	"to_of"	"of_soft"	"sonar_technique_to"	"technique_to_of"	"to_of_soft"	"of_soft_tissue"	"NN"	"NN"	"TO"	"NN"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"and"	"person"	"at"	"the"	"group"	"apply"	"the"	"same"	"sonar"	"technique"	"to"	"area"	"of"	"soft"	"tissue"	"and"	"have"	"obtain"	"extremely"	"good"	"result"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"complex"	","	"more"	"since"	"more_complex"	"complex_,"	",_since"	"a_more_complex"	"more_complex_,"	"complex_,_since"	",_since_we"	"DT"	"RB"	"JJ"	"NN"	"ε"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"consider"	"roleplaying"	"for"	"we"	"enter"	"a"	"more"	"complex"	"area"	"since"	"we"	"are"	"now"	"no_longer"	"deal"	"with"	"a"	"simple"	"overall"	"decision"	"but"	"rather"	"with"	"the"	"examination"	"and"	"evaluation"	"of"	"many"	"element"	"see"	"in"	"dynamic"	"functioning"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"one"	"of"	"from"	"activity"	"from_one"	"one_of"	"of_activity"	"pass_from_one"	"from_one_of"	"one_of_activity"	"of_activity_to"	"VB"	"IN"	"JJ"	"NN"	"IN"	"NN"	"TO"	"of"	"idea"	"and"	"their"	"place"	"in"	"history"	"will"	"always"	"be"	"concerned"	"with"	"the"	"pattern"	"of"	"transition"	"which"	"be"	"at_the_same_time"	"pattern"	"of"	"transformation"	"whereby"	"idea"	"pass"	"one"	"area"	"of"	"activity"	"to"	"another"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"very"	"where"	"the"	"the"	"the_very"	"very_where"	"where_the"	"in_the_very"	"the_very_where"	"very_where_the"	"where_the_shooting"	"IN"	"DT"	"JJ"	"NN"	"WRB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"even"	"the"	"very"	"area"	"where"	"the"	"shooting"	"had"	"been"	"do"	"cattle"	"were"	"still"	"disappear"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"entire"	"reveal"	"the"	"nothing"	"the_entire"	"entire_reveal"	"reveal_nothing"	"of_the_entire"	"the_entire_reveal"	"entire_reveal_nothing"	"reveal_nothing_beyond"	"IN"	"DT"	"JJ"	"NN"	"VB"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"detailed"	"of"	"the"	"entire"	"area"	"reveal"	"nothing"	"beyond"	"a"	"ledge"	"of"	"rock"	"that"	"might"	"have"	"be"	"the"	"rifleman"	"hiding_place"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"certain"	","	"mop_up"	"to"	"mop_up_certain"	"certain_,"	",_to"	"to_mop_up_certain"	"mop_up_certain_,"	"certain_,_to"	",_to_soften"	"TO"	"VB"	"JJ"	"NN"	"ε"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_addition_to"	"the"	"usual"	"tool"	"i"	"make"	"constant"	"use"	"of"	"cleansing"	"tissue"	"not_only"	"to"	"my"	"brush"	"but"	"to"	"mop_up"	"certain"	"area"	"to"	"soften"	"edge"	"and"	"to"	"open_up"	"light"	"in"	"dark"	"wash"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"light"	"with"	"a"	"dark"	"a_light"	"light_with"	"with_dark"	"either_a_light"	"a_light_with"	"light_with_dark"	"with_dark_accent"	"DT"	"DT"	"JJ"	"NN"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"long"	"observation"	"has"	"teach"	"person"	"that"	"most"	"landscape"	"can"	"reduce"	"to"	"three"	"essential"	"plane"	"a"	"foreground"	"sharp"	"focus"	"either"	"a"	"light"	"area"	"with"	"dark"	"accent"	"or"	"a"	"dark"	"one"	"with"	"light"	"a"	"middle_distance"	"often"	"contain"	"the"	"major"	"motif"	"and"	"a"	"background"	"usually"	"a"	"silhouette"	"form"	"foil"	"against"	"the"	"sky"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"these"	"make_sense"	"in"	"only"	"in_these"	"these_make_sense"	"make_sense_only"	"development_in_these"	"in_these_make_sense"	"these_make_sense_only"	"make_sense_only_if"	"NN"	"IN"	"DT"	"NN"	"VB"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"this"	"principle"	"of"	"division"	"i"	"postpone"	"evolution"	"of"	"sculpture"	"architecture"	"society"	"and"	"politics"	"the"	"development"	"in"	"these"	"area"	"make_sense"	"only"	"if"	"they"	"be"	"connected"	"to"	"the"	"age"	"of"	"revolution"	"itself"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"denver"	"."	"the"	"∅"	"the_denver"	"denver_."	"._∅"	"in_the_denver"	"the_denver_."	"denver_._∅"	"._∅_∅"	"IN"	"DT"	"NN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"the"	"husky"	"pound"	"left-hander"	"be"	"in"	"command"	"all_the_way"	"before"	"an"	"on-the-scene"	"audience"	"of"	"only"	"and"	"countless"	"of"	"television"	"viewers"	"in"	"denver"	"area"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"any"	"come"	"in"	"from"	"in_any"	"any_come"	"come_from"	"game_in_any"	"in_any_come"	"any_come_from"	"come_from_the"	"NN"	"IN"	"DT"	"NN"	"VB"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"rule"	"provide_for"	"a"	"blackout"	"of"	"televise"	"baseball"	"before"	"start"	"of"	"a"	"major_league"	"or"	"minor_league"	"game"	"in"	"any"	"area"	"come"	"from"	"the"	"game"	"top"	"ruler"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
