"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"
"2:41:00::"	"can"	"responsibility"	"we"	"by"	"we_can"	"can_responsibility"	"responsibility_by"	",_we_can"	"we_can_responsibility"	"can_responsibility_by"	"responsibility_by_establish"	"ε"	"PRP"	"MD"	"VB"	"NN"	"RB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"first"	"can"	"encourage"	"responsibility"	"by"	"establish"	"as"	"conditions"	"for"	"assistance"	"on"	"a"	"substantial"	"and"	"sustained"	"scale"	"the"	"definition"	"of"	"objectives"	"and"	"the"	"assessment"	"of"	"costs"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"infant"	"exchange_rates"	"industries"	"exchange_rates_to"	"to_infant"	"infant_industries"	"realistic_exchange_rates_to"	"exchange_rates_to_infant"	"to_infant_industries"	"infant_industries_and"	"JJ"	"NN"	"TO"	"VB"	"NN"	"NNS"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"include"	"foresee"	"balance-of-payments"	"crises"	"with"	"adequate"	"attention"	"to"	"dependence"	"on"	"imports"	"and"	"adopt"	"realistic"	"exchange_rates"	"to"	"encourage"	"infant"	"industries"	"and"	"spur"	"exports"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"in"	"apartment"	"factor"	"construction"	"factor_in"	"in_apartment"	"apartment_construction"	"a_factor_in"	"factor_in_apartment"	"in_apartment_construction"	"apartment_construction_,"	"DT"	"NN"	"VB"	"VB"	"NN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"while"	"availability"	"of"	"mortgage"	"has"	"be"	"a"	"factor"	"in"	"encourage"	"apartment"	"construction"	"the"	"generally"	"high"	"level"	"of"	"prosperity"	"in_the_past"	"few"	"years"	"plus"	"rising"	"consumer"	"income"	"be"	"among"	"the"	"factors"	"that"	"have"	"encourage"	"builders"	"to"	"concentrate"	"in"	"the"	"apartment-building"	"field"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"have"	"builders"	"that"	"to"	"that_have"	"have_builders"	"builders_to"	"factors_that_have"	"that_have_builders"	"have_builders_to"	"builders_to_concentrate"	"NNS"	"WDT"	"VBP"	"VB"	"NNS"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"while"	"availability"	"of"	"mortgage"	"money"	"has"	"be"	"a"	"factor"	"in"	"encourage"	"apartment"	"construction"	"the"	"generally"	"high"	"level"	"of"	"prosperity"	"in_the_past"	"few"	"years"	"plus"	"rising"	"consumer"	"income"	"among"	"the"	"factors"	"that"	"have"	"encourage"	"builders"	"to"	"concentrate"	"in"	"the"	"apartment-building"	"field"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"churches"	"and"	"to"	"and_to"	"to_churches"	"churches_to"	"∅_and_to"	"and_to_churches"	"to_churches_to"	"churches_to_try"	"ε"	"CC"	"TO"	"VB"	"NNS"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"encourage"	"churches"	"to"	"try"	"their"	"own"	"programs"	"kern"	"say"	"this"	"sunday"	"sessions"	"include"	"the"	"free"	"dinner"	"will"	"be"	"open_to"	"anyone"	"who"	"make"	"reservations"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"are"	"to"	","	"try"	",_are"	"are_to"	"to_try"	"rodents_,_are"	",_are_to"	"are_to_try"	"to_try_to"	"NNS"	"ε"	"VBP"	"VB"	"TO"	"VB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"news"	"of"	"their"	"experiments"	"reach"	"the"	"farmers"	"who"	"forget"	"that"	"birds"	"the_most"	"efficient"	"natural"	"enemies"	"of"	"insects"	"and"	"rodents"	"are"	"encourage"	"to"	"try"	"to"	"get_rid_of"	"all"	"birds"	"that"	"occasionally"	"peck"	"their"	"grapes"	"or"	"their"	"blueberries"	"buchheister"	"tell"	"the"	"delegates"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"the"	"financial_aid"	"establishment"	"financial_aid_to"	"to_the"	"the_establishment"	"provide_financial_aid_to"	"financial_aid_to_the"	"to_the_establishment"	"the_establishment_of"	"VB"	"NN"	"TO"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"federal"	"program"	"of"	"education"	"merely"	"provide"	"financial_aid"	"to"	"encourage"	"the"	"establishment"	"of"	"vocational"	"education"	"program"	"in"	"public"	"school"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"be"	"to"	"must"	"adopt"	"must_be"	"be_to"	"to_adopt"	"field_must_be"	"must_be_to"	"be_to_adopt"	"to_adopt_a"	"NN"	"MD"	"VB"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"state"	"and"	"local"	"agency"	"in"	"vocational"	"education"	"field"	"must"	"be"	"encourage"	"to"	"adopt"	"a"	"wide"	"outlook"	"on"	"future"	"job"	"opportunity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"benefit"	"an"	"employee"	"excess"	"employee_benefit"	"benefit_an"	"an_excess"	"toward_employee_benefit"	"employee_benefit_an"	"benefit_an_excess"	"an_excess_of"	"IN"	"NN"	"NN"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"has"	"your"	"toward"	"employee"	"benefit"	"encourage"	"an"	"excess"	"of"	"free"	"government"	"work"	"in"	"your"	"plant"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	","	","	"conduct"	"and"	"conduct_,"	",_,"	",_and"	"∅_conduct_,"	"conduct_,_,"	",_,_and"	",_and_promote"	"ε"	"VB"	"ε"	"VB"	"ε"	"CC"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"encourage"	"and"	"promote"	"fundamental"	"scientific"	"research"	"and"	"basic"	"study"	"to"	"develop"	"the"	"best"	"and"	"most"	"economical"	"process"	"and"	"method"	"for"	"convert"	"saline"	"water"	"into"	"water"	"suitable"	"for"	"beneficial"	"consumptive"	"purpose"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"properly"	"be"	"manage"	"be_to"	"to_properly"	"properly_manage"	"shoot_be_to"	"be_to_properly"	"to_properly_manage"	"properly_manage_shooting_preserve"	"VB"	"VB"	"TO"	"VB"	"RB"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"most"	"effective"	"way"	"to"	"develop"	"more"	"for"	"more"	"sportsman"	"to"	"shoot"	"be"	"to"	"encourage"	"properly"	"manage"	"shooting_preserve"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"rooting"	"added"	"."	"added_to"	"to_rooting"	"rooting_."	"sand_added_to"	"added_to_rooting"	"to_rooting_."	"rooting_._∅"	"NN"	"JJ"	"TO"	"VB"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"my"	"seedbed"	"i"	"use"	"good"	"soil"	"with"	"a"	"little"	"sand"	"added"	"to"	"encourage"	"rooting"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"retreat"	"the"	"posse"	"mexican"	"posse_retreat"	"retreat_the"	"the_mexican"	"the_posse_retreat"	"posse_retreat_the"	"retreat_the_mexican"	"the_mexican_to"	"DT"	"POS"	"NN"	"VB"	"DT"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"retreat"	"encourage"	"the"	"mexican"	"to"	"be"	"overbearing"	"and"	"impudent"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"to"	"the"	"yen"	"downtrodden"	"yen_to"	"to_the"	"the_downtrodden"	"a_yen_to"	"yen_to_the"	"to_the_downtrodden"	"the_downtrodden_that"	"DT"	"NN"	"TO"	"VB"	"DT"	"JJ"	"WDT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"neither"	"a"	"spirit"	"self-sacrifice"	"nor"	"a"	"yen"	"to"	"encourage"	"the"	"downtrodden"	"that"	"motivate"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"and"	"the"	"community"	"development"	"community_and"	"and_the"	"the_development"	"local_community_and"	"community_and_the"	"and_the_development"	"the_development_of"	"JJ"	"NN"	"CC"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"a"	"source"	"of"	"investment"	"capital"	"the"	"be"	"beneficial"	"to"	"local"	"community"	"and"	"encourage"	"the"	"development"	"of"	"industry"	"in"	"rural_area"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"exploration"	"∅"	"for"	"∅_to"	"to_exploration"	"exploration_for"	"∅_∅_to"	"∅_to_exploration"	"to_exploration_for"	"exploration_for_domestic"	"ε"	"ε"	"TO"	"VB"	"NN"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"encourage"	"exploration"	"for"	"domestic"	"source"	"of"	"mineral"	"the"	"group"	"ome"	"of"	"the"	"group"	"offer"	"financial"	"assistance"	"to"	"firm"	"and"	"individual"	"who"	"desire"	"to"	"explore"	"their"	"property"	"or"	"claim"	"for"	"or"	"more"	"of"	"the"	"mineral"	"commodity"	"list"	"in"	"the"	"ome"	"regulation"	
"2:41:00::"	"also"	"the"	"may"	"deterioration"	"may_also"	"also_the"	"the_deterioration"	"election_may_also"	"may_also_the"	"also_the_deterioration"	"the_deterioration_of"	"NN"	"MD"	"RB"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"general"	"setting"	"of"	"moroccan"	"election"	"may"	"also"	"encourage"	"the"	"deterioration"	"of"	"local"	"party"	"organization"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
