"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"	"A131"	"A132"	"A133"	"A134"	"A135"	"A136"
"2:32:02::"	"and"	","	"acknowledge"	"after"	"acknowledge_and"	"and_,"	",_after"	"duly_acknowledge_and"	"acknowledge_and_,"	"and_,_after"	",_after_such"	"RB"	"VB"	"CC"	"VB"	"ε"	"IN"	"JJ"	"receiver"	"or"	"trustee"	"for"	"any"	"such"	"partnership"	"or"	"corporation"	"duly"	"appoint"	"by"	"a"	"court"	"of"	"competent"	"jurisdiction"	"in"	"the"	"united_states"	"make"	"an"	"assignment"	"of"	"the"	"claim"	"or"	"any"	"part"	"thereof"	"with_respect_to"	"which"	"an"	"award"	"is"	"make"	"or"	"make"	"an"	"assignment"	"of"	"such"	"award"	"or"	"any"	"part"	"thereof"	"payment"	"shall"	"be"	"make"	"to"	"the"	"assignee"	"as"	"his"	"interest"	"may"	"appear"	"and"	"in"	"the"	"case"	"of"	"any"	"assignment"	"of"	"an"	"award"	"or"	"any"	"part"	"thereof"	"which"	"is"	"make"	"in_writing"	"and"	"duly"	"acknowledge"	"and"	"file"	"such"	"award"	"is"	"certify"	"to"	"the"	"secretary_of_the_treasury"	"payment"	"may"	"in"	"the"	"discretion"	"of"	"the"	"secretary_of_the_treasury"	"be"	"make"	"to"	"the"	"assignee"	"as"	"his"	"interest"	"may"	"appear"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"dictionary"	"."	"the"	"∅"	"the_dictionary"	"dictionary_."	"._∅"	"of_the_dictionary"	"the_dictionary_."	"dictionary_._∅"	"._∅_∅"	"IN"	"DT"	"NN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"grammatic"	"description"	"of"	"all"	"form"	"in"	"the"	"are"	"record"	"in"	"a"	"part"	"of"	"the"	"dictionary"	"file"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"by"	"an"	"so"	"amended_return"	"so_by"	"by_an"	"an_amended_return"	"do_so_by"	"so_by_an"	"by_an_amended_return"	"an_amended_return_within"	"VB"	"RB"	"IN"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"you"	"elect"	"to"	"use"	"the"	"standard"	"deduction"	"or"	"the"	"tax"	"table"	"and"	"find"	"you"	"should"	"have"	"itemize"	"your"	"deduction"	"you"	"may"	"do"	"so"	"by"	"file"	"an"	"amended_return"	"within"	"the"	"time"	"prescribed"	"for"	"file"	"a"	"claim"	"for"	"refund"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"for"	"a"	"prescribed"	"claim"	"prescribed_for"	"for_a"	"a_claim"	"time_prescribed_for"	"prescribed_for_a"	"for_a_claim"	"a_claim_for"	"NN"	"JJ"	"IN"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"you"	"elect"	"to"	"use"	"the"	"standard"	"deduction"	"or"	"the"	"tax"	"table"	"and"	"later"	"find"	"you"	"should"	"itemize"	"your"	"deduction"	"you"	"may"	"do"	"so"	"by"	"file"	"an"	"amended_return"	"within"	"the"	"time"	"prescribed"	"for"	"file"	"a"	"claim"	"for"	"refund"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"for"	"income_tax_return"	"date"	"for"	"date_for"	"for_income_tax_return"	"income_tax_return_for"	"final_date_for"	"date_for_income_tax_return"	"for_income_tax_return_for"	"income_tax_return_for_most"	"JJ"	"NN"	"IN"	"VB"	"NN"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"april"	"be"	"usually"	"final"	"date"	"for"	"file"	"income_tax_return"	"for"	"most"	"people"	"because"	"they"	"use"	"the"	"calendar_year"	"end"	"on"	"december"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"to"	"a"	"require"	"declaration_of_estimated_tax"	"require_to"	"to_a"	"a_declaration_of_estimated_tax"	"were_require_to"	"require_to_a"	"to_a_declaration_of_estimated_tax"	"a_declaration_of_estimated_tax_for"	"VBD"	"VB"	"TO"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"you"	"require"	"to"	"file"	"a"	"declaration_of_estimated_tax"	"for"	"the"	"calendar_year"	"it"	"be"	"not"	"necessary"	"to"	"pay"	"the"	"fourth"	"installment"	"due"	"on"	"january"	"if"	"you"	"file"	"your"	"income_tax_return"	"form_1040"	"and"	"pay"	"your"	"tax"	"in_full"	"for"	"the"	"calendar_year"	"by"	"january"	
"2:32:02::"	"you"	"your"	"if"	"income_tax_return"	"if_you"	"you_your"	"your_income_tax_return"	",_if_you"	"if_you_your"	"you_your_income_tax_return"	"your_income_tax_return_form_1040"	"ε"	"IN"	"PRP"	"VB"	"PRP$"	"NN"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"you"	"were"	"require"	"to"	"file"	"a"	"declaration_of_estimated_tax"	"for"	"the"	"calendar_year"	"it"	"be"	"not"	"necessary"	"pay"	"the"	"fourth"	"installment"	"due"	"on"	"january"	"if"	"you"	"file"	"your"	"income_tax_return"	"form_1040"	"and"	"pay"	"your"	"tax"	"in_full"	"for"	"the"	"calendar_year"	"by"	"january"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"must"	"the"	"representative"	"final"	"representative_must"	"must_the"	"the_final"	"legal_representative_must"	"representative_must_the"	"must_the_final"	"the_final_return"	"JJ"	"NN"	"MD"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"a"	"taxpayer"	"die"	"the"	"executor"	"or"	"legal"	"representative"	"must"	"file"	"the"	"final"	"return"	"for"	"the"	"decedent"	"on"	"or"	"before"	"the"	"day"	"of"	"the"	"month"	"follow"	"the"	"close"	"of"	"the"	"deceased"	"taxpayer"	"normal"	"tax"	"year"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"to"	"a"	"time"	"return"	"time_to"	"to_a"	"a_return"	"of_time_to"	"time_to_a"	"to_a_return"	"a_return_."	"IN"	"NN"	"TO"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"under"	"unusual"	"circumstance"	"a"	"resident"	"individual"	"be"	"grant"	"an"	"extension"	"of"	"time"	"to"	"file"	"a"	"return"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"for"	"the"	"15"	"return"	"15_for"	"for_the"	"the_return"	"june_15_for"	"15_for_the"	"for_the_return"	"the_return_for"	"NN"	"CD"	"IN"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"citizen"	"of"	"the"	"united_states"	"who"	"on"	"april"	"be"	"not"	"in"	"the"	"united_states"	"or"	"are"	"allow"	"an"	"extension"	"of"	"time"	"until"	"june"	"for"	"file"	"the"	"return"	"for"	"the"	"preceding"	"calendar_year"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
