"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"
"1:08:01::"	"the"	"muscle"	"on"	"from_start_to_finish"	"on_the"	"the_muscle"	"muscle_from_start_to_finish"	"tension_on_the"	"on_the_muscle"	"the_muscle_from_start_to_finish"	"muscle_from_start_to_finish_of"	"NN"	"IN"	"DT"	"NN"	"NN"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"place"	"tension"	"on"	"the"	"leg"	"muscle"	"from_start_to_finish"	"of"	"each"	"repetition"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:01::"	"the"	"."	"of"	"∅"	"of_the"	"the_."	"._∅"	"flexibility_of_the"	"of_the_."	"the_._∅"	"._∅_∅"	"NN"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"increase"	"of"	"the"	"leg"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:01::"	"and"	"is"	"hip"	"exercise"	"hip_and"	"and_is"	"is_exercise"	"each_hip_and"	"hip_and_is"	"and_is_exercise"	"is_exercise_,"	"DT"	"NN"	"CC"	"NN"	"VBZ"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"speed"	"muscle"	"growth"	"and"	"power"	"development"	"for"	"the"	"advanced"	"bodybuilder"	"because"	"each"	"hip"	"and"	"leg"	"is"	"exercise"	"thus"	"enable"	"a"	"massive"	"concentrated"	"effort"	"to"	"be"	"focus_on"	"each"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:01::"	"deep"	"split"	"a"	"as"	"a_deep"	"deep_split"	"split_as"	"in_a_deep"	"a_deep_split"	"deep_split_as"	"split_as_for"	"IN"	"DT"	"JJ"	"NN"	"NN"	"IN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"place"	"your"	"power_stands"	"in"	"position"	"adjust"	"their"	"height"	"so_that"	"this"	"will"	"correspond"	"to"	"height"	"of"	"your"	"shoulder"	"when"	"you"	"be"	"in"	"a"	"deep"	"leg"	"split"	"as"	"for"	"a"	"heavy"	"clean"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:01::"	"deep"	"split"	"a"	"."	"a_deep"	"deep_split"	"split_."	"in_a_deep"	"a_deep_split"	"deep_split_."	"split_._∅"	"IN"	"DT"	"JJ"	"NN"	"NN"	"ε"	"ε"	"suitably"	"loaded"	"barbell"	"across"	"them"	"grasp"	"the"	"bar"	"which"	"will"	"rest"	"against"	"the"	"back"	"of"	"your"	"neck"	"extend"	"your"	"foot"	"forward"	"and"	"backward"	"until"	"you"	"in"	"a"	"deep"	"split"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:01::"	"front"	","	"your"	"without"	"your_front"	"front_,"	",_without"	"straighten_your_front"	"your_front_,"	"front_,_without"	",_without_move"	"VB"	"PRP$"	"JJ"	"NN"	"ε"	"IN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"now"	"raise"	"the"	"by"	"straighten"	"your"	"front"	"leg"	"without"	"move"	"your"	"foot"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:01::"	"your"	"so_that"	"position"	"the"	"position_your"	"your_so_that"	"so_that_the"	"the_position_your"	"position_your_so_that"	"your_so_that_the"	"so_that_the_front"	"DT"	"IN"	"PRP$"	"NN"	"RB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"after"	"you"	"have"	"take_a_breather"	"the"	"position"	"your"	"leg"	"so_that"	"the"	"front"	"thigh"	"of"	"the"	"previous"	"exercise"	"be"	"now"	"to"	"the"	"rear"	"and"	"the"	"rear"	"thigh"	"now"	"to"	"the"	"front"	"and"	"perform"	"the"	"same"	"movement"	"in"	"the"	"same"	"manner"	
"1:08:01::"	")"	"and"	"kick"	","	"kick_)"	")_and"	"and_,"	"(_kick_)"	"kick_)_and"	")_and_,"	"and_,_as"	"ε"	"VB"	"ε"	"NN"	"CC"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"was"	"bother"	"during"	"the"	"first"	"two"	"game"	"this"	"year"	"by"	"pull"	"muscle"	"in"	"the"	"thigh"	"of"	"his"	"right"	"kick"	"leg"	"and"	"as"	"a"	"result"	"several"	"of"	"his"	"successful"	"conversion"	"have"	"go"	"barely"	"far"	"enough"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:01::"	"his"	"feel"	"monday"	"fine"	"monday_his"	"his_feel"	"feel_fine"	"say_monday_his"	"monday_his_feel"	"his_feel_fine"	"feel_fine_and"	"VB"	"NN"	"PRP$"	"NN"	"VB"	"RB"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"monday"	"his"	"leg"	"feel"	"fine"	"and"	"as"	"a"	"result"	"he"	"hope"	"to"	"start"	"practice"	"field_goal"	"this"	"week"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:01::"	"your"	"get"	","	"kinda"	",_your"	"your_get"	"get_kinda"	"too_much_,_your"	",_your_get"	"your_get_kinda"	"get_kinda_dead"	"RB"	"ε"	"PRP$"	"NN"	"VB"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"you"	"kick"	"your"	"leg"	"get"	"kinda"	"dead"	"he"	"explain"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:01::"	"a"	"injury"	"for"	"suffer"	"for_a"	"a_injury"	"injury_suffer"	"treatment_for_a"	"for_a_injury"	"a_injury_suffer"	"injury_suffer_in"	"NN"	"IN"	"DT"	"NN"	"NN"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"hold"	"out_of"	"group"	"sweat_suit"	"drill"	"monday"	"at"	"group"	"was"	"person"	"who"	"is"	"undergo"	"treatment"	"for"	"a"	"leg"	"injury"	"suffer"	"in"	"the"	"group"	"loss"	"to"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
