"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"
"2:37:00::"	"public"	"to"	"the"	"know"	"the_public"	"public_to"	"to_know"	"of_the_public"	"the_public_to"	"public_to_know"	"to_know_facts"	"IN"	"DT"	"JJ"	"VB"	"VB"	"VB"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"a"	"big"	"of"	"the"	"public"	"want"	"to"	"know"	"facts"	"about"	"diet"	"and"	"health"	"and"	"a"	"big"	"group"	"of"	"u._s."	"scientists"	"want"	"to"	"supply"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"scientists"	"to"	"u._s."	"supply"	"u._s._scientists"	"scientists_to"	"to_supply"	"of_u._s._scientists"	"u._s._scientists_to"	"scientists_to_supply"	"to_supply_them"	"IN"	"NNP"	"NNS"	"VB"	"VB"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"a"	"big"	"part"	"of"	"the"	"public"	"want"	"to"	"know"	"facts"	"diet"	"and"	"health"	"and"	"a"	"big"	"group"	"of"	"u._s."	"scientists"	"want"	"to"	"supply"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"you"	"it"	"if"	"."	"if_you"	"you_it"	"it_."	"drink_if_you"	"if_you_it"	"you_it_."	"it_._∅"	"NN"	"IN"	"PRP"	"VB"	"PRP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"shayne"	"say"	"briskly"	"grab"	"drink"	"if"	"you"	"want"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"i"	"to"	"``"	"be"	"``_i"	"i_to"	"to_be"	"∅_``_i"	"``_i_to"	"i_to_be"	"to_be_in"	"ε"	"ε"	"PRP"	"VB"	"VB"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"want"	"to"	"be"	"in"	"scotty"	"bar"	"at"	"midnight"	"when"	"marsha"	"make"	"her"	"phone_call"	"there"	"he"	"end"	"grimly"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:00::"	"which"	"them"	"values"	"and"	"values_which"	"which_them"	"them_and"	"the_values_which"	"values_which_them"	"which_them_and"	"them_and_see"	"DT"	"NNS"	"WDT"	"VB"	"PRP"	"CC"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"however"	"just_as"	"all"	"the"	"buildings"	"have"	"not"	"fall"	"and"	"flow"	"to"	"their"	"original"	"mud"	"so"	"the"	"values"	"which"	"want"	"them"	"and"	"see"	"that"	"they"	"were_built"	"have"	"not"	"all"	"disappear"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"they"	"to"	"him"	"take"	"him_they"	"they_to"	"to_take"	"tell_him_they"	"him_they_to"	"they_to_take"	"to_take_him"	"VB"	"PRP"	"PRP"	"VB"	"VB"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"richard"	"parents"	"him"	"they"	"want"	"to"	"take"	"him"	"to"	"an"	"orthodontist"	"a"	"dentist"	"who"	"specialize"	"in"	"realign"	"teeth"	"and"	"jaws"	"their"	"young"	"son"	"be"	"interested"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"you"	"to"	"but"	"ask"	"but_you"	"you_to"	"to_ask"	"``_but_you"	"but_you_to"	"you_to_ask"	"to_ask_me"	"ε"	"CC"	"PRP"	"VB"	"VB"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"want"	"to"	"ask"	"me"	"when"	"b"	"dikkat"	"is"	"going_to"	"come_back"	"with"	"the"	"needle"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"will"	"to"	"doubtless"	"amend"	"doubtless_will"	"will_to"	"to_amend"	"groups_doubtless_will"	"doubtless_will_to"	"will_to_amend"	"to_amend_their"	"NNS"	"RB"	"MD"	"VB"	"VB"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"soon"	"some"	"members"	"of"	"two"	"industry"	"groups"	"doubtless"	"will"	"want"	"to"	"amend"	"their"	"codes"	"on"	"grounds"	"that"	"they"	"will"	"suffer"	"unfairly"	"from"	"the"	"efforts"	"of"	"non-code"	"competitors"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"themselves"	"it"	"they"	"will"	"they_themselves"	"themselves_it"	"it_will"	"society_they_themselves"	"they_themselves_it"	"themselves_it_will"	"it_will_lack"	"NN"	"PRP"	"PRP"	"VB"	"PRP"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"must"	"persuade"	"to"	"enjoy"	"a"	"way_of_life"	"which"	"if_not"	"identical"	"be"	"congenial"	"with"	"ours"	"he"	"say"	"but"	"add"	"if"	"they"	"do"	"not"	"develop"	"the"	"kind_of"	"society"	"they"	"themselves"	"want"	"it"	"will"	"lack"	"ritiuality"	"and"	"loyalty"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"parents"	"them"	"the"	"to"	"the_parents"	"parents_them"	"them_to"	"where_the_parents"	"the_parents_them"	"parents_them_to"	"them_to_go"	"WRB"	"DT"	"NNS"	"VB"	"PRP"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"chairman_c._richard_mears"	"point_out"	"that"	"perhaps"	"this"	"be"	"not"	"strictly"	"a"	"school_board"	"problem"	"in_case"	"of"	"atomic"	"attack"	"but"	"the"	"board"	"would"	"cooperate"	"so_far"	"as"	"to"	"get"	"the"	"children"	"to"	"where"	"the"	"parents"	"want"	"them"	"to"	"go"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"in"	"a"	"sincere"	"united"	"sincere_in"	"in_a"	"a_united"	"be_sincere_in"	"sincere_in_a"	"in_a_united"	"a_united_,"	"VB"	"JJ"	"IN"	"VB"	"DT"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"the"	"be"	"sincere"	"in"	"want"	"a"	"united"	"neutral"	"and"	"disarmed"	"germany"	"it"	"might"	"well"	"be"	"advantageous"	"for"	"the"	"german"	"people"	"in_this"	"nuclear"	"age"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"japanese"	"to"	"the"	"increase"	"the_japanese"	"japanese_to"	"to_increase"	"∅_the_japanese"	"the_japanese_to"	"japanese_to_increase"	"to_increase_exports"	"ε"	"DT"	"JJ"	"VB"	"VB"	"VB"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"japanese"	"want"	"to"	"increase"	"exports"	"to"	"the"	"u._s."	"while"	"they"	"have"	"been"	"curb"	"shipments"	"they"	"have"	"watch"	"hong_kong"	"step_in"	"and"	"capture"	"an"	"expanding"	"share"	"of"	"the"	"big"	"u._s."	"market"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"president_kennedy"	"."	"what"	"∅"	"what_president_kennedy"	"president_kennedy_."	"._∅"	"be_what_president_kennedy"	"what_president_kennedy_."	"president_kennedy_._∅"	"._∅_∅"	"VB"	"WP"	"NNP"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"gradual"	"controlled"	"expansion"	"of"	"the"	"world"	"trade"	"be"	"what"	"president_kennedy"	"want"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	","	"to"	"steelmaker"	"bring_in"	"steelmaker_,"	",_to"	"to_bring_in"	"british_steelmaker_,"	"steelmaker_,_to"	",_to_bring_in"	"to_bring_in_virginia"	"JJ"	"NN"	"ε"	"VB"	"VB"	"VB"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"steel_company"	"of"	"wales"	"british"	"steelmaker"	"want"	"to"	"bring_in"	"virginia"	"coal"	"cut_down"	"on"	"its"	"takings"	"of"	"welsh"	"coal"	"in_order_to"	"be"	"able"	"to"	"compete"	"more"	"effectively"	"especially"	"in"	"foreign"	"markets"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"he"	"to"	"decide"	"pick_up"	"decide_he"	"he_to"	"to_pick_up"	"he_decide_he"	"decide_he_to"	"he_to_pick_up"	"to_pick_up_himself"	"PRP"	"VB"	"PRP"	"VB"	"VB"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mrs._marr"	"be"	"the"	"first"	"contact"	"a"	"figure"	"talk"	"to"	"after"	"he"	"decide"	"he"	"want"	"to"	"pick_up"	"himself"	"up"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
