"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"	"A131"	"A132"
"2:42:01::"	"interests"	"and"	"national"	"what"	"national_interests"	"interests_and"	"and_what"	"vital_national_interests"	"national_interests_and"	"interests_and_what"	"and_what_we"	"JJ"	"JJ"	"NNS"	"VB"	"CC"	"WP"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"competent"	"observers"	"believe"	"he"	"is"	"make"	"progress"	"particularly"	"toward"	"what"	"sen._jackson"	"list"	"as"	"primary"	"need"	"a"	"clearer"	"understanding"	"of"	"where"	"our"	"vital"	"national"	"interests"	"lie"	"and"	"what"	"we"	"must"	"do"	"to"	"promote"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"it"	"until"	"let"	"we"	"let_it"	"it_until"	"until_we"	"better_let_it"	"let_it_until"	"it_until_we"	"until_we_get"	"JJR"	"VB"	"PRP"	"VB"	"IN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"think"	"we"	"let"	"it"	"lie"	"until"	"we"	"get"	"a"	"clearer"	"picture"	"of"	"the"	"ecological"	"setup"	"around"	"here"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"ekstrohm"	"in"	"∅"	"his"	"∅_ekstrohm"	"ekstrohm_in"	"in_his"	"∅_∅_ekstrohm"	"∅_ekstrohm_in"	"ekstrohm_in_his"	"in_his_bunk"	"ε"	"ε"	"NNP"	"VB"	"VB"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"lie"	"in"	"his"	"bunk"	"and"	"think"	"the"	"camp"	"be"	"quiet"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"ekstrohm"	"in"	"∅"	"his"	"∅_ekstrohm"	"ekstrohm_in"	"in_his"	"∅_∅_ekstrohm"	"∅_ekstrohm_in"	"ekstrohm_in_his"	"in_his_bunk"	"ε"	"ε"	"NNP"	"VB"	"VB"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"lie"	"in"	"his"	"bunk"	"and"	"listen"	"to"	"the"	"sounds"	"of"	"the"	"night"	"on"	"yancey-6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"he"	"on"	"bunk"	"be"	"bunk_he"	"he_on"	"on_be"	"the_bunk_he"	"bunk_he_on"	"he_on_be"	"on_be_much"	"DT"	"NN"	"PRP"	"VB"	"VB"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"he"	"lie"	"on"	"be"	"much"	"more"	"uncomfortable"	"than"	"the"	"acceleration"	"couches"	"on_board"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::;2:42:00::"	"had_to"	"in"	"no_longer"	"his"	"no_longer_had_to"	"had_to_in"	"in_his"	"he_no_longer_had_to"	"no_longer_had_to_in"	"had_to_in_his"	"in_his_bunk"	"PRP"	"RB"	"VB"	"VB"	"VB"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"had_to"	"lie"	"in"	"his"	"bunk"	"all"	"night"	"his"	"eyes"	"closed"	"pretend"	"to"	"sleep"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"that"	"behind"	"prayer"	"the"	"prayer_that"	"that_behind"	"behind_the"	"the_prayer_that"	"prayer_that_behind"	"that_behind_the"	"behind_the_letter"	"DT"	"NN"	"WDT"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"imagine"	"the"	"searching"	"the"	"prayer"	"that"	"lie"	"behind"	"the"	"letter"	"the"	"rector"	"write"	"after"	"almost"	"a"	"decade"	"of"	"service"	"to"	"this"	"majestic"	"church"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"there"	"a"	","	"statesman"	",_there"	"there_a"	"a_statesman"	"mistakes_,_there"	",_there_a"	"there_a_statesman"	"a_statesman_of"	"NNS"	"ε"	"EX"	"VB"	"DT"	"NN"	"IN"	"charlie_chaplin"	"moustache"	"and"	"that"	"truant"	"lock"	"of"	"hair"	"that"	"always"	"covered"	"his"	"forehead"	"behind"	"the"	"tirades"	"and"	"the"	"sulky"	"silences"	"the"	"passionate"	"orations"	"and"	"the"	"occasional"	"dull"	"evasive"	"stare"	"behind"	"the"	"prejudices"	"the"	"cynicism"	"the"	"total"	"amorality"	"of"	"behavior"	"behind"	"even"	"the"	"tendency"	"to"	"great"	"strategic"	"mistakes"	"there"	"lie"	"statesman"	"of"	"no"	"mean"	"qualities"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"that"	"ahead"	"tests"	","	"tests_that"	"that_ahead"	"ahead_,"	"crucial_tests_that"	"tests_that_ahead"	"that_ahead_,"	"ahead_,_on"	"JJ"	"NNS"	"WDT"	"VB"	"RB"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"west_germany"	"will"	"face"	"crucial"	"tests"	"that"	"lie"	"ahead"	"on"	"berlin"	"and"	"unification"	"with"	"a"	"coalition"	"government"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"that"	"just"	"sweetness"	"beneath"	"sweetness_that"	"that_just"	"just_beneath"	"and_sweetness_that"	"sweetness_that_just"	"that_just_beneath"	"just_beneath_the"	"CC"	"NN"	"WDT"	"VB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"suddenly"	"think_of"	"mary_jane"	"brennan"	"the"	"way"	"her"	"pretty"	"eyes"	"could"	"with_anger"	"her"	"quiet"	"competence"	"the"	"gentleness"	"and"	"sweetness"	"that"	"lie"	"just"	"beneath"	"the"	"surface"	"of"	"her"	"defenses"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
