"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"
"2:31:00::"	"can"	"the"	","	"meaning"	",_can"	"can_the"	"the_meaning"	"language_,_can"	",_can_the"	"can_the_meaning"	"the_meaning_,"	"NN"	"ε"	"MD"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"some"	"of"	"the"	"poetic"	"cadence"	"of"	"the"	"older"	"version"	"certainly"	"be"	"lost"	"in"	"the"	"newer"	"one"	"but"	"almost"	"anyone"	"a"	"fair"	"knowledge"	"of"	"the_english"	"language"	"can"	"understand"	"the"	"meaning"	"without"	"the"	"necessity"	"of"	"interpretation"	"by"	"a"	"biblical"	"scholar"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:01::"	"sympathetically"	"the"	"will"	"situation"	"will_sympathetically"	"sympathetically_the"	"the_situation"	"bride_will_sympathetically"	"will_sympathetically_the"	"sympathetically_the_situation"	"the_situation_and"	"NN"	"MD"	"RB"	"VB"	"DT"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"now"	"while"	"he"	"use"	"talk"	"caresses"	"or"	"require"	"from"	"her"	"his"	"bride"	"will"	"sympathetically"	"understand"	"the"	"situation"	"and"	"eagerly"	"help"	"him"	"restore"	"his"	"physical"	"situation"	"so"	"they"	"can"	"have"	"the"	"consummation"	"they"	"both"	"so"	"eagerly"	"desire"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"once"	","	"but"	"the"	"but_once"	"once_,"	",_the"	",_but_once"	"but_once_,"	"once_,_the"	",_the_principles"	"ε"	"CC"	"RB"	"VB"	"ε"	"DT"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"design"	"of"	"a"	"mechanical"	"interlocking"	"frame"	"much"	"like"	"a"	"mechanical"	"puzzle"	"but"	"once"	"understand"	"the"	"principles"	"can"	"be"	"apply"	"to"	"any"	"track"	"and"	"signal"	"arrangement"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:02::"	"to"	"how"	"hard"	"anyone"	"hard_to"	"to_how"	"how_anyone"	"it_hard_to"	"hard_to_how"	"to_how_anyone"	"how_anyone_seek"	"PRP"	"JJ"	"TO"	"VB"	"WRB"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"find"	"hard"	"to"	"understand"	"how"	"anyone"	"seek"	"a"	"in_public"	"life"	"could"	"demonstrate"	"such"	"poor"	"judgment"	"and"	"bad"	"taste"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:01::"	"i"	","	","	"it"	",_i"	"i_,"	",_it"	"but_,_i"	",_i_,"	"i_,_it"	",_it_entail"	"CC"	"ε"	"PRP"	"VB"	"ε"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"a"	"way"	"of"	"to"	"school"	"but"	"i"	"understand"	"it"	"entail"	"a"	"certain"	"loss"	"of"	"social_status"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"you"	"that"	"do"	"''"	"do_you"	"you_that"	"that_''"	"-_do_you"	"do_you_that"	"you_that_''"	"that_''_?"	"ε"	"VBP"	"PRP"	"VB"	"IN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"kill"	"tom"	"you"	"understand"	"that"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"really"	"royce"	"could"	","	"could_really"	"really_royce"	"royce_,"	"harvard_could_really"	"could_really_royce"	"really_royce_,"	"royce_,_santayana"	"NNP"	"MD"	"RB"	"VB"	"NNP"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"write"	"to"	"colleague"	"george_herbert_palmer"	"glorious"	"old"	"palmer"	"as"	"he"	"address"	"him"	"james"	"say"	"that"	"only"	"the"	"students"	"at"	"harvard"	"could"	"really"	"understand"	"royce"	"santayana"	"palmer"	"and"	"himself"	"and"	"see"	"that"	"their"	"varying"	"systems"	"be"	"so"	"many"	"religions"	"ways"	"of"	"front"	"life"	"and"	"worth"	"fight"	"for"	"then"	"harvard"	"would"	"have"	"a"	"genuine"	"philosophic"	"universe"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:03::"	"who"	";"	"none"	"there"	"none_who"	"who_;"	";_there"	"be_none_who"	"none_who_;"	"who_;_there"	";_there_be"	"VB"	"NN"	"WP"	"VB"	"ε"	"EX"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as_it_is"	"write"	"there"	"be"	"not_one"	"just"	"there"	"be"	"none"	"who"	"understand"	"there"	"be"	"none"	"who"	"seek"	"after"	"god"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"person"	"?"	"did"	"∅"	"did_person"	"person_?"	"?_∅"	"∅_did_person"	"did_person_?"	"person_?_∅"	"?_∅_∅"	"ε"	"VBD"	"NNP"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"understand"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:01::"	"person"	"this"	"∅"	"and"	"∅_person"	"person_this"	"this_and"	"∅_∅_person"	"∅_person_this"	"person_this_and"	"this_and_expect"	"ε"	"ε"	"NNP"	"VB"	"DT"	"CC"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"understand"	"this"	"and"	"expect"	"the"	"worst"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:03::"	"to"	"the"	"approach"	"artistic"	"approach_to"	"to_the"	"the_artistic"	"two_approach_to"	"approach_to_the"	"to_the_artistic"	"the_artistic_imagination"	"JJ"	"NN"	"TO"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"whatever"	"pole"	"of"	"this"	"contrast"	"one"	"emphasize"	"whatever"	"the"	"tension"	"between"	"these"	"two"	"approach"	"to"	"understand"	"the"	"artistic"	"imagination"	"it"	"will"	"be"	"readily"	"see"	"that"	"they"	"be"	"not"	"mutually_exclusive"	"that"	"they"	"belong"	"together"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"to"	"-"	"too_much"	"the"	"too_much_to"	"to_-"	"-_the"	"them_too_much_to"	"too_much_to_-"	"to_-_the"	"-_the_people"	"PRP"	"RB"	"TO"	"VB"	"ε"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"hate"	"too_much"	"to"	"understand"	"the"	"people"	"of_this"	"isolated"	"law"	"unto"	"itself"	"world"	"that"	"be"	"person"	"world"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"to"	"the"	"source"	"common"	"source_to"	"to_the"	"the_common"	"its_source_to"	"source_to_the"	"to_the_common"	"the_common_democratic"	"PRP$"	"NN"	"TO"	"VB"	"DT"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"however"	"it"	"be"	"important"	"to"	"trace"	"the"	"of"	"the"	"french_revolution"	"to"	"its"	"source"	"to"	"understand"	"the"	"common"	"democratic"	"origin"	"of"	"individualism"	"and"	"socialism"	"and"	"the"	"influence"	"of"	"the"	"latter"	"on"	"the"	"former"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"employee"	"all"	"your"	"the"	"your_employee"	"employee_all"	"all_the"	"do_your_employee"	"your_employee_all"	"employee_all_the"	"all_the_benefit"	"VBP"	"PRP$"	"NN"	"VB"	"PDT"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"do"	"employee"	"understand"	"all"	"the"	"benefit"	"to"	"which"	"your"	"insurance"	"entitle"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:01::"	"soviets"	","	"the"	"moreover"	"the_soviets"	"soviets_,"	",_moreover"	"∅_the_soviets"	"the_soviets_,"	"soviets_,_moreover"	",_moreover_,"	"ε"	"DT"	"NN"	"VB"	"ε"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"soviets"	"understand"	"moreover"	"that"	"the"	"first_step"	"in"	"turn"	"a"	"country"	"toward"	"communism"	"be"	"to"	"turn"	"it"	"against"	"the"	"west"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"to"	"why"	"difficult"	"person"	"difficult_to"	"to_why"	"why_person"	"be_difficult_to"	"difficult_to_why"	"to_why_person"	"why_person_speak_for"	"VB"	"JJ"	"TO"	"VB"	"WRB"	"NNP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"though"	"it"	"be"	"logical"	"that"	"a"	"man"	"who"	"could"	"plot"	"mass_murder"	"not"	"hesitate"	"to"	"speak"	"an"	"untruth"	"still"	"it"	"be"	"difficult"	"to"	"understand"	"why"	"person"	"speak_for"	"only"	"for"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"well"	"at"	"too"	"the"	"too_well"	"well_at"	"at_the"	"not_too_well"	"too_well_at"	"well_at_the"	"at_the_present"	"RB"	"RB"	"RB"	"VB"	"RB"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"while"	"roleplaying"	"for"	"is"	"not"	"too"	"well"	"understand"	"at"	"the"	"present"	"time"	"it"	"represent"	"one"	"of"	"the"	"major"	"use"	"of"	"this"	"procedure"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
