"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"
"2:33:00::"	"who"	"at"	"juniors"	"junior"	"juniors_who"	"who_at"	"at_junior"	"to_juniors_who"	"juniors_who_at"	"who_at_junior"	"at_junior_showmanship"	"TO"	"NNS"	"WP"	"VB"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"american_pointer_club"	"is"	"still"	"continue"	"donate"	"a"	"trophies"	"to"	"juniors"	"who"	"win"	"at"	"junior"	"showmanship"	"classes"	"with"	"pointers"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"for"	"larson"	"∅"	"will"	"∅_for"	"for_larson"	"larson_will"	"∅_∅_for"	"∅_for_larson"	"for_larson_will"	"larson_will_receive"	"ε"	"ε"	"IN"	"VB"	"NNP"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"win"	"larson"	"will"	"receive"	"a"	"u._s._savings_bond"	"from"	"the"	"junior"	"achievement"	"national"	"organization"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"hillsboro"	"the"	"of"	"all-county"	"of_hillsboro"	"hillsboro_the"	"the_all-county"	"helen_wick_walters_of_hillsboro"	"of_hillsboro_the"	"hillsboro_the_all-county"	"the_all-county_talent"	"NNP"	"IN"	"NNP"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"exhibition"	"ballroom"	"dancers"	"from"	"studio"	"of"	"helen_wick_walters"	"of"	"hillsboro"	"win"	"the"	"all-county"	"talent"	"contest"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"north_plains"	"grand"	"of"	"champion"	"of_north_plains"	"north_plains_grand"	"grand_champion"	"janet_jossy_of_north_plains"	"of_north_plains_grand"	"north_plains_grand_champion"	"grand_champion_honors"	"NNP"	"IN"	"NNP"	"VB"	"JJ"	"NN"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"janet_jossy"	"north_plains"	"win"	"grand"	"champion"	"honors"	"of"	"the"	"h"	"sheep"	"showman"	"contest"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"hutchins"	"blues"	"and"	"."	"and_hutchins"	"hutchins_blues"	"blues_."	"tom_day_and_hutchins"	"and_hutchins_blues"	"hutchins_blues_."	"blues_._∅"	"NNP"	"CC"	"NNP"	"VB"	"NNS"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"swine"	"showmanship"	"championship"	"go"	"to"	"with"	"tom_day"	"and"	"hutchins"	"win"	"blues"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"were"	"by"	"blues"	"john_nyberg"	"blues_were"	"were_by"	"by_john_nyberg"	",_blues_were"	"blues_were_by"	"were_by_john_nyberg"	"by_john_nyberg_of"	"ε"	"NNS"	"VBD"	"VB"	"IN"	"NNP"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"poultry"	"blues"	"were"	"win"	"by"	"john_nyberg"	"of"	"tualatin"	"anne_batchelder"	"of"	"hillsboro"	"jim_shaw"	"of"	"hillsboro"	"stephanie_shaw"	"of"	"hillsboro"	"and"	"lynn_robinson"	"of"	"tigard"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"to"	"the"	"supposed"	"national_league"	"supposed_to"	"to_the"	"the_national_league"	"be_supposed_to"	"supposed_to_the"	"to_the_national_league"	"the_national_league_pennant"	"VB"	"JJ"	"VB"	"VB"	"DT"	"NNP"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"he"	"come"	"to"	"baltimore"	"he"	"was"	"a"	"team"	"which"	"be"	"supposed"	"to"	"win"	"the"	"national_league"	"pennant"	"and"	"he"	"was"	"join"	"what"	"seem"	"to"	"be"	"a"	"second"	"division"	"american_league"	"club"	"0"	"0"	
"2:33:00::"	"was"	"as"	"olympic_games"	"much"	"olympic_games_was"	"was_as"	"as_much"	"'s_olympic_games_was"	"olympic_games_was_as"	"was_as_much"	"as_much_on"	"POS"	"NN"	"VBD"	"VB"	"IN"	"JJ"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"decathlon"	"man"	"rafer_johnson"	"time"	"cover"	"aug."	"whose"	"gold"	"medal"	"last"	"summer"	"olympic_games"	"was"	"win"	"as"	"much"	"on"	"gumption"	"as"	"talent"	"go"	"the"	"a._a._u"	"james_e._sullivan_memorial_trophy"	"as"	"the"	"outstanding"	"u._s."	"amateur"	"athlete"	"of"	"0"	"0"	"0"	
"2:40:00::"	"which"	"36"	","	"per_cent"	",_which"	"which_36"	"36_per_cent"	"willy_brandt_,_which"	",_which_36"	"which_36_per_cent"	"36_per_cent_,"	"NNP"	"ε"	"WDT"	"VB"	"CD"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"the"	"party"	"of"	"adenauer"	"and"	"erhart"	"with"	"per_cent"	"of"	"vote"	"approach"	"the"	"party"	"of"	"willy_brandt"	"which"	"win"	"per_cent"	"the"	"result"	"would"	"be"	"a"	"stiffening"	"of"	"the"	"old"	"resolve"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"to"	"the"	"slogans"	"primary"	"slogans_to"	"to_the"	"the_primary"	"popular_slogans_to"	"slogans_to_the"	"to_the_primary"	"the_primary_."	"JJ"	"NNS"	"TO"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"his"	"only"	"attack"	"on"	"the"	"republicans"	"hughes"	"say"	"the"	"three"	"republican"	"candidates"	"governor"	"are"	"trip"	"over"	"their"	"feet"	"for"	"popular"	"slogans"	"to"	"win"	"the"	"primary"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"and"	"a"	"fight"	"war"	"fight_and"	"and_a"	"a_war"	"able_to_fight_and"	"fight_and_a"	"and_a_war"	"a_war_rather_than"	"JJ"	"VB"	"CC"	"VB"	"DT"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"our"	"national"	"interest"	"be"	"able_to"	"fight"	"and"	"win"	"a"	"war"	"rather_than"	"commit"	"national"	"suicide"	"then"	"we"	"must"	"take"	"a"	"much"	"more"	"penetrating"	"look"	"at"	"ballistic_missiles"	"0"	"0"	"0"	
"2:40:00::"	"frosting"	"$"	"chocolate"	"25000"	"chocolate_frosting"	"frosting_$"	"$_25000"	"and_chocolate_frosting"	"chocolate_frosting_$"	"frosting_$_25000"	"$_25000_for"	"CC"	"NN"	"NN"	"VB"	"ε"	"CD"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"cooky"	"with"	"filling"	"and"	"chocolate"	"frosting"	"win"	"for"	"a"	"minneapolis"	"housewife"	"in"	"the"	"th"	"annual"	"pillsbury_bake-off_tuesday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"to"	"his"	"campaign"	"present"	"campaign_to"	"to_his"	"his_present"	"aggressive_campaign_to"	"campaign_to_his"	"to_his_present"	"his_present_,"	"JJ"	"NN"	"TO"	"VB"	"PRP$"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"during"	"his"	"campaign"	"to"	"win"	"his"	"present"	"mr._kennedy"	"be"	"vitriolic"	"about"	"this"	"country"	"prestige"	"abroad"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"he"	"himself"	"feel"	"a"	"feel_he"	"he_himself"	"himself_a"	"really_feel_he"	"feel_he_himself"	"he_himself_a"	"himself_a_``"	"RB"	"VB"	"PRP"	"VB"	"PRP"	"DT"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"the"	"really"	"feel"	"he"	"win"	"himself"	"a"	"lousy"	"job"	"then"	"heaven"	"help"	"us"	"all"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"not"	"victory"	"has"	"-"	"has_not"	"not_victory"	"victory_-"	"he_has_not"	"has_not_victory"	"not_victory_-"	"victory_-_for"	"PRP"	"VBZ"	"RB"	"VB"	"NN"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"commander"	"has"	"fail"	"in"	"duty"	"if"	"he"	"has"	"not"	"win"	"victory"	"for"	"that"	"be"	"his"	"duty"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"ought_to"	"a"	"mr._burman"	"nobel_prize"	"mr._burman_ought_to"	"ought_to_a"	"a_nobel_prize"	"that_mr._burman_ought_to"	"mr._burman_ought_to_a"	"ought_to_a_nobel_prize"	"a_nobel_prize_for"	"IN"	"NNP"	"VB"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"robert_hillyer"	"the"	"poet"	"write"	"in"	"his"	"introduction"	"to"	"brief"	"animal"	"fable"	"that"	"mr._burman"	"ought_to"	"win"	"a"	"nobel_prize"	"for"	"the"	"catfish_bend"	"series"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"neither"	"it"	","	"."	",_neither"	"neither_it"	"it_."	"turn_out_,_neither"	",_neither_it"	"neither_it_."	"it_._∅"	"VB"	"ε"	"DT"	"VB"	"PRP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on_that"	"final"	"sunday"	"at"	"pensacola"	"neither"	"palmer"	"nor"	"player"	"lead"	"the"	"tournament"	"and"	"as"	"it"	"turn_out"	"neither"	"win"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"to"	"public"	"hope"	"support"	"hope_to"	"to_public"	"public_support"	"can_hope_to"	"hope_to_public"	"to_public_support"	"public_support_,"	"MD"	"VB"	"TO"	"VB"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"what"	"type"	"of"	"can"	"hope"	"to"	"win"	"public"	"support"	"first"	"in"	"this"	"country"	"and"	"then"	"abroad"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"invariably"	"the"	"and"	"local"	"and_invariably"	"invariably_the"	"the_local"	"enter_and_invariably"	"and_invariably_the"	"invariably_the_local"	"the_local_rodeo"	"VB"	"CC"	"RB"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"cow"	"camp"	"person"	"was"	"regard_as"	"a"	"hero"	"as"	"the"	"kind"	"of"	"champion"	"he"	"be"	"when"	"he"	"enter"	"and"	"invariably"	"win"	"the"	"local"	"rodeo"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"to"	"a"	"way"	"baseball_game"	"way_to"	"to_a"	"a_baseball_game"	"a_way_to"	"way_to_a"	"to_a_baseball_game"	"a_baseball_game_."	"DT"	"NN"	"TO"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"group"	"find"	"way"	"to"	"win"	"a"	"baseball_game"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
