"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"
"3:00:00::"	"be"	","	"idea"	"perhaps"	"idea_be"	"be_,"	",_perhaps"	",_idea_be"	"idea_be_,"	"be_,_perhaps"	",_perhaps_life"	"ε"	"NN"	"VB"	"JJ"	"ε"	"RB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"true"	"be"	"important"	"perhaps"	"life"	"most"	"precious"	"treasure"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:04::"	"an"	"consideration"	"be"	"."	"be_an"	"an_consideration"	"consideration_."	"this_be_an"	"be_an_consideration"	"an_consideration_."	"consideration_._∅"	"DT"	"VB"	"DT"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"an"	"important"	"consideration"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"an"	"technique"	"of"	"of"	"of_an"	"an_technique"	"technique_of"	"application_of_an"	"of_an_technique"	"an_technique_of"	"technique_of_submarine"	"NN"	"IN"	"DT"	"JJ"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"of"	"the"	"gratifying"	"application"	"of"	"an"	"important"	"technique"	"of"	"submarine"	"detection"	"be"	"in"	"the"	"exploration"	"of"	"the"	"human_body"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"an"	"clue"	"provide"	"to"	"provide_an"	"an_clue"	"clue_to"	"scotland_yard_provide_an"	"provide_an_clue"	"an_clue_to"	"clue_to_the"	"NN"	"VB"	"DT"	"JJ"	"NN"	"TO"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"curious"	"relationship"	"between"	"and"	"scotland_yard"	"provide"	"an"	"important"	"clue"	"to"	"the"	"deep"	"significance"	"of"	"his"	"eccentric"	"behavior"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"an"	"assumption"	"to"	"."	"to_an"	"an_assumption"	"assumption_."	"commit_to_an"	"to_an_assumption"	"an_assumption_."	"assumption_._∅"	"VB"	"TO"	"DT"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"we"	"assert"	"the"	"value"	"of"	"such"	"we"	"find"	"ourselves"	"commit"	"to"	"an"	"important"	"assumption"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"least"	"chapter"	"the"	"of"	"the_least"	"least_chapter"	"chapter_of"	"not_the_least"	"the_least_chapter"	"least_chapter_of"	"chapter_of_this"	"RB"	"RB"	"RB"	"JJ"	"NN"	"RB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"recent"	"year"	"we"	"have"	"come"	"increasingly"	"to"	"recognize"	"idea"	"have"	"a"	"history"	"and"	"that"	"not"	"the"	"least"	"important"	"chapter"	"of"	"this"	"history"	"have"	"to"	"do"	"with"	"thematic"	"or"	"conceptual"	"aspect"	"of"	"literature"	"and"	"the"	"art"	"although"	"these"	"aspect"	"should"	"be"	"study"	"in_conjunction_with"	"the"	"history"	"of"	"philosophy"	"of"	"religion"	"and"	"of"	"the"	"science"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"an"	"caveat"	"here"	"be"	"here_an"	"an_caveat"	"caveat_be"	"∅_here_an"	"here_an_caveat"	"an_caveat_be"	"caveat_be_in_order"	"ε"	"RB"	"DT"	"JJ"	"NN"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"an"	"important"	"caveat"	"be"	"in_order"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"so"	"that"	"be"	"its"	"be_so"	"so_that"	"that_its"	"model_be_so"	"be_so_that"	"so_that_its"	"that_its_wage"	"NN"	"VB"	"RB"	"JJ"	"IN"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"industry"	"of"	"model"	"be"	"so"	"important"	"that"	"its"	"wage"	"and"	"price"	"policy"	"are"	"affect"	"with"	"a"	"public"	"interest"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"more"	"to"	"something"	"catch"	"something_more"	"more_to"	"to_catch"	"have_something_more"	"something_more_to"	"more_to_catch"	"to_catch_than"	"VB"	"NN"	"RB"	"JJ"	"TO"	"VB"	"IN"	"on"	"the"	"accelerator"	"only"	"to"	"gradually"	"reach"	"again"	"the"	"mph"	"which"	"would"	"i"	"hope"	"overhaul"	"person"	"and"	"the"	"blonde"	"and"	"as"	"there"	"were"	"car"	"whose"	"driver"	"apparently"	"have"	"something"	"more"	"to"	"catch"	"than"	"had"	"i"	"person"	"settle_down"	"to"	"practice"	"on"	"person"	"the"	"kittenish"	"wile"	"she"	"would"	"need"	"when"	"make"	"her"	"duty"	"call"	"on"	"colonel"	"and"	"mrs"	"somebody"	"in"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"his"	"discovery"	"to"	"still"	"to_his"	"his_discovery"	"discovery_still"	"lead_to_his"	"to_his_discovery"	"his_discovery_still"	"discovery_still_remain"	"VB"	"VB"	"PRP$"	"JJ"	"NN"	"RB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"sequence"	"of"	"lead"	"to"	"his"	"important"	"discovery"	"still"	"remain"	"ambiguous"	"but"	"it"	"seem"	"that"	"one"	"of"	"the"	"advanced"	"student"	"at"	"the"	"university"	"relate"	"that"	"the"	"first"	"direct"	"event"	"that"	"lead"	"to"	"the"	"publication"	"of"	"person"	"discovery"	"occur"	"during"	"a"	"private"	"lecture"	"make"	"before"	"a"	"group"	"of"	"advanced"	"student"	"in"	"the"	"spring"	"of"	
"3:00:00::"	"an"	"sex"	","	"difference"	",_an"	"an_sex"	"sex_difference"	"begin_,_an"	",_an_sex"	"an_sex_difference"	"sex_difference_."	"VB"	"ε"	"DT"	"JJ"	"NN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"is"	"to"	"an"	"important"	"sex"	"difference"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"technologically"	"ability"	"the"	"of"	"the_technologically"	"technologically_ability"	"ability_of"	"be_the_technologically"	"the_technologically_ability"	"technologically_ability_of"	"ability_of_detergent"	"VB"	"DT"	"RB"	"JJ"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"related_to"	"micelle"	"be"	"the"	"technologically"	"important"	"ability"	"of"	"detergent"	"active"	"to"	"congregate"	"at"	"oil-water_interface"	"in"	"such"	"a"	"manner"	"that"	"the"	"polar"	"or"	"ionized"	"end"	"of"	"the"	"molecule"	"is"	"direct"	"towards"	"the"	"aqueous"	"phase"	"and"	"the"	"hydrocarbon"	"chain"	"towards"	"the"	"oily"	"phase"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"very"	"for"	"be"	"parent"	"be_very"	"very_for"	"for_parent"	"it_be_very"	"be_very_for"	"very_for_parent"	"for_parent_to"	"PRP"	"VB"	"RB"	"JJ"	"IN"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"very"	"important"	"for"	"parent"	"to"	"understand"	"that"	"early"	"training"	"be"	"imperative"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"very"	"question"	"the"	"-"	"the_very"	"very_question"	"question_-"	"perhaps_the_very"	"the_very_question"	"very_question_-"	"question_-_what"	"RB"	"DT"	"RB"	"JJ"	"NN"	"ε"	"WP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"perhaps"	"very"	"important"	"question"	"what"	"be"	"then"	"exactly"	"the"	"role"	"of"	"kinesthetic"	"sensation"	"in"	"the"	"patient"	"ability"	"to"	"recognize"	"form"	"and"	"shape"	"by"	"means"	"of"	"the"	"tracing"	"movement"	"when"	"he"	"is"	"actually"	"look"	"at"	"thing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"some"	"news"	"break"	"to"	"break_some"	"some_news"	"news_to"	"to_break_some"	"break_some_news"	"some_news_to"	"news_to_person"	"TO"	"VB"	"DT"	"JJ"	"NN"	"TO"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"chicken"	"have"	"short"	"memory"	"the"	"doctor"	"remark"	"that"	"why"	"they"	"better"	"company"	"than"	"most"	"people"	"i"	"know"	"and"	"he"	"go_on"	"break"	"some"	"important"	"news"	"to"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"become"	"some"	"high_fidelity"	"dozen"	"high_fidelity_become"	"become_some"	"some_dozen"	"of_high_fidelity_become"	"high_fidelity_become_some"	"become_some_dozen"	"some_dozen_year"	"IN"	"NN"	"VB"	"JJ"	"DT"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"since"	"the"	"of"	"high_fidelity"	"become"	"important"	"some"	"dozen"	"year"	"ago"	"the"	"claim"	"of"	"technical"	"improvement"	"have"	"multiply"	"tenfold"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"most"	"division"	"the"	"be"	"the_most"	"most_division"	"division_be"	"discussion_the_most"	"the_most_division"	"most_division_be"	"division_be_between"	"NN"	"RB"	"RB"	"JJ"	"NN"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"of_course"	"many"	"south"	"for"	"this"	"discussion"	"the"	"most"	"important"	"division"	"be"	"between"	"those"	"who"	"have"	"been"	"reconstruct"	"and"	"those"	"who"	"have"	"n't"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"currently"	"management"	"on"	","	"on_currently"	"currently_management"	"management_,"	"publication_on_currently"	"on_currently_management"	"currently_management_,"	"management_,_technical"	"NN"	"IN"	"RB"	"JJ"	"NN"	"ε"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"group"	"what"	"it"	"is"	"what"	"it"	"does"	"sba"	"services"	"for"	"and"	"various"	"useful"	"publication"	"on"	"currently"	"important"	"management"	"technical"	"production"	"and"	"marketing"	"topic"	"be"	"available"	"on_request"	"from"	"group"	"washington"	"district_of_columbia"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
