"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"
"2:34:00::"	"be"	"to"	"should"	"your"	"should_be"	"be_to"	"to_your"	"overpayment_should_be"	"should_be_to"	"be_to_your"	"to_your_succeeding"	"NN"	"MD"	"VB"	"VB"	"VB"	"PRP$"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"an"	"overpayment"	"of"	"income"	"and"	"social_security"	"tax"	"entitle"	"you"	"to"	"a"	"unless"	"you"	"indicate"	"on"	"the"	"return"	"that"	"the"	"overpayment"	"should"	"be"	"apply"	"to"	"your"	"succeeding"	"year"	"estimated"	"tax"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:00::"	"been"	"to"	"has"	"medicine"	"has_been"	"been_to"	"to_medicine"	"electronics_has_been"	"has_been_to"	"been_to_medicine"	"to_medicine_for"	"NN"	"VBZ"	"VBN"	"VB"	"TO"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"electronics"	"been"	"apply"	"to"	"medicine"	"for"	"many"	"year"	"in"	"the"	"form"	"of"	"such"	"familiar"	"equipment"	"as"	"the"	"x-ray_machine"	"the"	"electrocardiograph"	"and"	"the"	"diathermy_machine"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:01::"	"to"	"electronics"	"effort"	"to"	"effort_to"	"to_electronics"	"electronics_to"	"larger_effort_to"	"effort_to_electronics"	"to_electronics_to"	"electronics_to_the"	"JJ"	"NN"	"TO"	"VB"	"NN"	"TO"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"medical"	"title"	"of"	"lobar_ventilation_in_man"	"by"	"person"	"and"	"person"	"cover"	"a"	"brief"	"which"	"be"	"one"	"part"	"of"	"a"	"much"	"larger"	"effort"	"to"	"apply"	"electronics"	"to"	"the"	"study"	"of"	"the"	"respiratory"	"process"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:00::"	"have"	"the"	"group"	"same"	"group_have"	"have_the"	"the_same"	"the_group_have"	"group_have_the"	"have_the_same"	"the_same_sonar"	"DT"	"NNP"	"VBP"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"and"	"person"	"the"	"group"	"have"	"apply"	"the"	"same"	"sonar"	"technique"	"to"	"area"	"of"	"soft"	"tissue"	"and"	"have"	"obtain"	"extremely"	"good"	"result"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"person"	"and"	","	"get"	",_person"	"person_and"	"and_get"	"rhythm_boys_,_person"	",_person_and"	"person_and_get"	"and_get_the"	"NNPS"	"ε"	"NNP"	"VB"	"CC"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"he"	"hear"	"that"	"person"	"was"	"singer"	"to"	"replace"	"the"	"rhythm_boys"	"person"	"apply"	"and"	"get"	"the"	"job"	"not"	"for"	"my"	"voice"	"i"	"sure"	"but"	"because"	"i"	"could"	"write"	"song"	"and"	"material"	"generally"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:00::"	"been"	"in"	"has"	"various"	"has_been"	"been_in"	"in_various"	"wave_has_been"	"has_been_in"	"been_in_various"	"in_various_field"	"NN"	"VBZ"	"VBN"	"VB"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"knowledge"	"gain"	"from"	"earthquake"	"wave"	"has"	"been"	"apply"	"in"	"various"	"field"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"not"	"to"	"shall"	"corporation"	"shall_not"	"not_to"	"to_corporation"	"section_shall_not"	"shall_not_to"	"not_to_corporation"	"to_corporation_purchase"	"NN"	"MD"	"RB"	"VB"	"TO"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"shall"	"not"	"apply"	"to"	"corporation"	"purchase"	"such"	"stock"	"solely"	"for"	"investment"	"and"	"not"	"use"	"the"	"same"	"by"	"vote"	"or"	"otherwise"	"bring_about"	"or"	"in"	"attempt"	"to"	"bring_about"	"the"	"substantial"	"lessening"	"of"	"competition"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"could"	"for"	"they"	"this"	"they_could"	"could_for"	"for_this"	"that_they_could"	"they_could_for"	"could_for_this"	"for_this_job"	"IN"	"PRP"	"MD"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"position"	"receptionist"	"was"	"open"	"in"	"a"	"large"	"office"	"and"	"announcement"	"was"	"made"	"to"	"the"	"girl"	"already"	"work"	"that"	"they"	"could"	"apply"	"for"	"this"	"job"	"which"	"have"	"high"	"prestige"	"and"	"slightly"	"high"	"salary"	"than"	"typing"	"and"	"clerking"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"which"	"to"	"find"	"all"	"find_which"	"which_to"	"to_all"	"been_find_which"	"find_which_to"	"which_to_all"	"to_all_case"	"VB"	"VB"	"WDT"	"VB"	"VB"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"wage"	"price"	"policy"	"of"	"industry"	"be"	"the"	"result"	"of"	"a"	"of"	"force"	"no"	"single"	"explanation"	"has"	"been"	"find"	"which"	"apply"	"to"	"all"	"case"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"reasoning"	"to"	"same"	"the"	"same_reasoning"	"reasoning_to"	"to_the"	"the_same_reasoning"	"same_reasoning_to"	"reasoning_to_the"	"to_the_production"	"DT"	"JJ"	"NN"	"VB"	"TO"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"appear"	"to"	"that"	"the"	"same"	"reasoning"	"apply"	"to"	"the"	"production"	"of"	"the"	"hearing_officer"	"report"	"and"	"note"	"at"	"the"	"trial"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"and"	"for"	"copenhagen"	"the"	"copenhagen_and"	"and_for"	"for_the"	"to_copenhagen_and"	"copenhagen_and_for"	"and_for_the"	"for_the_university"	"VB"	"NN"	"CC"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"person"	"return"	"copenhagen"	"and"	"apply"	"for"	"the"	"university"	"chair"	"in"	"physics"	"but"	"was"	"reject"	"because"	"he"	"was"	"probably"	"consider"	"more"	"a"	"philosopher"	"than"	"a"	"physicist"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:00::"	"of"	"mechanical"	"basically"	"action"	"basically_of"	"of_mechanical"	"mechanical_action"	"consist_basically_of"	"basically_of_mechanical"	"of_mechanical_action"	"mechanical_action_to"	"VB"	"RB"	"IN"	"VB"	"JJ"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"washing"	"process"	"whereby"	"are"	"remove"	"consist"	"basically"	"of"	"apply"	"mechanical"	"action"	"to"	"loosen"	"the"	"dirt"	"particle"	"and"	"dried"	"matter"	"in"	"the"	"presence"	"of"	"water"	"which"	"help"	"to"	"float"	"off"	"the"	"debris"	"and"	"act_as"	"to"	"some"	"extent"	"as"	"a"	"dissolving_agent"	"and"	"solvating_agent"	"agent"	
"2:34:00::"	"were"	"to"	"4"	"the"	"4_were"	"were_to"	"to_the"	"and_4_were"	"4_were_to"	"were_to_the"	"to_the_construction"	"CC"	"JJ"	"VBD"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"principle"	"use"	"in"	"make"	"each"	"for"	"figure"	"and"	"were"	"apply"	"to"	"the"	"construction"	"of"	"figure"	"and"	"as_well_as"	"all"	"figure"	"in"	"the"	"appendix"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:00::"	"arc"	"a"	"electric"	"porous"	"electric_arc"	"arc_a"	"a_porous"	"an_electric_arc"	"electric_arc_a"	"arc_a_porous"	"a_porous_graphite"	"DT"	"JJ"	"NN"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"experiment"	"were"	"make"	"an"	"electric"	"arc"	"apply"	"a"	"porous"	"graphite"	"anode"	"cool"	"by"	"a"	"transpiring"	"gas"	"argon"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:05::"	"successfully"	"for_the_first_time"	","	"by"	",_successfully"	"successfully_for_the_first_time"	"for_the_first_time_by"	"knowledge_,_successfully"	",_successfully_for_the_first_time"	"successfully_for_the_first_time_by"	"for_the_first_time_by_person"	"NN"	"ε"	"RB"	"VB"	"RB"	"IN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"third"	"method"	"was"	"our"	"knowledge"	"successfully"	"apply"	"for_the_first_time"	"by"	"person"	"and"	"co-worker"	"reference"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:05::"	"have"	"the"	"we"	"thermodynamics_of_equilibrium"	"we_have"	"have_the"	"the_thermodynamics_of_equilibrium"	"development_we_have"	"we_have_the"	"have_the_thermodynamics_of_equilibrium"	"the_thermodynamics_of_equilibrium_("	"NN"	"PRP"	"VBP"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"development"	"we"	"have"	"apply"	"the"	"thermodynamics_of_equilibrium"	"refer"	"to"	"by"	"some"	"as"	"thermostatics"	"to"	"the"	"steady"	"state"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"he"	"the"	"as"	"applicator"	"as_he"	"he_the"	"the_applicator"	"∅_as_he"	"as_he_the"	"he_the_applicator"	"the_applicator_extend"	"ε"	"IN"	"PRP"	"VB"	"DT"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"apply"	"the"	"applicator"	"extend"	"from"	"the"	"machine"	"which"	"consist_of"	"seven"	"differently"	"colored"	"neon_tube"	"superimpose"	"on"	"a"	"rectangular"	"base"	"to"	"the"	"supposedly"	"diseased"	"portion"	"of"	"person"	"body"	"person"	"keep_up"	"a"	"steady"	"stream"	"of"	"pseudo"	"scientific"	"mumbo_jumbo"	"0"	"0"	"0"	
