"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"
"2:35:00::"	"man"	"last"	"the"	"nov."	"the_man"	"man_last"	"last_nov."	"of_the_man"	"the_man_last"	"man_last_nov."	"last_nov._1"	"IN"	"DT"	"NN"	"VB"	"JJ"	"NNP"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"petitions"	"ask"	"for"	"a"	"jail"	"term"	"for"	"norristown"	"attorney"	"julian_w._barnard"	"will"	"be_presented"	"to"	"the"	"it"	"was_disclosed"	"tuesday"	"by"	"horace_a._davenport"	"counsel"	"for"	"the"	"widow"	"of"	"the"	"man"	"kill"	"last"	"nov."	"by"	"barnard"	"hit-run"	"car"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"who"	"masaryk"	"people"	","	"people_who"	"who_masaryk"	"masaryk_,"	"the_people_who"	"people_who_masaryk"	"who_masaryk_,"	"masaryk_,_and"	"DT"	"NNS"	"WP"	"VB"	"NNP"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"douglas"	"has"	"consistently"	"vote"	"aid"	"the"	"people"	"who"	"kill"	"masaryk"	"and"	"against"	"principles"	"masaryk"	"die"	"to"	"uphold"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"he"	"tom"	"``"	"-"	"``_he"	"he_tom"	"tom_-"	"∅_``_he"	"``_he_tom"	"he_tom_-"	"tom_-_do"	"ε"	"ε"	"PRP"	"VB"	"NNP"	"ε"	"VBP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"kill"	"tom"	"do"	"you"	"understand"	"that"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"admit"	"mrs._hengesbach"	"also"	"."	"also_admit"	"admit_mrs._hengesbach"	"mrs._hengesbach_."	"he_also_admit"	"also_admit_mrs._hengesbach"	"admit_mrs._hengesbach_."	"mrs._hengesbach_._∅"	"PRP"	"RB"	"VB"	"VB"	"NNP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"admit"	"kill"	"mrs._hengesbach"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"also"	"one"	"that"	"of"	"that_also"	"also_one"	"one_of"	"fire_that_also"	"that_also_one"	"also_one_of"	"one_of_the"	"NN"	"IN"	"RB"	"VB"	"CD"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"sterling_township"	"family"	"of"	"six"	"surviving"	"children"	"whose"	"mother"	"yesterday"	"as"	"the"	"aftermath"	"to"	"a"	"fire"	"that"	"also"	"kill"	"one"	"of"	"the"	"children"	"find"	"today"	"they"	"have"	"the"	"help"	"of"	"hundreds"	"of"	"neighbors"	"and"	"school"	"friends"	"0"	"0"	"0"	
"2:35:00::"	"to"	"me"	"go"	","	"go_to"	"to_me"	"me_,"	"'s_go_to"	"go_to_me"	"to_me_,"	"me_,_he"	"VBZ"	"VB"	"VB"	"VB"	"PRP"	"ε"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"why"	"he"	"to"	"kill"	"me"	"he"	"think"	"wildly"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"he"	"after"	"man"	"person"	"man_he"	"he_after"	"after_person"	"how_many_man_he"	"man_he_after"	"he_after_person"	"after_person_and"	"JJ"	"NN"	"PRP"	"VB"	"IN"	"NNP"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"three"	"straight"	"year"	"person"	"patrol"	"the"	"wyoming"	"pasture"	"and"	"how_many"	"man"	"he"	"kill"	"after"	"person"	"and"	"person"	"if"	"he"	"kill"	"person"	"and"	"person"	"will"	"never"	"be"	"known"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"he"	"person"	"if"	"and"	"if_he"	"he_person"	"person_and"	"(_if_he"	"if_he_person"	"he_person_and"	"person_and_person"	"ε"	"IN"	"PRP"	"VB"	"NNP"	"CC"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"three"	"straight"	"year"	"person"	"patrol"	"the"	"southern"	"wyoming"	"pasture"	"and"	"man"	"he"	"kill"	"after"	"person"	"and"	"person"	"if"	"he"	"kill"	"person"	"and"	"person"	"will"	"never"	"be"	"known"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"to"	"the"	"plot"	"pm"	"plot_to"	"to_the"	"the_pm"	"a_plot_to"	"plot_to_the"	"to_the_pm"	"the_pm_."	"DT"	"NN"	"TO"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"claim"	"person"	"be"	"a"	"plot"	"to"	"kill"	"the"	"pm"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"was"	"by"	"girl"	"person"	"girl_was"	"was_by"	"by_person"	"person_girl_was"	"girl_was_by"	"was_by_person"	"by_person_'s"	"NNP"	"NN"	"VBD"	"VB"	"IN"	"NNP"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"person"	"was"	"kill"	"by"	"person"	"son"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"to"	"."	"fit"	"∅"	"fit_to"	"to_."	"._∅"	"horse_fit_to"	"fit_to_."	"to_._∅"	"._∅_∅"	"NN"	"JJ"	"JJ"	"NN"	"ε"	"ε"	"ε"	"which"	"be"	"so"	"near"	"that"	"it"	"seem"	"just"	"a"	"piece"	"up"	"the"	"road"	"now"	"stop"	"for"	"long"	"enough"	"to"	"count"	"to"	"twenty"	"and"	"in"	"that"	"brief"	"interval"	"a"	"redcoat"	"officer"	"come"	"tear"	"down"	"the"	"road"	"whip"	"his"	"horse"	"fit"	"to"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:01::"	"can"	"the"	"committee"	"bill"	"committee_can"	"can_the"	"the_bill"	"the_committee_can"	"committee_can_the"	"can_the_bill"	"the_bill_."	"DT"	"NN"	"MD"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"of"	"location"	"sponsor"	"of"	"the"	"poll"	"idea"	"that"	"further"	"delay"	"in"	"the"	"committee"	"can"	"kill"	"the"	"bill"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"been"	"."	"once"	"∅"	"once_been"	"been_."	"._∅"	"had_once_been"	"once_been_."	"been_._∅"	"._∅_∅"	"VBD"	"JJ"	"VBN"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"before"	"person"	"loom"	"the"	"group"	"person"	"home"	"person"	"had"	"once"	"been"	"kill"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
