"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"
"5:00:00:individual:00"	"the"	"state"	"determine"	"'s"	"determine_the"	"the_state"	"state_'s"	"∅_determine_the"	"determine_the_state"	"the_state_'s"	"state_'s_``"	"ε"	"VB"	"DT"	"JJ"	"NN"	"POS"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"particular"	"state"	"federal"	"share"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:02:specific:00"	"this"	"point"	"on"	"?"	"on_this"	"this_point"	"point_?"	"caution_on_this"	"on_this_point"	"this_point_?"	"point_?_∅"	"NN"	"IN"	"DT"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"may"	"i"	"add"	"caution"	"on"	"this"	"particular"	"point"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:specific:00"	"his"	"attention"	"direct"	"to"	"direct_his"	"his_attention"	"attention_to"	"to_direct_his"	"direct_his_attention"	"his_attention_to"	"attention_to_any"	"TO"	"VB"	"PRP$"	"JJ"	"NN"	"TO"	"DT"	"like"	"the"	"person"	"enjoy"	"and"	"love"	"live"	"together"	"even"	"in"	"troubled"	"times"	"and"	"as"	"in"	"the"	"person"	"home"	"any"	"young_man"	"who"	"call"	"on"	"the"	"person"	"find"	"himself"	"confront"	"with"	"a"	"phalanx"	"of"	"femininity"	"which"	"make"	"rather"	"difficult"	"to"	"direct"	"his"	"attention"	"to"	"any"	"one"	"of"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:specific:00"	"into"	"rule"	"justice"	"govern"	"justice_into"	"into_rule"	"rule_govern"	"of_justice_into"	"justice_into_rule"	"into_rule_govern"	"rule_govern_the"	"IN"	"NN"	"IN"	"JJ"	"NN"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"number"	"of"	"nineteenth"	"century"	"development"	"contribute"	"to"	"the"	"transmutation"	"of"	"the"	"law_of_nations"	"international_law"	"that_is"	"from"	"aspect"	"of"	"a"	"universal"	"system"	"of"	"justice"	"into"	"particular"	"rule"	"govern"	"the"	"relations"	"of"	"sovereign"	"state"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:individual:00"	"the"	"manager"	"for"	","	"for_the"	"the_manager"	"manager_,"	"checklist_for_the"	"for_the_manager"	"the_manager_,"	"manager_,_and"	"NN"	"IN"	"DT"	"JJ"	"NN"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"first"	"eight"	"of"	"these"	"eighteen"	"statement"	"which"	"receive"	"at_least"	"one-half"	"of"	"vote"	"were"	"duplicate"	"to"	"form"	"an"	"analysis"	"checklist"	"for"	"the"	"particular"	"manager"	"and"	"when"	"this"	"particular"	"manager"	"roleplay"	"in"	"situation"	"the"	"member"	"check"	"any"	"item"	"that"	"appear"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:individual:00"	"this"	"manager"	"when"	"roleplay"	"when_this"	"this_manager"	"manager_roleplay"	"and_when_this"	"when_this_manager"	"this_manager_roleplay"	"manager_roleplay_in"	"CC"	"WRB"	"DT"	"JJ"	"NN"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"first"	"eight"	"of"	"these"	"eighteen"	"statement"	"which"	"receive"	"at_least"	"one-half"	"of"	"the"	"vote"	"were"	"to"	"form"	"an"	"analysis"	"checklist"	"for"	"the"	"particular"	"manager"	"and"	"when"	"this"	"particular"	"manager"	"roleplay"	"in"	"situation"	"the"	"member"	"check"	"any"	"item"	"that"	"appear"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:specific:00"	"any"	"need"	"show"	"for"	"show_any"	"any_need"	"need_for"	"to_show_any"	"show_any_need"	"any_need_for"	"need_for_them"	"TO"	"VB"	"DT"	"JJ"	"NN"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"petitioner"	"was"	"not"	"entitle"	"to"	"have"	"the"	"hearing_officer"	"note"	"report"	"especially"	"since"	"he"	"fail"	"to"	"show"	"any"	"particular"	"need"	"for"	"them"	"and"	"he"	"did"	"have"	"a"	"copy"	"of"	"the"	"group"	"recommendation"	"to"	"the"	"appeal_board"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:specific:00"	"no"	"need"	"show"	"for"	"show_no"	"no_need"	"need_for"	"and_show_no"	"show_no_need"	"no_need_for"	"need_for_the"	"CC"	"VB"	"DT"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"petitioner"	"was"	"not"	"entitle"	"either"	"in"	"the"	"administrative"	"hearing"	"at"	"the"	"group"	"or"	"at"	"his"	"trial"	"to"	"inspect"	"the"	"original"	"report"	"of"	"the"	"group"	"since"	"he"	"was"	"furnish"	"a"	"resume"	"of"	"did"	"not"	"challenge"	"its"	"accuracy"	"and"	"no"	"particular"	"need"	"for"	"the"	"original"	"report"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:specific:00"	"the"	"form"	"which"	"or"	"which_the"	"the_form"	"form_or"	"against_which_the"	"which_the_form"	"the_form_or"	"form_or_term"	"IN"	"WDT"	"DT"	"JJ"	"NN"	"CC"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"practical"	"operational"	"problem"	"of"	"lexicostatistics"	"be"	"the"	"establishment"	"a"	"basic"	"list"	"of"	"item"	"of"	"meaning"	"against"	"which"	"the"	"particular"	"form"	"or"	"term"	"of"	"language"	"can"	"be"	"match"	"as"	"the"	"medium"	"of"	"comparison"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:02:specific:00"	"with"	"respect_to"	","	"the"	",_with"	"with_respect_to"	"respect_to_the"	"own_,_with"	",_with_respect_to"	"with_respect_to_the"	"respect_to_the_hero"	"JJ"	"ε"	"IN"	"JJ"	"NN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"when"	"his"	"trouble"	"begin"	"not_to_mention"	"a"	"fledgling"	"artist"	"who"	"he"	"and"	"who"	"turn_out"	"to"	"have"	"idea"	"of"	"his"	"own"	"with"	"particular"	"respect_to"	"the"	"hero"	"sweetheart"	"secretary"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"in"	"."	"person"	"∅"	"person_in"	"in_."	"._∅"	"and_person_in"	"person_in_."	"in_._∅"	"._∅_∅"	"CC"	"NNP"	"RB"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"word"	"should"	"be"	"say"	"for"	"person"	"a"	"broadway"	"youngster"	"who"	"as"	"the"	"son"	"make"	"life"	"miserable"	"for"	"nearly"	"everybody"	"and"	"person"	"in"	"particular"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:individual:00"	"that"	"passage"	","	"of"	",_that"	"that_passage"	"passage_of"	"daylight_,_that"	",_that_passage"	"that_passage_of"	"passage_of_conversation"	"NN"	"ε"	"IN"	"JJ"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"in"	"his"	"lecture"	"refer"	"to"	"the"	"startling"	"experience"	"which"	"every"	"person"	"confess"	"in"	"daylight"	"that"	"particular"	"passage"	"of"	"conversation"	"and"	"action"	"have"	"occur"	"to"	"him"	"in"	"the"	"same"	"order"	"before"	"whether"	"dream"	"or"	"wake"	"a"	"suspicion"	"that"	"they"	"have"	"be"	"with"	"precisely"	"these"	"person"	"in"	"precisely"	"this"	"room"	"and"	"hear"	"precisely"	"this"	"dialogue"	"at"	"some"	"former"	"hour"	"they"	"know"	"not"	"when"	
"5:00:00:specific:00"	"the"	"faith"	"of"	"."	"of_the"	"the_faith"	"faith_."	"member_of_the"	"of_the_faith"	"the_faith_."	"faith_._∅"	"NN"	"IN"	"DT"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"religious"	"symbolism"	"and"	"especially"	"the"	"closely"	"related"	"rite"	"and"	"worship"	"constitute"	"a"	"powerful"	"bond"	"for"	"the"	"member"	"of"	"the"	"particular"	"faith"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:individual:00"	"a"	"body_part"	"of"	"-"	"of_a"	"a_body_part"	"body_part_-"	"specialization_of_a"	"of_a_body_part"	"a_body_part_-"	"body_part_-_be"	"NN"	"IN"	"DT"	"JJ"	"NN"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"exercise"	"i"	"shall"	"discuss"	"in"	"this"	"the"	"first"	"of"	"new"	"series"	"of"	"article"	"on"	"muscle"	"definition"	"specialization"	"of"	"a"	"particular"	"body_part"	"be"	"the"	"one_leg_lunge"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:uncommon:00"	"express"	"gratification"	"person"	"at"	"person_express"	"express_gratification"	"gratification_at"	"∅_person_express"	"person_express_gratification"	"express_gratification_at"	"gratification_at_the"	"ε"	"NNP"	"VB"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"express"	"particular"	"gratification"	"at"	"the"	"defensive"	"performance"	"of"	"end"	"person"	"and"	"halfback"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
