"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"
"2:30:00::"	"be"	"to"	"it"	"accept"	"it_be"	"be_to"	"to_accept"	"that_it_be"	"it_be_to"	"be_to_accept"	"to_accept_students"	"IN"	"PRP"	"VB"	"VB"	"TO"	"VB"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"emory_university"	"board_of_trustees"	"announce"	"that"	"it"	"be"	"prepare"	"to"	"accept"	"students"	"of"	"any"	"race"	"as"	"soon"	"as"	"the"	"state"	"tax"	"laws"	"make"	"such"	"a"	"step"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"and"	"in"	","	"a"	",_and"	"and_in"	"in_a"	"origin_,_and"	",_and_in"	"and_in_a"	"in_a_manner"	"NN"	"ε"	"CC"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"because"	"the"	"food"	"is"	"select"	"with"	"thought"	"for"	"nutritional"	"value"	"care"	"for"	"its"	"origin"	"and"	"prepare"	"in"	"a"	"manner"	"that"	"retain"	"the_most"	"nutrients"	"the"	"food"	"does"	"taste"	"good"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"script"	"many"	"the"	"months"	"the_script"	"script_many"	"many_months"	"with_the_script"	"the_script_many"	"script_many_months"	"many_months_ago"	"IN"	"DT"	"NN"	"VB"	"JJ"	"NNS"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"twenty-second"	"soviet"	"communist_party"	"congress"	"open"	"in"	"moscow"	"in"	"a"	"situation"	"contrast"	"sharply"	"with"	"the"	"script"	"prepare"	"many"	"months"	"ago"	"when"	"this"	"meeting"	"was"	"first"	"announce"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"of"	"the"	"job"	"wollman_rink"	"job_of"	"of_the"	"the_wollman_rink"	"admirable_job_of"	"job_of_the"	"of_the_wollman_rink"	"the_wollman_rink_for"	"JJ"	"NN"	"IN"	"VB"	"DT"	"NNP"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"parks_department"	"has"	"an"	"admirable"	"job"	"of"	"prepare"	"the"	"wollman_rink"	"for"	"shakespeare"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:02::"	"in"	"her"	"help"	"income_tax_return"	"help_in"	"in_her"	"her_income_tax_return"	"need_help_in"	"help_in_her"	"in_her_income_tax_return"	"her_income_tax_return_."	"VB"	"NN"	"IN"	"VB"	"PRP$"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"had"	"come"	"into"	"the"	"office"	"on"	"somebody"	"because"	"she"	"need"	"help"	"in"	"prepare"	"her"	"income_tax_return"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"university"	"to"	"the"	"matriculate"	"the_university"	"university_to"	"to_matriculate"	"at_the_university"	"the_university_to"	"university_to_matriculate"	"to_matriculate_for"	"IN"	"DT"	"NN"	"VB"	"TO"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"brother"	"decide"	"to"	"enter"	"the"	"group"	"found"	"in"	"and"	"following"	"spring"	"find"	"them"	"at"	"the"	"university"	"prepare"	"to"	"matriculate"	"for"	"the"	"autumn"	"session"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:02::"	"were"	","	"questionnaire"	"and"	"questionnaire_were"	"were_,"	",_and"	"multiple-choice_questionnaire_were"	"questionnaire_were_,"	"were_,_and"	",_and_one"	"JJ"	"NN"	"VBD"	"VB"	"ε"	"CC"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"an"	"interview"	"schedule"	"of"	"open-ended"	"and"	"a"	"multiple-choice"	"questionnaire"	"were"	"prepare"	"and"	"one"	"parent"	"of"	"each"	"of"	"the"	"sample"	"child"	"was"	"see"	"in"	"the"	"home"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"affidavit"	"by"	"on"	"the"	"on_affidavit"	"affidavit_by"	"by_the"	"justice_on_affidavit"	"on_affidavit_by"	"affidavit_by_the"	"by_the_district_attorney"	"NN"	"IN"	"NN"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"three"	"week"	"later"	"following"	"his"	"recovery"	"armed"	"with"	"writ"	"issue"	"by"	"the"	"location"	"justice"	"on"	"affidavit"	"prepare"	"by"	"the"	"district_attorney"	"person"	"and"	"person"	"ride"	"to"	"arrest"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"they"	"for"	"learn"	"satisfying"	"learn_they"	"they_for"	"for_satisfying"	"correctly_learn_they"	"learn_they_for"	"they_for_satisfying"	"for_satisfying_and"	"RB"	"VB"	"PRP"	"VB"	"VB"	"JJ"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"these"	"be"	"beginning"	"correctly"	"learn"	"they"	"prepare"	"for"	"satisfying"	"and"	"exciting"	"stunt"	"that"	"can"	"be"	"perform"	"by"	"a"	"strong"	"flexible"	"body"	"we"	"are"	"not"	"talk"	"of"	"eccentric"	"extreme"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"were"	"in"	"study"	"pyrex"	"study_were"	"were_in"	"in_pyrex"	"reaction_study_were"	"study_were_in"	"were_in_pyrex"	"in_pyrex_capillary_tubing"	"NN"	"NN"	"VBD"	"VB"	"IN"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"sample"	"for"	"liquid"	"thermal"	"reaction"	"study"	"were"	"prepare"	"in"	"pyrex"	"capillary_tubing"	"mm"	"i.d."	"and"	"about"	"cm"	"long"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"were"	"and"	"filling"	"analyze"	"filling_were"	"were_and"	"and_analyze"	"manifold_filling_were"	"filling_were_and"	"were_and_analyze"	"and_analyze_."	"NN"	"NN"	"VBD"	"VB"	"CC"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"study"	"the"	"liquid"	"phase"	"thermal"	"reaction"	"some"	"from"	"different"	"manifold"	"filling"	"were"	"prepare"	"and"	"analyze"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"person"	"his"	"∅"	"sample"	"∅_person"	"person_his"	"his_sample"	"∅_∅_person"	"∅_person_his"	"person_his_sample"	"his_sample_of"	"ε"	"ε"	"NNP"	"VB"	"PRP$"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"prepare"	"his"	"sample"	"of"	"by"	"thermal"	"decomposition"	"of"	"aqueous"	"chromic_acid"	"at"	"c"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"already"	"a"	"was"	"nest"	"was_already"	"already_a"	"a_nest"	"doctor_was_already"	"was_already_a"	"already_a_nest"	"a_nest_in"	"NN"	"VBD"	"RB"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"person"	"enter"	"his"	"the"	"doctor"	"was"	"already"	"prepare"	"a"	"nest"	"in"	"the"	"straw"	"case"	"six"	"egg"	"ready"	"for"	"the"	"hen"	"attention"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"to"	"tea"	"person"	"and"	"person_to"	"to_tea"	"tea_and"	"ask_person_to"	"person_to_tea"	"to_tea_and"	"tea_and_sushi"	"VB"	"NNP"	"TO"	"VB"	"NN"	"CC"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"he"	"had"	"give"	"the"	"call"	"a_few"	"moment"	"he"	"go_into"	"the"	"kitchen"	"to"	"ask"	"person"	"to"	"prepare"	"tea"	"and"	"sushi"	"for"	"the"	"visitor"	"use"	"the"	"formal"	"english"	"china"	"and"	"the"	"silver"	"tea_service"	"which"	"had"	"been"	"donate"	"to"	"the"	"mission"	"then"	"he"	"go"	"outside"	"to"	"inspect"	"the"	"grounds"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"were"	"for"	"rhode_islander"	"the"	"rhode_islander_were"	"were_for"	"for_the"	"although_rhode_islander_were"	"rhode_islander_were_for"	"were_for_the"	"for_the_state"	"IN"	"NN"	"VBD"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"although"	"were"	"prepare"	"for"	"the"	"state"	"election"	"they"	"watch"	"person"	"trial"	"with"	"extreme"	"interest"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	")"	"from"	"1958"	"mouse"	"1958_)"	")_from"	"from_mouse"	",_1958_)"	"1958_)_from"	")_from_mouse"	"from_mouse_liver"	"ε"	"CD"	"ε"	"VB"	"IN"	"NN"	"NN"	"to"	"improve"	"specificity"	"of"	"staining"	"the"	"fluorescein"	"labeled"	"antiserum"	"use"	"in"	"both"	"direct"	"and"	"indirect"	"method"	"were"	"treat"	"in"	"one"	"of"	"several"	"way"	"they"	"were"	"pass_through"	"dowex-2-chloride"	"twice"	"and"	"treat"	"with"	"acetone"	"insoluble"	"powder"	"person"	"prepare"	"from"	"mouse"	"or"	"from"	"healthy"	"sweet_clover"	"stem"	"or"	"crown_gall"	"tissue"	"produce"	"by"	"agrobacterium_tumefaciens"	"person"	"person"	"location"	"on"	"sweet_clover"	"stem"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
