"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"
"4:02:01::"	"two"	"different"	"show"	"method"	"show_two"	"two_different"	"different_method"	"which_show_two"	"show_two_different"	"two_different_method"	"different_method_of"	"WDT"	"VB"	"JJ"	"RB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"summarize"	"the"	"purpose"	"of"	"the"	"skeletal"	"maturity"	"chart"	"each"	"two"	"kind"	"of"	"skeletal"	"maturity"	"norm"	"which"	"show"	"two"	"quite"	"different"	"method"	"of"	"depict"	"developmental"	"level"	"of"	"growth"	"center"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"necessitate"	"a"	"would"	"different"	"would_necessitate"	"necessitate_a"	"a_different"	"boy_would_necessitate"	"would_necessitate_a"	"necessitate_a_different"	"a_different_conclusion"	"NN"	"MD"	"VB"	"RB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"similar"	"analysis"	"of"	"figure"	"the"	"boy"	"would"	"necessitate"	"quite"	"a"	"different"	"conclusion"	"about"	"the"	"predictive"	"value"	"of"	"onset"	"age"	"in"	"forecast"	"their"	"attainment"	"of"	"the"	"pubescent"	"stage"	"0"	"0"	"0"	"0"	
"4:02:01::"	"be"	"right"	"person"	"about"	"person_be"	"be_right"	"right_about"	"∅_person_be"	"person_be_right"	"be_right_about"	"right_about_one"	"ε"	"NNP"	"VB"	"RB"	"JJ"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"be"	"quite"	"right"	"about"	"one"	"thing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"dramatically"	"realistic"	"and"	"."	"and_dramatically"	"dramatically_realistic"	"realistic_."	",_and_dramatically"	"and_dramatically_realistic"	"dramatically_realistic_."	"realistic_._∅"	"ε"	"CC"	"RB"	"RB"	"JJ"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"technically"	"it"	"be"	"fascinating"	"spellbinding"	"and"	"dramatically"	"quite"	"realistic"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"really"	"fun"	"'s"	"as_long_as"	"'s_really"	"really_fun"	"fun_as_long_as"	"it_'s_really"	"'s_really_fun"	"really_fun_as_long_as"	"fun_as_long_as_you"	"PRP"	"VBZ"	"RB"	"RB"	"JJ"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"quite"	"fun"	"as_long_as"	"you"	"like"	"game"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"establish"	"a"	"has"	"reputation"	"has_establish"	"establish_a"	"a_reputation"	"person_has_establish"	"has_establish_a"	"establish_a_reputation"	"a_reputation_for"	"NNP"	"VBZ"	"VB"	"RB"	"DT"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"establish"	"quite"	"a"	"reputation"	"for"	"himself"	"as"	"a"	"successful"	"stager"	"of"	"touring"	"production"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"come_to_grips"	"honestly"	"to"	"with"	"to_come_to_grips"	"come_to_grips_honestly"	"honestly_with"	"seem_to_come_to_grips"	"to_come_to_grips_honestly"	"come_to_grips_honestly_with"	"honestly_with_the"	"VB"	"TO"	"VB"	"RB"	"RB"	"IN"	"DT"	"not"	"just"	"to"	"prove"	"my"	"objectivity"	"i"	"hasten"	"to"	"report"	"that"	"it"	"a"	"highly"	"amusing"	"film"	"which"	"probably"	"do"	"a"	"fairly"	"accurate"	"job"	"of"	"report"	"on"	"the"	"easter"	"vacation"	"shenanigan"	"of"	"collegian"	"down"	"in"	"location"	"and"	"that"	"seem"	"to"	"come_to_grips"	"honestly"	"with"	"the"	"moral"	"problem"	"that"	"most"	"commonly"	"vex"	"youngster"	"in"	"this"	"age_group"	"that_is_to_say"	"sex"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"have"	"reach"	"never"	"expectation"	"never_have"	"have_reach"	"reach_expectation"	",_never_have"	"never_have_reach"	"have_reach_expectation"	"reach_expectation_."	"ε"	"RB"	"VBP"	"RB"	"VB"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"two"	"top"	"talent"	"of"	"the"	"time"	"person"	"and"	"person"	"have"	"hit"	"the"	"ball"	"hard"	"and"	"more"	"successfully"	"so_far"	"this"	"early"	"season"	"at"	"any"	"period"	"in"	"career"	"which"	"to"	"be"	"about"	"it"	"never"	"have"	"quite"	"reach"	"expectation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"be"	"cold"	"he"	"."	"he_be"	"be_cold"	"cold_."	"and_he_be"	"he_be_cold"	"be_cold_."	"cold_._∅"	"CC"	"PRP"	"VB"	"RB"	"JJ"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"tell"	"him"	"who"	"be"	"and"	"he"	"be"	"quite"	"cold"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"n't"	"understand"	"do"	"the"	"do_n't"	"n't_understand"	"understand_the"	"you_do_n't"	"do_n't_understand"	"n't_understand_the"	"understand_the_situation"	"PRP"	"VBP"	"RB"	"RB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"he"	"say"	"i"	"think"	"you"	"n't"	"quite"	"understand"	"the"	"situation"	"here"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"∅"	"often"	"∅"	","	"∅_∅"	"∅_often"	"often_,"	"∅_∅_∅"	"∅_∅_often"	"∅_often_,"	"often_,_honeybee"	"ε"	"ε"	"ε"	"RB"	"RB"	"ε"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"often"	"honeybee"	"form"	"a"	"majority"	"on"	"the"	"willow"	"catkin"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"n't"	"succeed"	"did"	"."	"did_n't"	"n't_succeed"	"succeed_."	"and_did_n't"	"did_n't_succeed"	"n't_succeed_."	"succeed_._∅"	"CC"	"VBD"	"RB"	"RB"	"VB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"was"	"mean"	"to"	"him"	"and"	"did"	"n't"	"quite"	"succeed"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"present"	"a"	"person"	"different"	"person_present"	"present_a"	"a_different"	"∅_person_present"	"person_present_a"	"present_a_different"	"a_different_problem"	"ε"	"NNP"	"VB"	"RB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"present"	"quite"	"a"	"different"	"problem"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"and"	"different"	"second"	"fruit"	"second_and"	"and_different"	"different_fruit"	"a_second_and"	"second_and_different"	"and_different_fruit"	"different_fruit_of"	"DT"	"JJ"	"CC"	"RB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"want"	"therefore"	"to"	"a"	"second"	"and"	"quite"	"different"	"fruit"	"of"	"science"	"the"	"connection"	"between"	"scientific"	"understanding"	"and"	"fear"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"stand_out"	"clearly"	"that"	"."	"that_stand_out"	"stand_out_clearly"	"clearly_."	"explanation_that_stand_out"	"that_stand_out_clearly"	"stand_out_clearly_."	"clearly_._∅"	"NN"	"IN"	"VB"	"RB"	"RB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"be"	"certainly"	"not"	"adequately"	"train"	"to"	"describe"	"or"	"enlarge"	"on"	"human"	"fear"	"there"	"be"	"certain"	"feature"	"of"	"the"	"fear"	"dispel"	"by"	"scientific"	"explanation"	"that"	"stand_out"	"quite"	"clearly"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"be"	"definite"	"society"	";"	"society_be"	"be_definite"	"definite_;"	"preliterate_society_be"	"society_be_definite"	"be_definite_;"	"definite_;_as"	"JJ"	"NN"	"VB"	"RB"	"JJ"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"place"	"of"	"religion"	"in"	"simple"	"preliterate"	"society"	"be"	"quite"	"definite"	"as"	"a"	"complex"	"it"	"fit"	"into"	"the"	"whole"	"social_organization"	"and"	"function"	"dominantly"	"in"	"every"	"part"	"of_it"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"is"	"commonly"	"part"	"see"	"part_is"	"is_commonly"	"commonly_see"	"uppermost_part_is"	"part_is_commonly"	"is_commonly_see"	"commonly_see_in"	"JJ"	"NN"	"VBZ"	"RB"	"RB"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"definition"	"of"	"the"	"thigh"	"the"	"uppermost"	"part"	"is"	"quite"	"commonly"	"see"	"in"	"most"	"championship"	"olympic"	"lifter"	"which"	"be"	"easily"	"understandable"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"weave"	"a_bit"	"and"	"at_first"	"and_weave"	"weave_a_bit"	"a_bit_at_first"	"wobble_and_weave"	"and_weave_a_bit"	"weave_a_bit_at_first"	"a_bit_at_first_."	"VB"	"CC"	"VB"	"RB"	"RB"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"oh"	"you"	"wobble"	"weave"	"quite"	"a_bit"	"at_first"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"not"	"the"	"be"	"innocent"	"be_not"	"not_the"	"the_innocent"	"them_be_not"	"be_not_the"	"not_the_innocent"	"the_innocent_party"	"PRP"	"VB"	"RB"	"RB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"the"	"thing"	"about"	"hurt"	"feelings"	"the"	"wet"	"bathing_suit"	"point_out"	"that"	"the"	"person"	"who"	"have"	"them"	"be"	"not"	"quite"	"the"	"innocent"	"party"	"he"	"believe"	"himself"	"to"	"be"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"get_in"	"late"	"have"	"last"	"have_get_in"	"get_in_late"	"late_last"	"must_have_get_in"	"have_get_in_late"	"get_in_late_last"	"late_last_night"	"MD"	"VB"	"VB"	"RB"	"RB"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"an"	"old-fashioned"	"mother"	"say"	"to"	"her"	"daughter"	"you"	"must"	"have"	"get_in"	"quite"	"late"	"last"	"night"	"dear"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
