"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"
"1:06:00::"	"the"	"every"	"into"	"morning"	"into_the"	"the_every"	"every_morning"	"come_into_the"	"into_the_every"	"the_every_morning"	"every_morning_,"	"VB"	"VB"	"DT"	"NN"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"while"	"they"	"be"	"person"	"come"	"into"	"the"	"office"	"every"	"morning"	"run"	"thing"	"as"	"she"	"had"	"always"	"run"	"them"	"for"	"person"	"go_through"	"the"	"week"	"in"	"a"	"dazed"	"stupor"	"get"	"thing"	"done"	"automatically"	"out"	"of"	"habit"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"your"	"''"	"at"	"."	"at_your"	"your_''"	"''_."	"over_at_your"	"at_your_''"	"your_''_."	"''_._∅"	"VB"	"IN"	"PRP$"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"talk"	"over"	"your"	"office"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	","	"in"	"open"	"in_the"	"the_,"	",_open"	"light_in_the"	"in_the_,"	"the_,_open"	",_open_the"	"NN"	"IN"	"DT"	"NN"	"ε"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"start"	"back"	"for"	"the"	"see"	"a"	"light"	"in"	"the"	"office"	"open"	"the"	"door"	"and"	"surprise"	"a"	"domestic"	"little"	"scene"	"which"	"be"	"far"	"outside"	"the"	"dark"	"realm"	"of"	"murder"	"or"	"attempted"	"murder"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	","	"in"	"the"	"in_the"	"the_,"	",_the"	"everything_in_the"	"in_the_,"	"the_,_the"	",_the_spreading"	"NN"	"IN"	"DT"	"NN"	"ε"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"everything"	"the"	"office"	"the"	"spreading"	"circle"	"of"	"lamplight"	"the"	"patch"	"of"	"leather"	"in"	"person"	"hand"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"and"	"from"	"from"	"from_the"	"the_and"	"and_from"	"run_from_the"	"from_the_and"	"the_and_from"	"and_from_the"	"VB"	"IN"	"DT"	"NN"	"CC"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"her"	"words"	"jumble"	"together"	"she"	"all_but"	"run"	"from"	"the"	"office"	"and"	"from"	"the"	"question"	"in"	"person"	"face"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"large"	"and"	"a"	"an"	"a_large"	"large_and"	"and_an"	"in_a_large"	"a_large_and"	"large_and_an"	"and_an_announcement"	"IN"	"DT"	"JJ"	"NN"	"CC"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"position"	"receptionist"	"open"	"in"	"a"	"large"	"office"	"and"	"an"	"announcement"	"was"	"made"	"to"	"the"	"girl"	"already"	"work"	"that"	"they"	"could"	"apply"	"for"	"this"	"job"	"which"	"have"	"high"	"prestige"	"and"	"slightly"	"high"	"salary"	"than"	"typing"	"and"	"clerking"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"a"	"in"	"relatively"	"in_the"	"the_a"	"a_relatively"	"be_in_the"	"in_the_a"	"the_a_relatively"	"a_relatively_short"	"VB"	"IN"	"DT"	"NN"	"DT"	"RB"	"JJ"	"his"	"surprise"	"he"	"find"	"that"	"one"	"girl"	"whom"	"he"	"would"	"never"	"have"	"consider"	"for"	"the"	"job"	"since"	"she"	"had"	"appear"	"somewhat"	"mousy"	"and"	"also"	"had"	"be"	"in"	"a"	"relatively"	"short"	"time"	"do"	"the"	"most"	"outstanding"	"job"	"of"	"play"	"the"	"role"	"of"	"receptionist"	"show"	"wit"	"sparkle"	"and"	"aplomb"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"'s"	"("	"person"	"to"	"person_'s"	"'s_("	"(_to"	"to_person_'s"	"person_'s_("	"'s_(_to"	"(_to_the"	"VB"	"NNP"	"POS"	"NN"	"ε"	"TO"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"safe"	"at"	"group"	"stand"	"next"	"to"	"the"	"gum"	"in"	"a"	"narrow"	"passageway"	"that"	"lead"	"to"	"person"	"office"	"to"	"the"	"left"	"the"	"lieutenant"	"office"	"far"	"along"	"and"	"to"	"the"	"left"	"and"	"the"	"janitor"	"supply_closet"	"straight"	"ahead"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"'s"	"("	"lieutenant"	"far"	"lieutenant_'s"	"'s_("	"(_far"	"the_lieutenant_'s"	"lieutenant_'s_("	"'s_(_far"	"(_far_along"	"DT"	"NN"	"POS"	"NN"	"ε"	"RB"	"RB"	"0"	"0"	"the"	"safe"	"at"	"group"	"stand"	"next"	"to"	"the"	"gum"	"machine"	"in"	"a"	"narrow"	"passageway"	"that"	"lead"	"to"	"person"	"office"	"to"	"the"	"left"	"the"	"lieutenant"	"office"	"along"	"and"	"to"	"the"	"left"	"and"	"the"	"janitor"	"supply_closet"	"straight"	"ahead"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"'s"	","	"lieutenant"	"lean"	"lieutenant_'s"	"'s_,"	",_lean"	"the_lieutenant_'s"	"lieutenant_'s_,"	"'s_,_lean"	",_lean_wearily"	"DT"	"NN"	"POS"	"NN"	"ε"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"walk"	"the"	"lieutenant"	"office"	"lean"	"wearily"	"against"	"the"	"gun"	"rack"	"that"	"house"	"four"	"rifle"	"and"	"a"	"gas_gun"	"nobody"	"remember"	"having"	"use"	"and"	"a"	"submachine_gun"	"that"	"was"	"occasionally"	"try_out"	"on"	"the"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"'s"	"."	"captain"	"∅"	"captain_'s"	"'s_."	"._∅"	"the_captain_'s"	"captain_'s_."	"'s_._∅"	"._∅_∅"	"DT"	"NN"	"POS"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"clerk"	"wag"	"his"	"toward"	"the"	"captain"	"office"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"my"	"twenty"	"to"	"minute"	"to_my"	"my_twenty"	"twenty_minute"	"report_to_my"	"to_my_twenty"	"my_twenty_minute"	"twenty_minute_ago"	"VB"	"TO"	"PRP$"	"NN"	"JJ"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"say"	"you"	"were"	"expect"	"report"	"to"	"my"	"office"	"twenty"	"minute"	"ago"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"business"	","	"the"	"he"	"the_business"	"business_,"	",_he"	"from_the_business"	"the_business_,"	"business_,_he"	",_he_nod"	"IN"	"DT"	"NN"	"NN"	"ε"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"now"	"as"	"he"	"pass"	"the"	"open"	"counter"	"divide"	"the"	"assembly"	"room"	"from"	"the"	"business"	"office"	"he"	"nod"	"and"	"say"	"good_night"	"to"	"the"	"station_keeper"	"and"	"his"	"clerk"	"not"	"stop"	"to"	"hear"	"the"	"day_watch"	"playback"	"of"	"his"	"chewing_out"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"'s"	"and"	"person"	"ask"	"person_'s"	"'s_and"	"and_ask"	"ring_person_'s"	"person_'s_and"	"'s_and_ask"	"and_ask_for"	"VB"	"NNP"	"POS"	"NN"	"CC"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"sudden"	"energy"	"she"	"go"	"to"	"phone"	"and"	"ring"	"person"	"office"	"and"	"ask"	"for"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"his"	","	"in"	"person"	"in_his"	"his_,"	",_person"	"∅_in_his"	"in_his_,"	"his_,_person"	",_person_replace"	"ε"	"IN"	"PRP$"	"NN"	"ε"	"NNP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"his"	"office"	"person"	"replace"	"the"	"phone"	"slowly"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:01::"	"exalted"	"in"	"more"	"the"	"more_exalted"	"exalted_in"	"in_the"	"a_more_exalted"	"more_exalted_in"	"exalted_in_the"	"in_the_hierarchy"	"DT"	"RB"	"JJ"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"even"	"person"	"himself"	"be"	"prey"	"to"	"this"	"spirit"	"of"	"and"	"he"	"know"	"it"	"not"	"for"	"a"	"more"	"exalted"	"office"	"in"	"the"	"hierarchy"	"of"	"the"	"church"	"his"	"ambition"	"for"	"the"	"bishopry"	"had"	"die"	"very"	"early"	"in"	"his"	"career"	"but"	"for"	"the"	"one"	"clear"	"victory"	"he"	"had"	"talk_about"	"to"	"the"	"colonel"	
"1:14:01::"	"the"	"while"	"of"	"the"	"of_the"	"the_while"	"while_the"	"take_charge_of_the"	"of_the_while"	"the_while_the"	"while_the_party"	"VB"	"IN"	"DT"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"find"	"person"	"in"	"the"	"parlor"	"and"	"ask"	"her"	"to"	"make"	"sure"	"everything"	"in_order"	"in"	"the"	"residential"	"hall"	"to"	"take_charge"	"of"	"the"	"office"	"while"	"the"	"party"	"be"	"here"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"of"	"in"	"the"	"in_the"	"the_of"	"of_the"	"quiet_in_the"	"in_the_of"	"the_of_the"	"of_the_group"	"JJ"	"IN"	"DT"	"NN"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"be"	"in"	"the"	"office"	"of"	"the"	"group"	"and"	"the"	"local"	"person"	"yesterday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:01::"	"regional"	"be"	"sba"	"available"	"sba_regional"	"regional_be"	"be_available"	"in_sba_regional"	"sba_regional_be"	"regional_be_available"	"be_available_to"	"IN"	"NNP"	"JJ"	"NN"	"VB"	"JJ"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"production"	"specialist"	"sba"	"regional"	"office"	"be"	"available"	"to"	"help"	"individual"	"small"	"business_concern"	"with"	"technical"	"production"	"problem"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:01::"	"regional"	"to"	"sba"	"help"	"sba_regional"	"regional_to"	"to_help"	"in_sba_regional"	"sba_regional_to"	"regional_to_help"	"to_help_individual"	"IN"	"NNP"	"JJ"	"NN"	"TO"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"production"	"specialist"	"in"	"sba"	"regional"	"office"	"to"	"help"	"individual"	"small"	"business_concern"	"with"	"technical"	"production"	"problem"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:01::"	"sba_regional"	"in"	"contact"	"atlanta"	"contact_sba_regional"	"sba_regional_in"	"in_atlanta"	",_contact_sba_regional"	"contact_sba_regional_in"	"sba_regional_in_atlanta"	"in_atlanta_,"	"ε"	"VB"	"NNP"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"further"	"contact"	"sba_regional"	"office"	"in"	"atlanta"	"georgia"	"boston"	"massachuset"	"chicago"	"illinois"	"cleveland"	"ohio"	"dallas"	"texas"	"denver"	"colorado"	"detroit"	"michigan"	"kansas_city"	"missouri"	"los_angeles"	"california"	"minneapolis"	"minnesota"	"new_york"	"new_york"	"philadelphia"	"pennsylvania"	"richmond"	"virginia"	"san_francisco"	"california"	"and"	"seattle"	"washington"	"0"	"0"	"0"	"0"	"0"	
"1:14:01::"	"regional"	"."	"its"	"∅"	"its_regional"	"regional_."	"._∅"	"and_its_regional"	"its_regional_."	"regional_._∅"	"._∅_∅"	"CC"	"PRP$"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"small_business_administration_,_what_it_is_,_what_it_does"	"sba"	"business_loans_and_small_business_pooling"	"be"	"available"	"on_request"	"from"	"group"	"washington"	"and"	"its"	"regional"	"office"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
