"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"
"1:10:04::"	"a"	"extend"	","	"the"	",_a"	"a_extend"	"extend_the"	"senate_,_a"	",_a_extend"	"a_extend_the"	"extend_the_group"	"NN"	"ε"	"DT"	"NN"	"VB"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"pass"	"finally"	"and"	"to"	"the"	"senate"	"a"	"bill"	"extend"	"the"	"group"	"authority"	"to"	"give"	"planning"	"assistance"	"to"	"city"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:04::"	"group"	"approve"	"of"	"by"	"of_group"	"group_approve"	"approve_by"	"fare_of_group"	"of_group_approve"	"group_approve_by"	"approve_by_committee"	"NN"	"IN"	"NNP"	"NN"	"VB"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"quickly"	"whip_through"	"meager"	"fare"	"of"	"group"	"bill"	"approve"	"by"	"committee"	"pass"	"the"	"three"	"on"	"the"	"calendar"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:04::"	"a"	"by"	"pass"	"person"	"pass_a"	"a_by"	"by_person"	"senator_pass_a"	"pass_a_by"	"a_by_person"	"by_person_of"	"NN"	"VB"	"DT"	"NN"	"IN"	"NNP"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"without"	"dissent"	"pass"	"a"	"bill"	"by"	"person"	"of"	"location"	"authorize"	"establishment"	"in"	"the"	"future"	"of"	"a"	"school"	"for"	"the"	"mentally_retarded"	"in"	"the"	"location"	"district"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:04::"	"revision"	"were"	"tax"	"pass"	"tax_revision"	"revision_were"	"were_pass"	"two_tax_revision"	"tax_revision_were"	"revision_were_pass"	"were_pass_."	"JJ"	"NN"	"NN"	"NN"	"VBD"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"two"	"revision"	"bill"	"were"	"pass"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:04::"	"the"	","	"∅"	"by"	"∅_the"	"the_,"	",_by"	"∅_∅_the"	"∅_the_,"	"the_,_by"	",_by_person"	"ε"	"ε"	"DT"	"NN"	"ε"	"IN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"bill"	"by"	"person"	"of"	"location"	"would"	"relieve"	"real_estate_broker"	"who"	"pay"	"their"	"own"	"annual"	"licensing_fee"	"from"	"the"	"annual"	"occupation_license"	"on"	"broker"	"in"	"such_as"	"stock"	"and"	"bond"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:04::"	"a"	"by"	"under"	"person"	"under_a"	"a_by"	"by_person"	",_under_a"	"under_a_by"	"a_by_person"	"by_person_/3"	"ε"	"IN"	"DT"	"NN"	"IN"	"NNP"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"natural_gas"	"public_utility"	"company"	"would"	"be"	"give"	"right"	"of"	"eminent_domain"	"under"	"a"	"bill"	"by"	"person"	"of"	"location"	"to"	"acquire"	"site"	"for"	"underground"	"storage"	"reservoir"	"for"	"gas"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:04::"	"a"	"which"	"group"	"would"	"group_a"	"a_which"	"which_would"	"the_group_a"	"group_a_which"	"a_which_would"	"which_would_order"	"DT"	"NNP"	"DT"	"NN"	"WDT"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"an"	"adverse"	"vote"	"of"	"to"	"in"	"the"	"group"	"a"	"bill"	"which"	"would"	"order"	"the"	"referendum"	"on"	"the"	"april"	"ballot"	"when"	"texas"	"vote"	"on"	"a"	"u.s."	"senator"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:04::"	"the"	"."	"kill"	"∅"	"kill_the"	"the_."	"._∅"	"can_kill_the"	"kill_the_."	"the_._∅"	"._∅_∅"	"MD"	"VB"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"of"	"location"	"sponsor"	"of"	"the"	"poll"	"idea"	"say"	"that"	"further"	"delay"	"in"	"committee"	"can"	"kill"	"the"	"bill"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:04::"	"water_development"	"pass"	"a"	"by"	"a_water_development"	"water_development_pass"	"pass_by"	"that_a_water_development"	"a_water_development_pass"	"water_development_pass_by"	"pass_by_the"	"IN"	"DT"	"NN"	"NN"	"VB"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"of"	"location"	"that"	"a"	"water_development"	"bill"	"pass"	"by"	"the"	"texas"	"house_of_representatives"	"be"	"an"	"effort"	"by"	"big"	"city"	"like"	"dallas"	"and"	"fort_worth"	"to"	"cover_up"	"place"	"like"	"location"	"a"	"location"	"hamlet"	"of"	"people"	"0"	"0"	"0"	"0"	
"1:10:04::"	"the"	"pass"	","	","	",_the"	"the_pass"	"pass_,"	"end_,_the"	",_the_pass"	"the_pass_,"	"pass_,_114"	"VB"	"ε"	"DT"	"NN"	"VB"	"ε"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"the"	"end"	"the"	"bill"	"pass"	"to"	"send"	"it"	"to"	"the"	"senate"	"where"	"a"	"similar"	"proposal"	"is"	"being"	"sponsor"	"by"	"person"	"of"	"dallas"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:04::"	"pending"	","	"the"	"did"	"the_pending"	"pending_,"	",_did"	"by_the_pending"	"the_pending_,"	"pending_,_did"	",_did_not"	"IN"	"DT"	"JJ"	"NN"	"ε"	"VBD"	"RB"	"legislator"	"that"	"dallas"	"is"	"pay"	"for"	"all"	"its"	"water_program"	"by"	"local"	"bond"	"and"	"that"	"less"	"populous"	"place"	"would"	"benefit"	"most"	"by"	"the"	"pending"	"did"	"not"	"sway"	"person"	"attack"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:04::"	"the"	"'s"	"∅"	"defender"	"∅_the"	"the_'s"	"'s_defender"	"∅_∅_the"	"∅_the_'s"	"the_'s_defender"	"'s_defender_be"	"ε"	"ε"	"DT"	"NN"	"POS"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"bill"	"defender"	"be"	"mostly"	"small_town"	"legislator"	"like"	"person"	"of"	"location"	"person"	"of"	"location"	"person"	"of"	"location"	"and"	"person"	"of"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:04::"	"'s"	"''"	"boy"	","	"boy_'s"	"'s_''"	"''_,"	"poor_boy_'s"	"boy_'s_''"	"'s_''_,"	"''_,_say"	"JJ"	"NN"	"POS"	"NN"	"ε"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"a"	"boy"	"bill"	"say"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"the"	"at"	"on"	"the"	"on_the"	"the_at"	"at_the"	"also_on_the"	"on_the_at"	"the_at_the"	"at_the_location"	"RB"	"IN"	"DT"	"NN"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"also"	"the"	"bill"	"at"	"the"	"location"	"be"	"a"	"nice"	"ten"	"minute"	"color"	"film"	"called"	"sunday_in_greenwich_village"	"a"	"tour"	"of"	"the"	"haunt"	"and"	"joint"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"the"	"and"	"pay"	"they"	"pay_the"	"the_and"	"and_they"	"doctor_pay_the"	"pay_the_and"	"the_and_they"	"and_they_repair_to"	"NN"	"VB"	"DT"	"NN"	"CC"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"pay"	"the"	"bill"	"and"	"they"	"repair_to"	"the"	"hotel"	"room"	"number"	"nine"	"to"	"initiate"	"person"	"further"	"into"	"these"	"undertaking"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
