"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"
"4:02:00::"	","	","	"person"	"was"	"person_,"	",_,"	",_was"	"∅_person_,"	"person_,_,"	",_,_was"	",_was_at"	"ε"	"NNP"	"ε"	"RB"	"ε"	"VBD"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"however"	"was"	"at"	"that"	"time"	"engaged"	"in"	"a"	"lengthy"	"correspondence"	"with"	"person"	"old"	"and"	"more"	"serious"	"brother"	"person"	"who"	"be"	"just_about"	"her"	"own"	"age"	"and"	"whom"	"she"	"had"	"got"	"to"	"know"	"well"	"during"	"trip"	"to"	"philadelphia"	"with"	"papa"	"when"	"he"	"substitute"	"for"	"person"	"at"	"group"	"there"	"during"	"its"	"rabbi"	"absence"	"in"	"europe"	
"4:02:02::"	","	"efficient"	"system"	","	"system_,"	",_efficient"	"efficient_,"	"warning_system_,"	"system_,_efficient"	",_efficient_,"	"efficient_,_be"	"NN"	"NN"	"ε"	"RB"	"JJ"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"it"	"be"	"plain"	"a"	"warning"	"system"	"however"	"efficient"	"be"	"not"	"enough"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:04::"	","	","	"return"	"her"	"return_,"	",_,"	",_her"	"'s_return_,"	"return_,_,"	",_,_her"	",_her_strength"	"POS"	"NN"	"ε"	"RB"	"ε"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"the"	"morning"	"person"	"return"	"however"	"her"	"strength"	"leave"	"her"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	","	"that"	"be"	"that_,"	",_,"	",_be"	"above_that_,"	"that_,_,"	",_,_be"	",_be_his"	"IN"	"RB"	"ε"	"RB"	"ε"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"over"	"and"	"that"	"however"	"be"	"his"	"growing"	"suspicion"	"of"	"person"	"part"	"in"	"recent"	"event"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"∅"	","	"∅"	"even"	"∅_∅"	"∅_,"	",_even"	"∅_∅_∅"	"∅_∅_,"	"∅_,_even"	",_even_if"	"ε"	"ε"	"ε"	"RB"	"ε"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"even"	"if"	"the"	"latent"	"demand"	"for"	"demythologization"	"be"	"not"	"nearly"	"as"	"widespread"	"as"	"we"	"are"	"claim"	"at_least"	"among"	"the"	"cultured"	"element"	"of"	"the"	"population"	"there"	"tend"	"to"	"be"	"an"	"almost"	"complete"	"indifference"	"to"	"the"	"church"	"and"	"its"	"traditional"	"message"	"of"	"sin"	"and"	"grace"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	","	"derive"	"from"	"derive_,"	",_,"	",_from"	"which_derive_,"	"derive_,_,"	",_,_from"	",_from_the"	"WDT"	"VB"	"ε"	"RB"	"ε"	"IN"	"DT"	"0"	"0"	"0"	"0"	"there"	"be"	"an"	"ancient"	"and"	"venerable"	"tradition"	"in"	"the"	"church"	"derive"	"however"	"from"	"the"	"heritage"	"of"	"the"	"greek"	"rather"	"than"	"from"	"the"	"bible"	"that"	"god"	"be"	"completely"	"independent"	"of"	"his"	"creation"	"and"	"so"	"have"	"no"	"need"	"of"	"man"	"for"	"accomplish"	"his"	"work"	"in"	"the"	"world"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	","	"surprise"	"their"	"surprise_,"	",_,"	",_their"	"'s_surprise_,"	"surprise_,_,"	",_,_their"	",_their_host"	"POS"	"NN"	"ε"	"RB"	"ε"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"voltaire"	"however"	"their"	"host"	"give"	"them"	"fresh"	"clothes"	"to"	"put_on"	"open"	"his"	"purse"	"to"	"lend"	"them"	"money"	"and"	"sit_down"	"them"	"down"	"before"	"a"	"good"	"dinner"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	","	"dinner"	"rousseau"	"dinner_,"	",_,"	",_rousseau"	"after_dinner_,"	"dinner_,_,"	",_,_rousseau"	",_rousseau_ask"	"IN"	"NN"	"ε"	"RB"	"ε"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"immediately"	"dinner"	"however"	"rousseau"	"ask"	"for"	"still"	"another"	"favor"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"∅"	"well-chosen"	"∅"	"and"	"∅_∅"	"∅_well-chosen"	"well-chosen_and"	"∅_∅_∅"	"∅_∅_well-chosen"	"∅_well-chosen_and"	"well-chosen_and_cleverly"	"ε"	"ε"	"ε"	"RB"	"JJ"	"CC"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"well-chosen"	"and"	"cleverly"	"arrange"	"such"	"memorabilia"	"unfortunately"	"amount"	"to"	"more"	"of"	"an"	"interruption"	"than"	"an"	"auxiliary"	"to"	"the"	"evening"	"main"	"business"	"which"	"consider"	"the"	"talent"	"at_hand"	"should"	"probably"	"have"	"be"	"the"	"gathering"	"of"	"fresh"	"sample"	"of"	"the"	"chicago"	"style"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	","	"settle"	"in"	"settle_,"	",_,"	",_in"	"to_settle_,"	"settle_,_,"	",_,_in"	",_in_anything"	"TO"	"VB"	"ε"	"RB"	"ε"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"they"	"are"	"to"	"settle"	"however"	"in"	"anything"	"that"	"offer"	"pheasant"	"to"	"shoot"	"at"	"and"	"peasant"	"to"	"work_at"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	","	"procedure"	"could"	"procedure_,"	",_,"	",_could"	"the_procedure_,"	"procedure_,_,"	",_,_could"	",_could_be"	"DT"	"NN"	"ε"	"RB"	"ε"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"one"	"would"	"the"	"procedure"	"however"	"could"	"be"	"repeat"	"with"	"the"	"same"	"object"	"or"	"with"	"the"	"same"	"type"	"of"	"object"	"often"	"enough"	"so"	"that"	"the"	"corresponding"	"visual"	"blot"	"and"	"the"	"mere"	"beginning"	"of"	"the"	"tracing"	"movement"	"would"	"provide"	"clue"	"as_to"	"the"	"actual"	"shape"	"which"	"the"	"patient"	"then"	"immediately"	"could"	"determine"	"by"	"a"	"kind"	"of"	"inference"	
"4:02:00::"	","	","	"device"	"soon"	"device_,"	",_,"	",_soon"	"such_device_,"	"device_,_,"	",_,_soon"	",_soon_have"	"JJ"	"NN"	"ε"	"RB"	"ε"	"RB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"accumulation"	"such"	"device"	"however"	"soon"	"have"	"the"	"effect"	"of"	"telescope"	"even"	"while"	"surface"	"and"	"depth"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	","	"here"	"with"	"here_,"	",_,"	",_with"	"concern_here_,"	"here_,_,"	",_,_with"	",_with_the"	"VB"	"RB"	"ε"	"RB"	"ε"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"am"	"here"	"however"	"with"	"the"	"northern"	"liberal"	"attitude"	"toward"	"the"	"south"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	","	"person"	"be"	"person_,"	",_,"	",_be"	"∅_person_,"	"person_,_,"	",_,_be"	",_be_a"	"ε"	"NNP"	"ε"	"RB"	"ε"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"however"	"be"	"a"	"strong"	"advocate"	"of"	"a"	"balanced"	"attack"	"split"	"between"	"running"	"and"	"passing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	","	"duffer"	"this"	"duffer_,"	",_,"	",_this"	"of_duffer_,"	"duffer_,_,"	",_,_this"	",_this_be"	"IN"	"NN"	"ε"	"RB"	"ε"	"DT"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"from"	"the"	"standpoint"	"of"	"army"	"of"	"duffer"	"however"	"this"	"be"	"easily"	"the"	"most"	"heartening"	"exhibition"	"they"	"had"	"have"	"since"	"person"	"fall"	"upon"	"evil"	"way"	"during"	"his"	"heyday"	"and"	"score"	"an"	"in"	"the"	"texas_open"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	","	"ago"	"person"	"ago_,"	",_,"	",_person"	"week_ago_,"	"ago_,_,"	",_,_person"	",_person_be"	"NN"	"RB"	"ε"	"RB"	"ε"	"NNP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"until"	"a_few"	"ago"	"however"	"person"	"be"	"some"	"godlike"	"creature"	"who"	"have"	"nothing"	"in_common"	"with"	"the"	"duffer"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"∅"	","	"∅"	"the"	"∅_∅"	"∅_,"	",_the"	"∅_∅_∅"	"∅_∅_,"	"∅_,_the"	",_the_jury"	"ε"	"ε"	"ε"	"RB"	"ε"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"jury"	"say"	"it"	"believe"	"these"	"two"	"office"	"should"	"be"	"combined"	"to"	"achieve"	"great"	"efficiency"	"and"	"reduce"	"the"	"cost"	"of"	"administration"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	","	"the_constitution"	"that"	"the_constitution_,"	",_,"	",_that"	"tell_the_constitution_,"	"the_constitution_,_,"	",_,_that"	",_that_person"	"VB"	"NNP"	"ε"	"RB"	"ε"	"IN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"tell"	"the_constitution"	"however"	"that"	"person"	"has"	"not"	"been"	"consult"	"yet"	"about"	"the"	"plan"	"to"	"issue"	"the"	"new"	"rural"	"road"	"bond"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	"."	"quiet"	"∅"	"quiet_,"	",_."	"._∅"	"so_quiet_,"	"quiet_,_."	",_._∅"	"._∅_∅"	"RB"	"JJ"	"ε"	"RB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"campaign"	"lead_up"	"to"	"the"	"be"	"not"	"so"	"quiet"	"however"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	","	"bizarre"	"dream"	"their"	"dream_,"	",_bizarre"	"bizarre_their"	"of_dream_,"	"dream_,_bizarre"	",_bizarre_their"	"bizarre_their_combination"	"IN"	"NN"	"ε"	"RB"	"JJ"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"the"	"photographically"	"continuity"	"of"	"dream"	"however"	"bizarre"	"their"	"combination"	"deny"	"that"	"it"	"be"	"purely"	"a"	"composition"	"of"	"the"	"brain"	"it"	"must"	"be"	"compound"	"from"	"view"	"of"	"diverse"	"reality"	"although"	"some"	"of"	"them"	"may"	"never"	"be"	"encounter"	"in"	"what"	"we"	"are"	"please"	"to"	"call"	"the"	"real_life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:04::"	","	","	"case"	"would"	"case_,"	",_,"	",_would"	"this_case_,"	"case_,_,"	",_,_would"	",_would_have_to"	"RB"	"NN"	"ε"	"RB"	"ε"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"participation"	"for"	"the"	"in"	"this"	"case"	"however"	"would"	"have_to"	"be"	"raise"	"to"	"full"	"and"	"complete"	"membership"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	","	"not"	"be"	"not_,"	",_,"	",_be"	"has_not_,"	"not_,_,"	",_,_be"	",_be_an"	"VBZ"	"RB"	"ε"	"RB"	"ε"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"this"	"not"	"however"	"be"	"an"	"unmixed"	"blessing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	","	"unfold"	"the"	"unfold_,"	",_,"	",_the"	"play_unfold_,"	"unfold_,_,"	",_,_the"	",_the_audience"	"NN"	"VB"	"ε"	"RB"	"ε"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"the"	"unfold"	"however"	"the"	"audience"	"is"	"subtly"	"bring"	"into"	"the"	"grip"	"of"	"an"	"awful"	"evil"	"which"	"grow"	"with"	"ominously"	"gather"	"power"	"and"	"soon"	"engulf"	"the"	"community"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
