"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"
"2:32:02::"	"president"	"thursday"	"the"	"the"	"the_president"	"president_thursday"	"thursday_the"	"simultaneously_the_president"	"the_president_thursday"	"president_thursday_the"	"thursday_the_appointment"	"RB"	"DT"	"NNP"	"VB"	"NNP"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"simultaneously"	"president"	"announce"	"thursday"	"the"	"appointment"	"of"	"david_l._hackett"	"a"	"special"	"assistant"	"the"	"attorney_general"	"as"	"executive_director"	"of"	"the"	"new"	"committee"	"on"	"juvenile_delinquency"	"and"	"youth"	"crime"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"has"	"that"	","	"the"	",_has"	"has_that"	"that_the"	"club_,_has"	",_has_that"	"has_that_the"	"that_the_garden"	"NN"	"ε"	"VBZ"	"VB"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"gene_marshall"	"genial"	"manager"	"of"	"club"	"has"	"announce"	"that"	"the"	"garden"	"of"	"the"	"gods"	"will"	"open"	"to"	"members"	"thursday"	"june"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"mrs._jerry_chase"	"the"	"and"	"birth"	"and_mrs._jerry_chase"	"mrs._jerry_chase_the"	"the_birth"	"mr._and_mrs._jerry_chase"	"and_mrs._jerry_chase_the"	"mrs._jerry_chase_the_birth"	"the_birth_of"	"NNP"	"CC"	"NNP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mr."	"mrs._jerry_chase"	"announce"	"the"	"birth"	"of"	"a"	"daughter"	"sheila"	"on"	"wednesday"	"in"	"mercy_hospital"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"been"	"by"	"has"	"mrs._d._w._moore"	"has_been"	"been_by"	"by_mrs._d._w._moore"	"show_has_been"	"has_been_by"	"been_by_mrs._d._w._moore"	"by_mrs._d._w._moore_,"	"NN"	"VBZ"	"VBN"	"VB"	"IN"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"committee"	"for"	"the"	"central_city"	"fashion"	"show"	"has"	"been"	"announce"	"by"	"mrs._d._w._moore"	"chairman"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	","	"the"	"d._c."	"birth"	"d._c._,"	",_the"	"the_birth"	",_d._c._,"	"d._c._,_the"	",_the_birth"	"the_birth_of"	"ε"	"NNP"	"ε"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mr."	"and"	"mrs._andrew_s._kelsey"	"washington"	"d._c."	"announce"	"the"	"birth"	"of"	"a"	"daughter"	"kira_ann_kelsey"	"on"	"monday"	"in"	"washington"	"d._c."	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	","	"by"	"news"	"jerome_toobin"	"news_,"	",_by"	"by_jerome_toobin"	"this_news_,"	"news_,_by"	",_by_jerome_toobin"	"by_jerome_toobin_,"	"DT"	"NN"	"ε"	"VB"	"IN"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"announce"	"by"	"jerome_toobin"	"the"	"orchestra"	"administrative"	"director"	"bring"	"applause"	"from"	"the"	"persons"	"who"	"fill"	"the"	"hall"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"has"	"plans"	"he"	"to"	"he_has"	"has_plans"	"plans_to"	"but_he_has"	"he_has_plans"	"has_plans_to"	"plans_to_retire"	"CC"	"PRP"	"VBZ"	"VB"	"NNS"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"congressman_walter"	"has"	"be"	"all-powerful"	"in"	"matters"	"but"	"he"	"has"	"announce"	"plans"	"to"	"retire"	"in"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"of"	"the"	"way"	"gift"	"way_of"	"of_the"	"the_gift"	"by_way_of"	"way_of_the"	"of_the_gift"	"the_gift_of"	"IN"	"NN"	"IN"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"stage"	"way"	"of"	"announce"	"the"	"gift"	"of"	"a"	"large"	"and"	"intimate"	"sloan"	"collection"	"by"	"the"	"artist"	"widow"	"helen_farr_sloan"	"to"	"the"	"wilmington_society"	"of"	"the"	"fine_arts"	"the"	"exhibition"	"present"	"a"	"survey"	"of"	"sloan"	"work"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"ohio_railroad"	"yesterday"	"and"	"it"	"and_ohio_railroad"	"ohio_railroad_yesterday"	"yesterday_it"	"baltimore_and_ohio_railroad"	"and_ohio_railroad_yesterday"	"ohio_railroad_yesterday_it"	"yesterday_it_would"	"NNP"	"CC"	"NNP"	"VB"	"NN"	"PRP"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"and"	"ohio_railroad"	"announce"	"yesterday"	"it"	"would"	"reduce"	"the"	"total"	"amount"	"of"	"its"	"payroll"	"by"	"per_cent"	"through"	"salary"	"cuts"	"and"	"lay-offs"	"effective"	"at"	"a._m."	"next"	"saturday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"governor_tawes"	"that"	"∅"	"a"	"∅_governor_tawes"	"governor_tawes_that"	"that_a"	"∅_∅_governor_tawes"	"∅_governor_tawes_that"	"governor_tawes_that_a"	"that_a_triple"	"ε"	"ε"	"NNP"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"announce"	"that"	"a"	"triple"	"swearing-in"	"ceremony"	"will"	"be"	"hold"	"in"	"his"	"office"	"next"	"friday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"board_of_trustees"	"friday"	"'s"	"that"	"'s_board_of_trustees"	"board_of_trustees_friday"	"friday_that"	"emory_university_'s_board_of_trustees"	"'s_board_of_trustees_friday"	"board_of_trustees_friday_that"	"friday_that_it"	"NNP"	"POS"	"NN"	"VB"	"NNP"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"emory_university"	"announce"	"friday"	"that"	"it"	"be"	"prepare"	"to"	"accept"	"students"	"of"	"any"	"race"	"as"	"soon"	"as"	"the"	"state"	"tax"	"laws"	"make"	"such"	"a"	"step"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"was"	"."	"it"	"∅"	"it_was"	"was_."	"._∅"	",_it_was"	"it_was_."	"was_._∅"	"._∅_∅"	"ε"	"PRP"	"VBD"	"VB"	"ε"	"ε"	"ε"	"and"	"musical"	"director"	"of"	"the"	"san_francisco"	"symphony"	"will"	"fulfill"	"two"	"more"	"guest"	"conducting"	"engagements"	"in"	"europe"	"before"	"return"	"home"	"to"	"open"	"the"	"symphony"	"golden_anniversary"	"season"	"it"	"was"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"in"	"jorda"	"∅"	"'s"	"∅_in"	"in_jorda"	"jorda_'s"	"∅_∅_in"	"∅_in_jorda"	"in_jorda_'s"	"jorda_'s_return"	"ε"	"ε"	"IN"	"VB"	"NNP"	"POS"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"announce"	"jorda"	"return"	"the"	"orchestra"	"also"	"announce"	"that"	"the"	"sale"	"of"	"single"	"tickets"	"for"	"the"	"th"	"anniversary"	"season"	"will"	"start"	"at"	"the"	"sherman_clay"	"box_office"	"on"	"wednesday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"also"	"that"	"orchestra"	"the"	"orchestra_also"	"also_that"	"that_the"	"the_orchestra_also"	"orchestra_also_that"	"also_that_the"	"that_the_sale"	"DT"	"NN"	"RB"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"announce"	"jorda"	"return"	"orchestra"	"also"	"announce"	"that"	"the"	"sale"	"of"	"single"	"tickets"	"for"	"the"	"th"	"anniversary"	"season"	"will"	"start"	"at"	"the"	"sherman_clay"	"box_office"	"on"	"wednesday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"first"	"."	"was"	"∅"	"was_first"	"first_."	"._∅"	"meeting_was_first"	"was_first_."	"first_._∅"	"._∅_∅"	"NN"	"VBD"	"JJ"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"twenty-second"	"soviet"	"communist_party"	"congress"	"open"	"in"	"moscow"	"today"	"in"	"a"	"situation"	"contrast"	"sharply"	"with"	"the"	"script"	"prepare"	"many"	"ago"	"when"	"this"	"meeting"	"was"	"first"	"announce"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"was"	"saturday"	"publishing_company"	"by"	"publishing_company_was"	"was_saturday"	"saturday_by"	"times-picayune_publishing_company_was"	"publishing_company_was_saturday"	"was_saturday_by"	"saturday_by_john_f._tims"	"NNP"	"NN"	"VBD"	"VB"	"NNP"	"IN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"appointment"	"of"	"william_s._pfaff_jr."	"as"	"promotion"	"manager"	"the"	"times-picayune"	"publishing_company"	"was"	"announce"	"saturday"	"by"	"john_f._tims"	"president"	"of"	"the"	"company"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:07::"	"sandman"	"the"	"∅"	"appointment"	"∅_sandman"	"sandman_the"	"the_appointment"	"∅_∅_sandman"	"∅_sandman_the"	"sandman_the_appointment"	"the_appointment_of"	"ε"	"ε"	"NNP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"announce"	"the"	"appointment"	"of"	"mrs._harriet_copeland_greenfield"	"of"	"woodland_ave."	"westfield"	"as"	"state"	"chairman"	"of"	"the"	"republican_women"	"for"	"jones_committee"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"by"	"plans"	"that"	"last"	"that_by"	"by_plans"	"plans_last"	"follow_that_by"	"that_by_plans"	"by_plans_last"	"plans_last_night"	"VB"	"IN"	"IN"	"VB"	"NNS"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"john_c._houghton"	"president"	"of"	"the"	"follow"	"that"	"by"	"announce"	"plans"	"last"	"night"	"for"	"a"	"door-to-door"	"fund"	"drive"	"throughout"	"their"	"subdivision"	"on"	"behalf"	"of"	"the"	"kowalski"	"family"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"officers"	"today"	"student_council"	"the"	"student_council_officers"	"officers_today"	"today_the"	"∅_student_council_officers"	"student_council_officers_today"	"officers_today_the"	"today_the_kowalski"	"ε"	"NNP"	"NNS"	"VB"	"NN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"officers"	"announce"	"today"	"the"	"kowalski"	"family"	"would"	"be"	"give"	"the"	"combined"	"proceeds"	"from"	"a"	"school"	"dance"	"hold"	"two_weeks"	"ago"	"and"	"another"	"dance"	"for"	"fuhrmann"	"students"	"this"	"friday"	"night"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"britain"	"that"	"∅"	"it"	"∅_britain"	"britain_that"	"that_it"	"∅_∅_britain"	"∅_britain_that"	"britain_that_it"	"that_it_is"	"ε"	"ε"	"NNP"	"VB"	"IN"	"PRP"	"VBZ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"announce"	"that"	"it"	"is"	"ask"	"the"	"soviet_union"	"to"	"agree"	"tomorrow"	"to"	"an"	"immediate"	"cease-fire"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
