"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"
"1:05:00::"	"'s"	","	"person"	"upside_down"	"person_'s"	"'s_,"	",_upside_down"	"i'm_person_'s"	"person_'s_,"	"'s_,_upside_down"	",_upside_down_''"	"PRP"	"NNP"	"POS"	"NN"	"ε"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i'm"	"horse"	"upside_down"	"person"	"say"	"sort_of"	"gaspingly"	"for"	"her"	"even"	"she"	"had"	"to"	"breathe"	"kind_of"	"funny"	"when"	"she"	"be"	"in"	"that"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:05:00::"	"old"	"''"	"funny"	"."	"funny_old"	"old_''"	"''_."	"a_funny_old"	"funny_old_''"	"old_''_."	"''_._∅"	"DT"	"JJ"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"remark"	"in"	"a"	"happy"	"laughter"	"be"	"a"	"funny"	"old"	"horse"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:05:00::"	"his"	","	"unhitch"	"walk"	"unhitch_his"	"his_,"	",_walk"	"he_unhitch_his"	"unhitch_his_,"	"his_,_walk"	",_walk_it"	"PRP"	"VB"	"PRP$"	"NN"	"ε"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"his"	"horse"	"walk"	"it"	"away"	"mount"	"and"	"spur"	"it"	"on"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:05:00::"	"the"	"lung"	","	"appear"	",_the"	"the_lung"	"lung_appear"	"anatomically_,_the"	",_the_lung"	"the_lung_appear"	"lung_appear_to"	"RB"	"ε"	"DT"	"NN"	"NN"	"VB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"anatomically"	"horse"	"lung"	"appear"	"to"	"be"	"remarkably"	"like"	"that"	"of"	"man"	"insofar"	"as"	"this"	"can"	"be"	"ascertain"	"from"	"comparison"	"of"	"our"	"finding"	"in"	"the"	"horse"	"with"	"those"	"of"	"person"	"in"	"the"	"human_being"	"0"	"0"	"0"	"0"	
"1:05:00::"	"the"	"with"	"in"	"those"	"in_the"	"the_with"	"with_those"	"finding_in_the"	"in_the_with"	"the_with_those"	"with_those_of"	"NN"	"IN"	"DT"	"NN"	"IN"	"DT"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"anatomically"	"the"	"horse"	"lung"	"appear"	"to"	"be"	"remarkably"	"like"	"that"	"of"	"man"	"insofar"	"this"	"can"	"be"	"ascertain"	"from"	"comparison"	"of"	"our"	"finding"	"in"	"the"	"horse"	"with"	"those"	"of"	"person"	"in"	"the"	"human_being"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:05:00::"	"the"	"be"	"in"	"not"	"in_the"	"the_be"	"be_not"	"find_in_the"	"in_the_be"	"the_be_not"	"be_not_clear"	"VB"	"IN"	"DT"	"NN"	"VB"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"meaning"	"of"	"this"	"variation"	"in"	"of"	"the"	"bronchial_artery"	"as"	"find"	"in"	"the"	"horse"	"be"	"not"	"clear"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:05:00::"	"the"	"."	"in"	"∅"	"in_the"	"the_."	"._∅"	"bring_in_the"	"in_the_."	"the_._∅"	"._∅_∅"	"VB"	"VB"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"they"	"had"	"the"	"house"	"clean_up"	"by"	"noon"	"and"	"person"	"send"	"boy"	"out"	"to"	"the"	"meadow"	"to"	"bring"	"in"	"the"	"horse"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:05:00::"	"the"	"''"	"see"	"."	"see_the"	"the_''"	"''_."	"go_see_the"	"see_the_''"	"the_''_."	"''_._∅"	"VB"	"VB"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"today"	"i"	"see"	"the"	"horse"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:05:00::"	"crowd"	"and"	"for"	"cross"	"for_crowd"	"crowd_and"	"and_cross"	"day_for_crowd"	"for_crowd_and"	"crowd_and_cross"	"and_cross_the"	"NN"	"IN"	"VB"	"NN"	"CC"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"prior"	"to"	"the"	"featured"	"race"	"the"	"steward"	"announce"	"apprentice"	"person"	"is"	"suspend"	"ten"	"day"	"for"	"crowd"	"horse"	"and"	"cross"	"the"	"field"	"sharply"	"in"	"two"	"race"	"on"	"wednesday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:05:00::"	"of"	"in"	"sound"	"the"	"sound_of"	"of_in"	"in_the"	"the_sound_of"	"sound_of_in"	"of_in_the"	"in_the_yard"	"DT"	"NN"	"IN"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"week"	"after"	"the"	"sound"	"of"	"horse"	"in"	"the"	"yard"	"bring_up"	"person"	"up"	"in"	"shock"	"from"	"an"	"afternoon"	"rest"	"when"	"she"	"see"	"the"	"federal"	"soldier"	"from"	"her"	"upstairs"	"window"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:05:00::"	"tired"	"'s"	"a"	"plodding"	"a_tired"	"tired_'s"	"'s_plodding"	",_a_tired"	"a_tired_'s"	"tired_'s_plodding"	"'s_plodding_step"	"ε"	"DT"	"JJ"	"NN"	"POS"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"through"	"the"	"open"	"window"	"they"	"hear"	"sound"	"in"	"the"	"street"	"cartwheel"	"a"	"tired"	"horse"	"plodding"	"step"	"voice"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
