"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"
"2:35:03::"	"palmer"	"a"	"when"	"good"	"when_palmer"	"palmer_a"	"a_good"	"∅_when_palmer"	"when_palmer_a"	"palmer_a_good"	"a_good_straight"	"ε"	"WRB"	"NNP"	"VB"	"DT"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"palmer"	"hit"	"a"	"good"	"straight"	"drive"	"up"	"the"	"fairway"	"on"	"the"	"nd"	"hole"	"he"	"seem"	"to"	"have"	"the"	"championship"	"won"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:03::"	"did"	"his"	"finally"	"fourth"	"finally_did"	"did_his"	"his_fourth"	"palmer_finally_did"	"finally_did_his"	"did_his_fourth"	"his_fourth_shot"	"NNP"	"RB"	"VBD"	"VB"	"PRP$"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"the"	"palmer"	"finally"	"did"	"hit"	"his"	"fourth"	"shot"	"he"	"overshoot"	"the"	"hole"	"by"	"feet"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:03::"	"was"	"the"	"i"	"ball"	"i_was"	"was_the"	"the_ball"	"``_i_was"	"i_was_the"	"was_the_ball"	"the_ball_well"	"ε"	"PRP"	"VBD"	"VB"	"DT"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"hit"	"the"	"ball"	"well"	"player"	"say"	"later"	"and"	"i"	"feel"	"strong"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:03::"	"and"	"a"	"four-wood"	"shot"	"four-wood_and"	"and_a"	"a_shot"	"his_four-wood_and"	"four-wood_and_a"	"and_a_shot"	"a_shot_that"	"PRP$"	"JJ"	"CC"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"player"	"attack"	"his"	"four-wood"	"and"	"hit"	"a"	"shot"	"that"	"few"	"who"	"see"	"it"	"will"	"ever"	"forget"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:05::"	"to"	"the"	"act"	"area"	"act_to"	"to_the"	"the_area"	"strongest_act_to"	"act_to_the"	"to_the_area"	"the_area_in"	"JJS"	"NN"	"TO"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"strongest"	"act"	"to"	"hit"	"the"	"area"	"in"	"a"	"long"	"while"	"a"	"well"	"integrated"	"fast"	"moving"	"outfit"	"specialize"	"in"	"skits"	"vocals"	"comedy"	"and"	"instrumentals"	"all_of"	"it"	"distinctly"	"display"	"the"	"pro"	"touch"	"0"	"0"	"0"	"0"	"0"	
"2:35:01::"	"before"	"the"	"∅"	"pole"	"∅_before"	"before_the"	"the_pole"	"∅_∅_before"	"∅_before_the"	"before_the_pole"	"the_pole_,"	"ε"	"ε"	"IN"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"hit"	"the"	"pole"	"mr._stone"	"car"	"brush"	"against"	"a"	"car"	"drive"	"by"	"alva_w._vernava"	"of"	"maple_ave."	"north_providence"	"tear_away"	"the"	"rear"	"bumper"	"and"	"dent"	"the"	"left"	"rear"	"fender"	"of"	"the"	"vernava"	"car"	"police"	"say"	"0"	"0"	"0"	"0"	
"2:39:00::"	"it"	"me"	"then"	"."	"then_it"	"it_me"	"me_."	"∅_then_it"	"then_it_me"	"it_me_."	"me_._∅"	"ε"	"RB"	"PRP"	"VB"	"PRP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"hit"	"me"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:01::"	"floodhead"	"."	"first"	"∅"	"first_floodhead"	"floodhead_."	"._∅"	"the_first_floodhead"	"first_floodhead_."	"floodhead_._∅"	"._∅_∅"	"DT"	"JJ"	"NN"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"out"	"of"	"compulsion"	"to"	"something"	"cheery"	"ben_prime"	"blurt"	"well"	"we"	"be"	"lucky"	"to"	"be"	"soft"	"ground"	"when"	"the"	"first"	"floodhead"	"hit"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"and"	"a"	"bat"	"fastball"	"bat_and"	"and_a"	"a_fastball"	"to_bat_and"	"bat_and_a"	"and_a_fastball"	"a_fastball_over"	"TO"	"VB"	"CC"	"VB"	"DT"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"last"	"of"	"the"	"inning"	"person"	"get_up"	"to"	"bat"	"and"	"hit"	"a"	"fastball"	"over"	"the"	"left_fielder"	"head"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"``"	"the"	"∅"	"bum"	"∅_``"	"``_the"	"the_bum"	"∅_∅_``"	"∅_``_the"	"``_the_bum"	"the_bum_''"	"ε"	"ε"	"ε"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"bum"	"somebody"	"yell"	"from"	"the"	"location"	"bench"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:02::"	"a"	"and"	"become"	"mark"	"become_a"	"a_and"	"and_mark"	"it_become_a"	"become_a_and"	"a_and_mark"	"and_mark_the"	"PRP"	"VB"	"DT"	"NN"	"CC"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"person"	"association"	"bring"	"him"	"into"	"contact"	"with"	"person"	"whose"	"snowball"	"person"	"relyric"	"as"	"lazybones"	"in"	"which"	"form"	"become"	"a"	"hit"	"and"	"mark"	"the"	"real"	"beginning"	"of"	"person"	"song"	"write"	"career"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"was"	"-"	"i"	"knock_out"	"i_was"	"was_-"	"-_knock_out"	"``_i_was"	"i_was_-"	"was_-_knock_out"	"-_knock_out_."	"ε"	"PRP"	"VBD"	"VB"	"ε"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"hit"	"knock_out"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:01::"	"may"	"the"	","	"bull's_eye"	",_may"	"may_the"	"the_bull's_eye"	"condition_,_may"	",_may_the"	"may_the_bull's_eye"	"the_bull's_eye_from"	"NN"	"ε"	"MD"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"trained"	"marksman"	"shoot"	"five"	"round"	"at"	"a"	"all"	"under"	"practically"	"the"	"same"	"condition"	"may"	"hit"	"the"	"bull's_eye"	"from"	"to"	"time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:02::"	"man"	"over"	"eight"	".300"	"eight_man"	"man_over"	"over_.300"	"have_eight_man"	"eight_man_over"	"man_over_.300"	"over_.300_."	"VB"	"JJ"	"NN"	"VB"	"IN"	"CD"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"until"	"the"	"group"	"bat"	"quiet_down"	"a_bit"	"in"	"cincinnati"	"the"	"weekend"	"the"	"champion"	"have"	"eight"	"man"	"hit"	"over"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:02::"	"to"	"in"	"ability"	"the"	"ability_to"	"to_in"	"in_the"	"his_ability_to"	"ability_to_in"	"to_in_the"	"in_the_clutch"	"PRP$"	"NN"	"TO"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"the"	"only"	"junior"	"in"	"the"	"group"	"commend"	"for"	"his"	"ability"	"to"	"hit"	"in"	"the"	"clutch"	"as_well"	"as"	"his"	"all-round"	"excellent"	"play"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:03::"	"four"	"in"	"with"	"five"	"with_four"	"four_in"	"in_five"	"bat_with_four"	"with_four_in"	"four_in_five"	"in_five_trip"	"NN"	"IN"	"JJ"	"NN"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"also"	"have"	"a"	"night"	"at"	"bat"	"with"	"four"	"hit"	"in"	"five"	"trip"	"include"	"a"	"double"	"person"	"also"	"be"	"for"	"with"	"two"	"double"	"and"	"person"	"have"	"a"	"home_run"	"and"	"a"	"triple"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"have"	"the"	","	"ball"	",_have"	"have_the"	"the_ball"	"person_,_have"	",_have_the"	"have_the_ball"	"the_ball_hard"	"NNP"	"ε"	"VBP"	"VB"	"DT"	"NN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"two"	"top"	"talent"	"of"	"the"	"person"	"and"	"person"	"have"	"hit"	"the"	"ball"	"hard"	"and"	"more"	"successfully"	"so_far"	"this"	"early"	"season"	"than"	"at"	"any"	"period"	"in"	"career"	"which"	"to"	"be"	"frank"	"about"	"it"	"never"	"have"	"quite"	"reach"	"expectation"	"0"	"0"	"0"	
"2:38:00::"	"never"	"the"	"'ve"	"height"	"'ve_never"	"never_the"	"the_height"	"they_'ve_never"	"'ve_never_the"	"never_the_height"	"the_height_."	"PRP"	"VBP"	"RB"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"person"	"both"	"year"	"man"	"at"	"have"	"so"	"much"	"ability"	"that"	"baseball"	"agree"	"they"	"never"	"hit"	"the"	"height"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:03::"	"eight"	"for"	"their"	"two"	"their_eight"	"eight_for"	"for_two"	"of_their_eight"	"their_eight_for"	"eight_for_two"	"for_two_run"	"IN"	"PRP$"	"JJ"	"NN"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"was"	"work_on"	"a"	"when"	"the"	"bunch"	"three"	"of"	"their"	"eight"	"hit"	"for"	"two"	"run"	"in"	"the"	"sixth"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:03::"	"eight"	"."	"'s"	"∅"	"'s_eight"	"eight_."	"._∅"	"group_'s_eight"	"'s_eight_."	"eight_._∅"	"._∅_∅"	"NNP"	"POS"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"account_for"	"three"	"the"	"group"	"eight"	"hit"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:03::"	"pop_fly"	"-"	"of"	"a"	"of_pop_fly"	"pop_fly_-"	"-_a"	"pair_of_pop_fly"	"of_pop_fly_-"	"pop_fly_-_a"	"-_a_triple"	"NN"	"IN"	"NN"	"NN"	"ε"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"had"	"taken"	"a"	"lead"	"in"	"the"	"top"	"the"	"sixth"	"on"	"a"	"pair"	"of"	"pop_fly"	"hit"	"a"	"triple"	"by"	"person"	"and"	"single"	"by"	"person"	"a"	"walk"	"and"	"a"	"sacrifice_fly"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:03::"	"six"	"in"	"only"	"46"	"only_six"	"six_in"	"in_46"	"get_only_six"	"only_six_in"	"six_in_46"	"in_46_at-bat"	"VB"	"RB"	"JJ"	"NN"	"IN"	"CD"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"only"	"six"	"hit"	"in"	"at-bat"	"for"	"a"	"batting"	"average"	"in"	"the"	"first"	"game"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:03::"	"can't"	"anymore"	"i"	"."	"i_can't"	"can't_anymore"	"anymore_."	"``_i_can't"	"i_can't_anymore"	"can't_anymore_."	"anymore_._∅"	"ε"	"PRP"	"MD"	"VB"	"RB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"hit"	"anymore"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
