"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"
"2:30:02::"	"not"	"in"	"does"	"significance"	"does_not"	"not_in"	"in_significance"	"bible_does_not"	"does_not_in"	"not_in_significance"	"in_significance_by"	"NNP"	"VBZ"	"RB"	"VB"	"IN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"this"	"bible"	"does"	"not"	"increase"	"in"	"significance"	"by"	"repeated"	"readings"	"throughout"	"the"	"years"	"it"	"will"	"not"	"survive"	"the"	"ages"	"as"	"has"	"the"	"king_james_version"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"has"	"25"	"u._s."	"per_cent"	"u._s._has"	"has_25"	"25_per_cent"	"the_u._s._has"	"u._s._has_25"	"has_25_per_cent"	"25_per_cent_while"	"DT"	"NNP"	"VBZ"	"VB"	"CD"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"negro"	"population"	"the"	"u._s."	"has"	"increase"	"per_cent"	"while"	"the"	"white"	"population"	"was"	"grow"	"by"	"per_cent"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"has"	"30"	"stations"	"per_cent"	"stations_has"	"has_30"	"30_per_cent"	"negro-appeal_stations_has"	"stations_has_30"	"has_30_per_cent"	"30_per_cent_,"	"JJ"	"NNS"	"VBZ"	"VB"	"CD"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"last"	"decade"	"the"	"number"	"of"	"negro-appeal"	"radio"	"program"	"hours"	"rise"	"at_least"	"per_cent"	"and"	"the"	"number"	"of"	"negro-appeal"	"stations"	"has"	"increase"	"per_cent"	"according"	"to"	"a"	"research"	"man"	"quote"	"by"	"sponsor"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"be"	"by"	"would"	"only"	"would_be"	"be_by"	"by_only"	"armed_forces_would_be"	"would_be_by"	"be_by_only"	"by_only_160000"	"NN"	"MD"	"VB"	"VB"	"IN"	"RB"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"the"	"money"	"all_but"	"in_hand"	"however"	"the"	"administration"	"indicate"	"that"	"instead"	"of"	"the"	"more"	"in"	"uniform"	"that"	"president_kennedy"	"had"	"request"	"the"	"armed_forces"	"would"	"be"	"increase"	"by"	"only"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:02::"	"substantially"	"local"	"will"	"tax"	"will_substantially"	"substantially_local"	"local_tax"	"colleges_will_substantially"	"will_substantially_local"	"substantially_local_tax"	"local_tax_burdens"	"NNS"	"MD"	"RB"	"VB"	"JJ"	"NN"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sir"	"permit"	"me"	"to"	"commend"	"your"	"editorial"	"in_which"	"you"	"stress"	"fact"	"that"	"a"	"program"	"of"	"county"	"colleges"	"will"	"substantially"	"increase"	"local"	"tax"	"burdens"	"and"	"that"	"taxpayers"	"have"	"a"	"right"	"to"	"a"	"clear"	"idea"	"of_what"	"such"	"a"	"program"	"would"	"commit"	"them"	"to"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"has"	"125000"	"population"	"each_year"	"population_has"	"has_125000"	"125000_each_year"	"state_population_has"	"population_has_125000"	"has_125000_each_year"	"125000_each_year_since"	"NN"	"NN"	"VBZ"	"VB"	"CD"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"hughes"	"say"	"this"	"be"	"not"	"a"	"plan"	"to"	"conquer"	"space"	"but"	"conserve"	"it"	"point_out"	"the"	"state"	"population"	"has"	"increase"	"each_year"	"since"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:02::"	"would"	"the"	"ordinance"	"fee"	"ordinance_would"	"would_the"	"the_fee"	"the_ordinance_would"	"ordinance_would_the"	"would_the_fee"	"the_fee_for"	"DT"	"NN"	"MD"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"would"	"increase"	"the"	"fee"	"for"	"rooming_houses"	"hotels"	"and"	"multi-family"	"dwellings"	"to"	"a"	"room"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"will"	"cdc"	"actually"	"membership"	"actually_will"	"will_cdc"	"cdc_membership"	",_actually_will"	"actually_will_cdc"	"will_cdc_membership"	"cdc_membership_."	"ε"	"RB"	"MD"	"VB"	"NNP"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"carvey"	"believe"	"that"	"reapportionment"	"which"	"leave"	"many"	"democratic"	"clubs"	"by"	"these"	"new"	"district"	"boundaries"	"actually"	"will"	"increase"	"cdc"	"membership"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"today"	"from"	"who"	"three"	"who_today"	"today_from"	"from_three"	",_who_today"	"who_today_from"	"today_from_three"	"from_three_to"	"ε"	"WP"	"NN"	"VB"	"IN"	"CD"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the_british"	"defending"	"who"	"today"	"increase"	"from"	"three"	"to"	"four"	"demand"	"to"	"know"	"if"	"they"	"could"	"make"	"the"	"information"	"involve"	"seem"	"of"	"little"	"value"	"to"	"a"	"jury"	"the"	"chances"	"of"	"their"	"clients"	"would"	"improve"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:02::"	"to"	"in"	"bind"	"the"	"bind_to"	"to_in"	"in_the"	"almost_bind_to"	"bind_to_in"	"to_in_the"	"in_the_sixties"	"RB"	"VB"	"JJ"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"distribution_cost"	"be"	"bind"	"to"	"increase"	"in"	"the"	"sixties"	"and"	"you"	"will"	"never"	"know"	"what"	"you"	"can"	"do"	"to"	"control"	"them"	"unless"	"you"	"study"	"each"	"element"	"and"	"experiment"	"with"	"alternative"	"way"	"of"	"do"	"the"	"job"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"location"	"rapidly"	"at"	","	"at_location"	"location_rapidly"	"rapidly_,"	"population_at_location"	"at_location_rapidly"	"location_rapidly_,"	"rapidly_,_from"	"NN"	"IN"	"NNP"	"VB"	"RB"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"while"	"at"	"location"	"increase"	"rapidly"	"from"	"in"	"to"	"in"	"economic"	"opportunity"	"did"	"not"	"increase"	"at"	"a"	"similar"	"rate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"not"	"at"	"did"	"a"	"did_not"	"not_at"	"at_a"	"opportunity_did_not"	"did_not_at"	"not_at_a"	"at_a_similar"	"NN"	"VBD"	"RB"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"while"	"population"	"at"	"location"	"increase"	"rapidly"	"from"	"in"	"to"	"economic"	"opportunity"	"did"	"not"	"increase"	"at"	"a"	"similar"	"rate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	","	"to"	"mediterranean"	"four"	"mediterranean_,"	",_to"	"to_four"	"the_mediterranean_,"	"mediterranean_,_to"	",_to_four"	"to_four_the"	"DT"	"NN"	"ε"	"VB"	"TO"	"JJ"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"us_navy"	"on"	"april"	"twenty-fifth"	"announce"	"it"	"is"	"the"	"carrier"	"shangri-la"	"from"	"the"	"mediterranean"	"increase"	"to"	"four"	"the"	"number"	"of"	"attack_aircraft_carrier"	"in"	"the"	"vicinity"	"of"	"cuba"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
