"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"
"2:42:00::"	"blackout"	"president_kennedy"	"news"	"'s"	"news_blackout"	"blackout_president_kennedy"	"president_kennedy_'s"	"the_news_blackout"	"news_blackout_president_kennedy"	"blackout_president_kennedy_'s"	"president_kennedy_'s_activities"	"DT"	"NN"	"NN"	"VB"	"NNP"	"POS"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"would"	"like"	"to"	"see"	"you"	"devote"	"some"	"in"	"an"	"early"	"issue"	"to"	"the"	"news"	"blackout"	"concern"	"president_kennedy"	"activities"	"so_far"	"as"	"southern_california"	"be"	"concerned"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"conference"	"the"	"a"	"ad_campaign"	"a_conference"	"conference_the"	"the_ad_campaign"	"for_a_conference"	"a_conference_the"	"conference_the_ad_campaign"	"the_ad_campaign_for"	"IN"	"DT"	"NN"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"they"	"were"	"supposed"	"to"	"meet"	"person"	"nine"	"p.m."	"for"	"a"	"conference"	"concern"	"the"	"ad_campaign"	"for"	"their"	"soap"	"a"	"new"	"angle"	"base"	"on"	"this"	"sx-21"	"stuff"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"polar"	"("	"these"	"imitation"	"these_polar"	"polar_("	"(_imitation"	"∅_these_polar"	"these_polar_("	"polar_(_imitation"	"(_imitation_vs."	"ε"	"DT"	"JJ"	"NN"	"ε"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"polar"	"concern"	"imitation"	"vs."	"formalism"	"reflect"	"a"	"philosophical"	"and"	"religious"	"situation"	"which"	"has"	"been"	"develop"	"over"	"a"	"long"	"period_of_time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"central"	"of"	"the"	"person"	"the_central"	"central_of"	"of_person"	"∅_the_central"	"the_central_of"	"central_of_person"	"of_person_'s"	"ε"	"DT"	"JJ"	"NN"	"IN"	"NNP"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"central"	"concern"	"of"	"person"	"impressive"	"volume"	"called"	"mimesis"	"be"	"to"	"describe"	"the"	"shift"	"from"	"a"	"classic"	"theory"	"of"	"imitation"	"based"	"upon"	"a"	"recognition"	"of"	"level"	"of"	"truth"	"to"	"a"	"christian"	"theory"	"of"	"imitation"	"in"	"which"	"the"	"level"	"are"	"dissolve"	
"2:42:00::"	"presupposition"	"the"	"certain"	"nature"	"certain_presupposition"	"presupposition_the"	"the_nature"	"are_certain_presupposition"	"certain_presupposition_the"	"presupposition_the_nature"	"the_nature_of"	"VB"	"JJ"	"NN"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"underlie"	"these"	"conception"	"mimesis"	"are"	"certain"	"presupposition"	"concern"	"the"	"nature"	"of"	"primary"	"human"	"experience"	"which"	"require"	"some"	"exposition"	"before"	"the"	"main"	"argument"	"can"	"proceed"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"continuous"	"over"	"the"	"prurient"	"the_continuous"	"continuous_over"	"over_prurient"	"and_the_continuous"	"the_continuous_over"	"continuous_over_prurient"	"over_prurient_literature"	"CC"	"DT"	"JJ"	"NN"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"still"	"it"	"would"	"be"	"surprising"	"if"	"what"	"one"	"read"	"did"	"not"	"contribute"	"to"	"one"	"idea"	"right"	"and"	"wrong"	"certainly"	"the"	"awakened"	"alarm"	"over"	"the"	"comic_book"	"and"	"the"	"continuous"	"concern"	"over"	"prurient"	"literature"	"indicate"	"some"	"peripheral"	"aspect"	"of_this"	"influence"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"is"	"."	"sex"	"∅"	"sex_is"	"is_."	"._∅"	"where_sex_is"	"sex_is_."	"is_._∅"	"._∅_∅"	"WRB"	"NN"	"VB"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"very"	"few"	"wife"	"say"	"person"	"who"	"balance"	"the"	"checkbook"	"fix"	"the"	"car"	"choose"	"where"	"the"	"family"	"will"	"live"	"and"	"deal"	"with"	"the"	"tradesman"	"suddenly"	"going_to"	"become"	"submissive"	"where"	"sex"	"is"	"concern"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"terribly"	"with"	"still"	"the"	"still_terribly"	"terribly_with"	"with_the"	"but_still_terribly"	"still_terribly_with"	"terribly_with_the"	"with_the_situation"	"CC"	"RB"	"RB"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"hang_up"	"with"	"a"	"bang"	"annoyed"	"at"	"for"	"running_off_at_the_mouth"	"like"	"that"	"but"	"still"	"terribly"	"concern"	"with"	"the"	"situation"	"he"	"had"	"help"	"to"	"create"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"non-catholic"	"the"	"and"	"overall"	"and_non-catholic"	"non-catholic_the"	"the_overall"	"catholic_and_non-catholic"	"and_non-catholic_the"	"non-catholic_the_overall"	"the_overall_objective"	"NN"	"CC"	"NN"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"second"	"step"	"be"	"to"	"recognize"	"the"	"substantial"	"agreement"	"frequently"	"blur"	"by"	"and"	"inaccurate"	"newspaper"	"reporting"	"already"	"exist"	"between"	"catholic"	"and"	"non-catholic"	"concern"	"the"	"overall"	"objective"	"of"	"family_planning"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"was"	"''"	"money"	","	"money_was"	"was_''"	"''_,"	"where_money_was"	"money_was_''"	"was_''_,"	"''_,_person"	"WRB"	"NN"	"VBD"	"VB"	"ε"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"well"	"she"	"have"	"a"	"number"	"them"	"where"	"money"	"was"	"concern"	"person"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"to"	"ourselves"	"need"	"also"	"need_to"	"to_ourselves"	"ourselves_also"	"we_need_to"	"need_to_ourselves"	"to_ourselves_also"	"ourselves_also_with"	"PRP"	"VB"	"TO"	"VB"	"PRP"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"think"	"need"	"to"	"concern"	"ourselves"	"also"	"with"	"the"	"timeliness"	"of"	"action"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"no"	"be"	"and"	"with"	"and_no"	"no_be"	"be_with"	",_and_no"	"and_no_be"	"no_be_with"	"be_with_the"	"ε"	"CC"	"DT"	"NN"	"VB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"an"	"evaluative"	"situation"	"set_up"	"and"	"no"	"concern"	"be"	"with"	"the"	"detail"	"that"	"lead"	"to"	"an"	"overall"	"estimate"	"we"	"say"	"that"	"roleplaying"	"is"	"use"	"for"	"evaluation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"equal"	"for"	"project"	"color"	"project_equal"	"equal_for"	"for_color"	"to_project_equal"	"project_equal_for"	"equal_for_color"	"for_color_."	"TO"	"VB"	"JJ"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"i"	"have"	"seem"	"to"	"emphasize"	"the"	"structure"	"the"	"composition"	"i"	"mean"	"to"	"project"	"equal"	"concern"	"for"	"color"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"that"	"the"	"melodrama"	"attempt"	"melodrama_that"	"that_the"	"the_attempt"	"movie_melodrama_that"	"melodrama_that_the"	"that_the_attempt"	"the_attempt_of"	"NN"	"NN"	"IN"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the_breeze_and_chancellor_neitzbohr"	"a"	"melodrama"	"that"	"concern"	"the"	"attempt"	"of"	"a"	"west"	"german"	"politician"	"to"	"woo"	"a"	"plaster_cast"	"of"	"the"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"are"	"with"	"we"	"."	"we_are"	"are_with"	"with_."	"that_we_are"	"we_are_with"	"are_with_."	"with_._∅"	"IN"	"PRP"	"VB"	"VB"	"VB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"although"	"the"	"idea"	"of"	"communism"	"be"	"very"	"old"	"even"	"in"	"person"	"day"	"and"	"did"	"not"	"spring"	"from"	"his"	"imagination"	"in"	"it"	"be"	"not"	"communism"	"as_such"	"that"	"we"	"are"	"concern"	"with"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"deeply"	"he"	"how"	"be"	"how_deeply"	"deeply_he"	"he_be"	"betray_how_deeply"	"how_deeply_he"	"deeply_he_be"	"he_be_in_spite_of"	"VB"	"WRB"	"RB"	"VB"	"PRP"	"VB"	"RB"	"one_and_the_same"	"time"	"that"	"his"	"work"	"might"	"be"	"turn_down"	"which"	"would"	"be"	"a"	"blow"	"to"	"his"	"pride"	"even_though"	"no_one"	"know"	"he"	"be"	"the"	"author"	"and"	"that"	"the"	"work"	"would"	"be"	"accept"	"and"	"then"	"that"	"his"	"violent"	"feeling"	"in"	"the"	"matter"	"would"	"certainly"	"betray"	"how"	"deeply"	"he"	"be"	"in_spite_of"	"himself"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
