"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"
"1:09:00::"	"'s"	"thus"	"officer"	"begin"	"officer_'s"	"'s_thus"	"thus_begin"	"policy_officer_'s"	"officer_'s_thus"	"'s_thus_begin"	"thus_begin_to"	"NN"	"NN"	"POS"	"NN"	"RB"	"VB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"problem"	"in"	"policy"	"officer"	"mind"	"thus"	"begin"	"to"	"take_shape"	"as"	"a"	"galaxy"	"of"	"utterly"	"complicated"	"factor"	"political"	"military"	"economic"	"financial"	"legal"	"legislative"	"procedural"	"administrative"	"to"	"be"	"sort_out"	"and"	"handle"	"within"	"a"	"political_system"	"which"	"move"	"by"	"consent"	"in_relation_to"	"an"	"external"	"environment"	"which"	"cannot"	"be"	"under_control"	"0"	"0"	"0"	
"1:09:00::"	"her"	"."	"of"	"∅"	"of_her"	"her_."	"._∅"	"out_of_her"	"of_her_."	"her_._∅"	"._∅_∅"	"VB"	"IN"	"PRP$"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"that"	"first"	"day"	"person"	"literally"	"think"	"she"	"was"	"going_to"	"die"	"at_the_least"	"the"	"very"	"least"	"go"	"out"	"of"	"her"	"mind"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:04::"	"her"	"''"	"change"	","	"change_her"	"her_''"	"''_,"	"n't_change_her"	"change_her_''"	"her_''_,"	"''_,_person"	"RB"	"VB"	"VB"	"NN"	"ε"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"won"	"change"	"her"	"mind"	"person"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"you"	"send"	"would"	"him"	"would_you"	"you_send"	"send_him"	"``_would_you"	"would_you_send"	"you_send_him"	"send_him_up_here"	"ε"	"MD"	"PRP"	"VB"	"VB"	"PRP"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"would"	"mind"	"send"	"him"	"up_here"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:01::"	"'s"	","	"person"	"that"	"person_'s"	"'s_,"	",_that"	"in_person_'s"	"person_'s_,"	"'s_,_that"	",_that_she"	"IN"	"NNP"	"POS"	"NN"	"ε"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"what"	"on_earth"	"in"	"person"	"mind"	"that"	"she"	"want"	"him"	"up"	"there"	"spy"	"on"	"what"	"the"	"cop"	"were"	"do"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:01::"	"his"	","	"before"	"the"	"before_his"	"his_,"	",_the"	"flash_before_his"	"before_his_,"	"his_,_the"	",_the_interior"	"VB"	"IN"	"PRP$"	"NN"	"ε"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"second"	"flash"	"before"	"his"	"mind"	"the"	"interior"	"of"	"the"	"garage"	"at"	"the"	"new"	"house"	"and"	"the"	"young"	"person"	"girl"	"turn"	"startled"	"to"	"meet"	"him"	"the"	"dim"	"dark"	"and"	"the"	"sudden"	"confusion"	"and"	"fear"	"and"	"then"	"the"	"brightness"	"as"	"person"	"had"	"click"	"on"	"the"	"light"	"0"	"0"	
"1:09:01::"	"his"	"."	"into"	"∅"	"into_his"	"his_."	"._∅"	"dart_into_his"	"into_his_."	"his_._∅"	"._∅_∅"	"VB"	"IN"	"PRP$"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"when"	"he"	"come"	"to"	"examine"	"the"	"scene"	"there"	"was"	"a"	"certain"	"staginess"	"to"	"it"	"have"	"the"	"smell"	"of"	"planning"	"and"	"a"	"suspicion"	"dart"	"into"	"his"	"mind"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"'"	"."	"teenager"	"∅"	"teenager_'"	"'_."	"._∅"	"the_teenager_'"	"teenager_'_."	"'_._∅"	"._∅_∅"	"DT"	"NN"	"ε"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"reason"	"offer"	"for"	"cling"	"to"	"the"	"ancestral"	"lack"	"force"	"and"	"authority"	"even"	"in"	"the"	"teenager"	"mind"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"'s"	"and"	"person"	"he"	"person_'s"	"'s_and"	"and_he"	"flood_person_'s"	"person_'s_and"	"'s_and_he"	"and_he_rub"	"VB"	"NNP"	"POS"	"NN"	"CC"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"wraithlike"	"event"	"of"	"the"	"few"	"day"	"flood"	"person"	"mind"	"and"	"he"	"rub"	"his"	"unshaved"	"chin"	"and"	"feel"	"again"	"the"	"ache"	"in"	"his"	"kidney"	"cause"	"by"	"his"	"saddle"	"odyssey"	"from"	"boston"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"his"	"-"	"fill"	"so"	"fill_his"	"his_-"	"-_so"	"laugh_fill_his"	"fill_his_-"	"his_-_so"	"-_so_desirable"	"VB"	"VB"	"PRP$"	"NN"	"ε"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"time"	"play"	"an"	"essential"	"part"	"in"	"our"	"mortality"	"suddenly"	"for"	"no"	"reason"	"he"	"could"	"imagine"	"or"	"admit"	"image"	"of"	"person"	"laugh"	"fill"	"his"	"mind"	"so"	"desirable"	"so"	"lusty"	"so"	"full"	"of"	"nuance"	"of"	"pleasure"	"and"	"joy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"his"	"again"	"of"	"."	"of_his"	"his_again"	"again_."	"command_of_his"	"of_his_again"	"his_again_."	"again_._∅"	"NN"	"IN"	"PRP$"	"NN"	"RB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"be"	"finally"	"command"	"of"	"his"	"mind"	"again"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"whose"	"and"	"artist"	"feeling"	"artist_whose"	"whose_and"	"and_feeling"	"an_artist_whose"	"artist_whose_and"	"whose_and_feeling"	"and_feeling_be"	"DT"	"NN"	"WP$"	"NN"	"CC"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"furthermore"	"he"	"something"	"of"	"a"	"an"	"artist"	"whose"	"mind"	"and"	"feeling"	"be"	"all"	"fingertip"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"'s"	"was"	"doctor"	"work"	"doctor_'s"	"'s_was"	"was_work"	"the_doctor_'s"	"doctor_'s_was"	"'s_was_work"	"was_work_at"	"DT"	"NN"	"POS"	"NN"	"VBD"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"mind"	"was"	"work"	"at"	"a"	"great"	"speed"	"he"	"rise"	"to"	"put_on"	"his"	"greatcoat"	"on"	"and"	"address"	"person"	"in"	"a"	"muted"	"voice"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"his"	"turn"	"∅"	"the"	"∅_his"	"his_turn"	"turn_the"	"∅_∅_his"	"∅_his_turn"	"his_turn_the"	"turn_the_globe"	"ε"	"ε"	"PRP$"	"NN"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mind"	"turn"	"the"	"globe"	"swiftly"	"for"	"him"	"and"	"he"	"visualize"	"africa"	"which"	"use"	"swahili"	"south"	"of"	"the"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"his"	"the"	"in"	"rest"	"in_his"	"his_the"	"the_rest"	"see_in_his"	"in_his_the"	"his_the_rest"	"the_rest_of"	"VB"	"IN"	"PRP$"	"NN"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"in"	"his"	"mind"	"the"	"rest"	"of"	"earth"	"iceland"	"greenland"	"the"	"caribbean_island"	"and"	"the"	"eastern"	"half"	"of"	"south_america"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"human"	"."	"the"	"∅"	"the_human"	"human_."	"._∅"	"of_the_human"	"the_human_."	"human_._∅"	"._∅_∅"	"IN"	"DT"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"my"	"unscientific"	"friend"	"does"	"not"	"believe"	"that"	"human"	"stature"	"be"	"measurable"	"in_terms_of"	"speed"	"momentum"	"weightlessness"	"or"	"distance"	"from"	"earth"	"but"	"be"	"a"	"matter"	"of"	"the"	"of"	"the"	"human"	"mind"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:01::"	"in"	"."	"goal"	"∅"	"goal_in"	"in_."	"._∅"	"two_goal_in"	"goal_in_."	"in_._∅"	"._∅_∅"	"JJ"	"NN"	"RB"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"anode"	"holder"	"show"	"in"	"figure"	"design"	"with"	"two"	"goal"	"in"	"mind"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"his"	","	"on"	"person"	"on_his"	"his_,"	",_person"	"have_on_his"	"on_his_,"	"his_,_person"	",_person_went"	"VB"	"VB"	"PRP$"	"NN"	"ε"	"NNP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_spite"	"of"	"the"	"hundred"	"he"	"have"	"on"	"his"	"mind"	"person"	"went"	"and"	"put"	"his"	"arm"	"around"	"her"	"waist"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"his"	"."	"on"	"∅"	"on_his"	"his_."	"._∅"	"been_on_his"	"on_his_."	"his_._∅"	"._∅_∅"	"VBN"	"IN"	"PRP$"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"be"	"relieved"	"those"	"had"	"been"	"on"	"his"	"mind"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:04::"	"her"	"."	"change"	"∅"	"change_her"	"her_."	"._∅"	"to_change_her"	"change_her_."	"her_._∅"	"._∅_∅"	"TO"	"VB"	"PRP$"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"work"	"for"	"my"	"father"	"the"	"girl"	"say"	"seem"	"to"	"change"	"her"	"mind"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
