"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"
"2:35:01::"	"which"	"the"	"lines"	"two"	"lines_which"	"which_the"	"the_two"	"the_lines_which"	"lines_which_the"	"which_the_two"	"the_two_free"	"DT"	"NNS"	"WDT"	"VB"	"DT"	"CD"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"continue"	"with"	"the"	"case"	"in_which"	"g"	"be"	"a"	"f"	"curve"	"on"	"a"	"quadric"	"q"	"we"	"first"	"observe"	"that"	"the"	"regulus"	"of"	"q"	"consist_of"	"precisely"	"of"	"the"	"lines"	"which"	"join"	"the"	"two"	"free"	"intersections"	"of"	"g"	"and"	"the"	"planes"	"through"	"any"	"one"	"of"	"the"	"multiple"	"secants"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"later"	"by"	","	"the"	",_later"	"later_by"	"by_the"	"mrs._peck_,_later"	",_later_by"	"later_by_the"	"by_the_commission"	"NNP"	"ε"	"RB"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mrs._peck"	"join"	"by"	"the"	"commission"	"vice-chairman"	"mrs._lee_patterson"	"took"	"harvey"	"to"	"task"	"for"	"comments"	"he"	"had"	"made"	"to"	"the"	"north_portland_rotary_club"	"tuesday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"united_states_of_america"	"in"	"the"	"found"	"the_united_states_of_america"	"united_states_of_america_in"	"in_found"	",_the_united_states_of_america"	"the_united_states_of_america_in"	"united_states_of_america_in_found"	"in_found_the"	"ε"	"DT"	"NN"	"VB"	"IN"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for_the_purpose_of"	"maintain"	"international"	"peace"	"and"	"promote"	"advancement"	"of"	"all"	"people"	"the"	"united_states_of_america"	"join"	"in"	"found"	"the"	"united_nations"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"was"	"what"	"he"	"seem"	"he_was"	"was_what"	"what_seem"	"and_he_was"	"he_was_what"	"was_what_seem"	"what_seem_to"	"CC"	"PRP"	"VBD"	"VB"	"WP"	"VB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"he"	"come"	"to"	"baltimore"	"he"	"was"	"leave"	"a"	"team"	"which"	"supposed"	"to"	"win"	"the"	"national_league"	"pennant"	"and"	"he"	"was"	"join"	"what"	"seem"	"to"	"be"	"a"	"second"	"division"	"american_league"	"club"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"to"	"with"	"proud"	"in"	"proud_to"	"to_with"	"with_in"	"be_proud_to"	"proud_to_with"	"to_with_in"	"with_in_mark"	"VB"	"JJ"	"TO"	"VB"	"IN"	"IN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"september"	"sam_rayburn"	"will"	"have"	"serve"	"as"	"speaker"	"twice_as"	"as"	"any"	"predecessor"	"and"	"i"	"be"	"proud"	"to"	"join"	"with"	"in"	"mark"	"this"	"date"	"and"	"in"	"express"	"my"	"esteem"	"for"	"that"	"notable"	"american"	"sam_rayburn"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"in"	"hasten"	"praise"	"hasten_to"	"to_in"	"in_praise"	"i_hasten_to"	"hasten_to_in"	"to_in_praise"	"in_praise_of"	"PRP"	"VB"	"TO"	"VB"	"IN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sir"	"i"	"to"	"join"	"in"	"praise"	"of"	"the"	"men"	"in"	"the"	"toll"	"booths"	"on"	"the"	"garden_state"	"parkway"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"seidel"	"the"	"∅"	"department"	"∅_seidel"	"seidel_the"	"the_department"	"∅_∅_seidel"	"∅_seidel_the"	"seidel_the_department"	"the_department_in"	"ε"	"ε"	"NNP"	"VB"	"DT"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"join"	"the"	"department"	"in"	"as"	"a"	"division"	"fire_warden"	"after"	"graduation"	"in"	"from"	"the"	"university"	"of"	"michigan"	"with"	"a"	"degree"	"in"	"forestry"	"and"	"employment"	"with"	"private"	"lumber"	"companies"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"in"	"parties"	"a"	"parties_to"	"to_in"	"in_a"	"the_parties_to"	"parties_to_in"	"to_in_a"	"in_a_national"	"DT"	"NNS"	"TO"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"bypass"	"the"	"military"	"junta"	"which"	"has"	"rule"	"turkey"	"since"	"the"	"overthrow"	"of"	"premier_adnan_menderes"	"months"	"ago"	"the"	"army"	"general_staff"	"lead"	"by"	"had"	"set"	"a"	"deadline"	"for"	"the"	"parties"	"to"	"join"	"in"	"a"	"national"	"coalition"	"government"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"."	"us"	"∅"	"us_to"	"to_."	"._∅"	"for_us_to"	"us_to_."	"to_._∅"	"._∅_∅"	"IN"	"PRP"	"TO"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"disagree"	"with"	"mr._burnham"	"on"	"the"	"common_market"	"nov."	"as"	"desirable"	"organization"	"for"	"us"	"to"	"join"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"we"	"this"	"that"	"market"	"that_we"	"we_this"	"this_market"	"advocate_that_we"	"that_we_this"	"we_this_market"	"this_market_,"	"VB"	"IN"	"PRP"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"it"	"be"	"not"	"enough"	"that"	"all_of"	"internationalist"	"one"	"worlders"	"are"	"advocate"	"that"	"we"	"join"	"this"	"market"	"i"	"refer"	"you"	"to"	"an"	"article"	"in"	"the"	"new_york"	"times"	"magazine"	"section"	"nov."	"by"	"mr._eric_johnston"	"entitled"	"we"	"must"	"join"	"the"	"common_market"	"0"	"0"	"0"	"0"	
"2:41:00::"	"must"	"the"	"we"	"common_market"	"we_must"	"must_the"	"the_common_market"	"``_we_must"	"we_must_the"	"must_the_common_market"	"the_common_market_''"	"ε"	"PRP"	"MD"	"VB"	"DT"	"NN"	"ε"	"be"	"not"	"enough"	"that"	"all_of"	"our"	"internationalist"	"one"	"worlders"	"are"	"advocate"	"that"	"we"	"join"	"this"	"market"	"i"	"refer"	"you"	"to"	"an"	"article"	"in"	"the"	"new_york"	"times"	"magazine"	"section"	"nov."	"by"	"mr._eric_johnston"	"entitled"	"we"	"must"	"join"	"the"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"his"	"en_route"	"wife"	"en_route_to"	"to_his"	"his_wife"	",_en_route_to"	"en_route_to_his"	"to_his_wife"	"his_wife_and"	"ε"	"RB"	"TO"	"VB"	"PRP$"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"today"	"m._kegham"	"be"	"in"	"en_route"	"to"	"join"	"his"	"wife"	"and"	"children"	"in"	"california"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"workers"	"before"	"25"	"strike"	"25_workers"	"workers_before"	"before_strike"	"'s_25_workers"	"25_workers_before"	"workers_before_strike"	"before_strike_,"	"POS"	"CD"	"NNS"	"VB"	"IN"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sydney_larson"	"a"	"staff"	"representative"	"for"	"the"	"united_steel"	"which"	"the"	"firm"	"workers"	"join"	"before"	"strike"	"say"	"the"	"state"	"labor"	"relations"	"board"	"has"	"been"	"ask"	"to"	"set_up"	"an"	"election"	"to"	"pick"	"a"	"bargaining"	"agent"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"prentice-hall_inc."	"september"	"publishing_firm"	"september_to"	"to_prentice-hall_inc."	"prentice-hall_inc._publishing_firm"	"last_september_to"	"september_to_prentice-hall_inc."	"to_prentice-hall_inc._publishing_firm"	"prentice-hall_inc._publishing_firm_."	"JJ"	"NNP"	"TO"	"VB"	"NNP"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"dr._hester"	"also"	"one"	"of"	"the"	"youngest"	"men"	"ever"	"to"	"head"	"a"	"american"	"university"	"succeed"	"dr._carroll_v._newsom"	"who"	"resign"	"last"	"september"	"to"	"join"	"prentice-hall_inc."	"publishing_firm"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"he"	"nyu"	"pa."	"in"	"pa._he"	"he_nyu"	"nyu_in"	",_pa._he"	"pa._he_nyu"	"he_nyu_in"	"nyu_in_september"	"ε"	"NNP"	"PRP"	"VB"	"NNP"	"IN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"dr._hester"	"of"	"princeton"	"n._j."	"be"	"a"	"native"	"chester"	"pa."	"he"	"join"	"nyu"	"in"	"september"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"he"	"a"	"-"	"local"	"-_he"	"he_a"	"a_local"	"actor_-_he"	"-_he_a"	"he_a_local"	"a_local_little"	"NN"	"ε"	"PRP"	"VB"	"DT"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"the"	"family"	"business"	"fail"	"mercer"	"leave"	"school"	"and"	"on"	"his"	"mother"	"urging"	"she"	"hope"	"that"	"he"	"would"	"become"	"an"	"actor"	"he"	"join"	"a"	"local"	"little"	"theater"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:01::"	"to"	"him"	"person"	","	"person_to"	"to_him"	"him_,"	"ask_person_to"	"person_to_him"	"to_him_,"	"him_,_never"	"VB"	"NNP"	"TO"	"VB"	"PRP"	"ε"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"had"	"fill_out"	"the"	"return"	"and"	"because"	"when"	"he"	"be"	"finished"	"it"	"was"	"to"	"the"	"lunch"	"hour"	"he"	"had"	"politely"	"ask"	"person"	"to"	"join"	"him"	"never"	"expect"	"her"	"to"	"accept"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"person"	"it"	"the"	","	"the_person"	"person_it"	"it_,"	"after_the_person"	"the_person_it"	"person_it_,"	"it_,_which"	"IN"	"DT"	"NNP"	"VB"	"PRP"	"ε"	"WDT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"had"	"catch_up_with"	"the"	"shortly"	"after"	"the"	"person"	"join"	"it"	"which"	"had"	"be"	"at"	"midday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"envision"	"a"	"even"	"synagogue"	"even_envision"	"envision_a"	"a_synagogue"	"and_even_envision"	"even_envision_a"	"envision_a_synagogue"	"a_synagogue_or"	"CC"	"RB"	"VB"	"VB"	"DT"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"nevertheless"	"most_of"	"the"	"teenager"	"i"	"interview"	"believe_in"	"their"	"jewish"	"identity"	"and"	"even"	"envision"	"join"	"a"	"synagogue"	"or"	"temple"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"immediately"	"person"	"representative"	"as"	"representative_immediately"	"immediately_person"	"person_as"	"150_representative_immediately"	"representative_immediately_person"	"immediately_person_as"	"person_as_cosigner"	"CD"	"NN"	"RB"	"VB"	"NNP"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"fifty-three"	"of"	"representative"	"immediately"	"join"	"person"	"as"	"cosigner"	"of"	"the"	"proposal"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
