"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"
"1:28:00::"	"moonlight"	"."	"a"	"∅"	"a_moonlight"	"moonlight_."	"._∅"	"on_a_moonlight"	"a_moonlight_."	"moonlight_._∅"	"._∅_∅"	"IN"	"DT"	"NN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"that"	"night"	"the"	"older"	"man"	"talk_about"	"go"	"hunting"	"on"	"a"	"moonlight"	"night"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"tomorrow"	","	"bonfire"	"i"	"bonfire_tomorrow"	"tomorrow_,"	",_i"	"the_bonfire_tomorrow"	"bonfire_tomorrow_,"	"tomorrow_,_i"	",_i_wonder"	"DT"	"NN"	"NN"	"NN"	"ε"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"you"	"pile"	"your"	"guy"	"the"	"bonfire"	"tomorrow"	"night"	"i"	"wonder"	"how"	"much"	"of"	"the"	"true"	"story"	"of"	"person"	"you"	"will"	"remember"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"two"	"("	"spend"	"wednesday"	"spend_two"	"two_("	"(_wednesday"	"after_spend_two"	"spend_two_("	"two_(_wednesday"	"(_wednesday_and"	"IN"	"VB"	"JJ"	"NN"	"ε"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"after"	"two"	"night"	"wednesday"	"and"	"thursday"	"in"	"location"	"the"	"deputy"	"again"	"head"	"for"	"the"	"location"	"to"	"finish"	"their"	"business"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"a"	","	"and"	"come"	"and_a"	"a_,"	",_come"	"day_and_a"	"and_a_,"	"a_,_come"	",_come_awake"	"NN"	"CC"	"DT"	"NN"	"ε"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"having"	"sleep"	"away"	"day"	"and"	"a"	"night"	"come"	"awake"	"in"	"a"	"plank"	"farmhouse"	"on"	"the"	"location"	"near"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"that"	"just"	"radish"	"too"	"radish_that"	"that_just"	"just_too"	"more_radish_that"	"radish_that_just"	"that_just_too"	"just_too_impossible"	"JJ"	"NN"	"IN"	"NN"	"RB"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"then"	"my"	"mother"	"blush"	"at"	"this"	"small"	"lie"	"for"	"she"	"know"	"and"	"we"	"that"	"it"	"be"	"cowardice"	"that"	"had"	"make"	"one"	"more"	"radish"	"that"	"night"	"just"	"too"	"impossible"	"a"	"strain"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"sunday"	"."	"''"	"∅"	"''_sunday"	"sunday_."	"._∅"	"lucia_di_lammermoor_''_sunday"	"''_sunday_."	"sunday_._∅"	"._∅_∅"	"NNP"	"ε"	"NN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"even"	"person"	"may"	"not"	"have"	"anticipate"	"the"	"tremendous"	"reception"	"she"	"receive"	"from"	"the"	"audience"	"attend"	"her"	"debut"	"as"	"person"	"in"	"person"	"lucia_di_lammermoor"	"sunday"	"night"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"the"	"."	"into"	"∅"	"into_the"	"the_."	"._∅"	"away_into_the"	"into_the_."	"the_._∅"	"._∅_∅"	"RB"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"think_of"	"the"	"hutment"	"regiment"	"after"	"regiment"	"row"	"after"	"row"	"thousand"	"of"	"hut"	"stretch"	"away"	"into"	"the"	"night"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"last"	"be"	"newport"	"at"	"newport_last"	"last_be"	"be_at"	"in_newport_last"	"newport_last_be"	"last_be_at"	"be_at_the"	"IN"	"NN"	"JJ"	"NN"	"VB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"angry"	"in"	"newport"	"last"	"night"	"be"	"at"	"the"	"group"	"where"	"epitaph_for_george_dillon"	"open"	"as"	"the"	"jazz_festival"	"close"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"last"	"at"	"again"	"the"	"again_last"	"last_at"	"at_the"	"person_again_last"	"again_last_at"	"last_at_the"	"at_the_location"	"NNP"	"RB"	"JJ"	"NN"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"everybody"	"fall_in_love"	"person"	"again"	"last"	"night"	"at"	"the"	"location"	"and"	"person"	"be"	"to"	"blame"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"last"	"and"	"here"	"will"	"here_last"	"last_and"	"and_will"	"musical_here_last"	"here_last_and"	"last_and_will"	"and_will_repeat"	"NN"	"RB"	"JJ"	"NN"	"CC"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"company"	"which"	"perform"	"pulitzer_prize"	"musical"	"here"	"last"	"night"	"and"	"will"	"repeat"	"it"	"twice"	"today"	"be"	"full"	"of"	"bounce"	"the"	"politician"	"be"	"in"	"fine"	"voice"	"the"	"chorine"	"evoke"	"happy"	"memory"	"and"	"the"	"person"	"ride"	"to"	"break"	"a"	"lance"	"again"	"0"	
"1:28:00::"	"wednesday"	"starting"	"the"	"assignment"	"the_wednesday"	"wednesday_starting"	"starting_assignment"	"to_the_wednesday"	"the_wednesday_starting"	"wednesday_starting_assignment"	"starting_assignment_."	"TO"	"DT"	"NN"	"NN"	"NN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"eager"	"to"	"end"	"a"	"pitching"	"slump"	"that"	"has"	"bring"	"four"	"loss"	"in"	"the"	"game"	"on"	"the"	"current"	"home"	"stand"	"move"	"person"	"to"	"the"	"wednesday"	"night"	"starting"	"assignment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"last"	"."	"group"	"∅"	"group_last"	"last_."	"._∅"	"battle_group_last"	"group_last_."	"last_._∅"	"._∅_∅"	"VB"	"NNP"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"they"	"honor"	"battle"	"group"	"last"	"night"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"big"	"at"	"a"	"bat"	"a_big"	"big_at"	"at_bat"	"have_a_big"	"a_big_at"	"big_at_bat"	"at_bat_with"	"VB"	"DT"	"JJ"	"NN"	"NN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"also"	"a"	"big"	"night"	"at"	"bat"	"with"	"four"	"hit"	"in"	"five"	"trip"	"include"	"a"	"double"	"person"	"also"	"be"	"for"	"with"	"two"	"double"	"and"	"person"	"have"	"a"	"home_run"	"and"	"a"	"triple"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"monday"	"as"	"pitching"	"the"	"pitching_monday"	"monday_as"	"as_the"	"pinpoint_pitching_monday"	"pitching_monday_as"	"monday_as_the"	"as_the_group"	"JJ"	"NN"	"NN"	"NN"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"rookie"	"person"	"continue"	"pinpoint"	"pitching"	"monday"	"night"	"as"	"the"	"group"	"make_it"	"two"	"straight"	"over"	"indianapolis"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"monday"	"."	"here"	"∅"	"here_monday"	"monday_."	"._∅"	",_here_monday"	"here_monday_."	"monday_._∅"	"._∅_∅"	"ε"	"RB"	"NN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"of"	"location"	"location"	"world"	"seventh"	"ranked"	"lightweight"	"have"	"little"	"trouble"	"in"	"take"	"a"	"unanimous"	"over"	"person"	"of"	"location"	"location"	"here"	"monday"	"night"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"monday"	"he"	"say"	"be"	"say_monday"	"monday_he"	"he_be"	"person_say_monday"	"say_monday_he"	"monday_he_be"	"he_be_through"	"NNP"	"VB"	"NN"	"NN"	"PRP"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"group"	"outfielder"	"say"	"monday"	"night"	"he"	"be"	"through"	"play"	"baseball"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"all"	","	"drink"	"but"	"drink_all"	"all_,"	",_but"	"and_drink_all"	"drink_all_,"	"all_,_but"	",_but_it"	"CC"	"VB"	"JJ"	"NN"	"ε"	"CC"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"enjoy"	"great"	"party"	"when"	"she"	"sit_up"	"talk"	"and"	"dance"	"and"	"drink"	"all"	"night"	"but"	"it"	"always"	"seem"	"to"	"her"	"that"	"be"	"alone"	"especially"	"alone"	"in"	"her"	"house"	"be"	"the"	"real"	"part"	"of"	"life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"the"	"zone"	"into"	","	"into_the"	"the_zone"	"zone_,"	"rotate_into_the"	"into_the_zone"	"the_zone_,"	"zone_,_location"	"VB"	"IN"	"DT"	"NN"	"NN"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"know"	"that"	"when"	"that"	"of"	"earth"	"rotate"	"into"	"the"	"night"	"zone"	"location"	"would"	"blaze_out"	"into"	"space"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"sunday"	"'s"	"for"	"thirty-eighth"	"for_sunday"	"sunday_'s"	"'s_thirty-eighth"	"yesterday_for_sunday"	"for_sunday_'s"	"sunday_'s_thirty-eighth"	"'s_thirty-eighth_annual"	"NN"	"IN"	"NN"	"NN"	"POS"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"the"	"announcement"	"of"	"a"	"special"	"achievement"	"award"	"to"	"person"	"award"	"list"	"was"	"complete"	"yesterday"	"for"	"sunday"	"night"	"thirty-eighth"	"annual"	"dinner"	"and"	"show"	"of"	"the"	"new_york"	"chapter"	"group"	"at"	"the"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"that"	"."	"after"	"∅"	"after_that"	"that_."	"._∅"	"person_after_that"	"after_that_."	"that_._∅"	"._∅_∅"	"NNP"	"RB"	"RB"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"could"	"n't"	"person"	"after"	"that"	"night"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"for"	"and"	"employ"	"weekend"	"employ_for"	"for_and"	"and_weekend"	"be_employ_for"	"employ_for_and"	"for_and_weekend"	"and_weekend_duty"	"VB"	"VB"	"IN"	"NN"	"CC"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"four"	"additional"	"deputy"	"be"	"employ"	"at"	"the"	"group"	"and"	"doctor"	"medical_intern"	"or"	"extern"	"be"	"employ"	"for"	"night"	"and"	"weekend"	"duty"	"at"	"the"	"jail"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
