"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"
"2:30:00::"	"immediately"	"."	"those"	"∅"	"those_immediately"	"immediately_."	"._∅"	"by_those_immediately"	"those_immediately_."	"immediately_._∅"	"._∅_∅"	"IN"	"DT"	"RB"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"road"	"block"	"to"	"desirable"	"local"	"or"	"borough"	"improvements"	"heretofore"	"dependent_on"	"the"	"pocketbook"	"vote"	"of"	"taxpayers"	"and"	"hence"	"a"	"drag"	"on"	"progress"	"is"	"remove"	"by"	"make"	"these"	"a"	"charge"	"against"	"the"	"whole"	"instead"	"of"	"an"	"assessment"	"pay"	"by"	"those"	"immediately"	"affect"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:29:00::"	"n't"	"the"	"do"	"tissues"	"do_n't"	"n't_the"	"the_tissues"	"beer_do_n't"	"do_n't_the"	"n't_the_tissues"	"the_tissues_none"	"NN"	"VBP"	"RB"	"VB"	"DT"	"NNS"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"look"	"piously"	"to"	"heaven"	"say"	"beer"	"do"	"n't"	"affect"	"the"	"tissues"	"none"	"and"	"the"	"ingenious"	"hypocrisy"	"of_this"	"defense"	"please"	"henrietta"	"so_that"	"she"	"forgive"	"him"	"his"	"stint"	"of"	"malevolence"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"not"	"my"	"had"	"own"	"had_not"	"not_my"	"my_own"	"czarship_had_not"	"had_not_my"	"not_my_own"	"my_own_sense"	"NNP"	"VBD"	"RB"	"VB"	"PRP$"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"now"	"the"	"had"	"not"	"affect"	"my"	"own"	"sense"	"of"	"social"	"values"	"but"	"mother"	"had"	"attain"	"a"	"reflected"	"glory"	"through"	"it"	"which"	"had"	"open"	"the"	"doors"	"of"	"los_angeles-pasadena_society"	"to"	"her"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"literature"	"the"	"of"	"conscience"	"of_literature"	"literature_the"	"the_conscience"	"study_of_literature"	"of_literature_the"	"literature_the_conscience"	"the_conscience_,"	"NN"	"IN"	"NN"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"possible"	"study"	"of"	"literature"	"affect"	"the"	"conscience"	"the"	"morality"	"the"	"sensitivity"	"to"	"some"	"code"	"of"	"right"	"and"	"wrong"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"literature"	"the"	"great"	"emotion"	"great_literature"	"literature_the"	"the_emotion"	"which_great_literature"	"great_literature_the"	"literature_the_emotion"	"the_emotion_,"	"RB"	"JJ"	"NN"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"any"	"inquiry"	"into"	"way"	"in"	"which"	"great"	"literature"	"affect"	"the"	"emotion"	"particularly"	"with_respect_to"	"the"	"sense"	"of"	"harmony"	"or"	"relief"	"of"	"tension"	"or"	"sense"	"of"	"a"	"transformed"	"inner"	"nature"	"which"	"may"	"occur"	"a"	"most"	"careful"	"exploration"	"of"	"the"	"particular"	"feature"	"of"	"the"	"experience"	"which"	"produce"	"the"	"effect"	"would"	"be"	"require"	
"2:30:00::"	"substantially"	"commerce"	"of_which"	","	"of_which_substantially"	"substantially_commerce"	"commerce_,"	"operation_of_which_substantially"	"of_which_substantially_commerce"	"substantially_commerce_,"	"commerce_,_for"	"NN"	"RB"	"RB"	"VB"	"NN"	"ε"	"RB"	"or"	"any"	"duly"	"authorized"	"representative"	"shall"	"be"	"entitle"	"to"	"admission"	"to"	"and"	"to"	"require"	"report"	"from"	"the"	"operator"	"of"	"any"	"metal"	"or"	"nonmetallic"	"mine"	"which"	"be"	"in"	"a"	"state"	"exclude"	"any"	"coal"	"or"	"lignite"	"mine"	"the"	"product"	"of_which"	"regularly"	"enter"	"commerce"	"the"	"operation"	"of_which"	"substantially"	"commerce"	"for"	"the"	"purpose"	"of"	"gather"	"datum"	"and"	"information"	"necessary"	"for"	"the"	"study"	"authorize"	"in"	"the"	"first"	"section"	"of_this"	"act"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"level"	"the"	"were"	"question"	"were_level"	"level_the"	"the_question"	"charge_were_level"	"were_level_the"	"level_the_question"	"the_question_of"	"NN"	"VBD"	"VB"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"recent"	"two"	"charge"	"were"	"level"	"affect"	"the"	"question"	"of"	"power"	"and"	"i"	"think"	"we"	"might"	"begin"	"by"	"try"	"to"	"put"	"them"	"into"	"proper"	"focus"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"n't"	"us"	"does"	"!"	"does_n't"	"n't_us"	"us_!"	"it_does_n't"	"does_n't_us"	"n't_us_!"	"us_!_∅"	"PRP"	"VBZ"	"RB"	"VB"	"NNP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"can"	"meet_with"	"aloofness"	"almost"	"anywhere"	"the"	"viewpoint"	"it"	"does"	"n't"	"affect"	"us"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"are"	"with"	"policy"	"a"	"policy_are"	"are_with"	"with_a"	"price_policy_are"	"policy_are_with"	"are_with_a"	"with_a_public"	"NN"	"NN"	"VBP"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"industry"	"of"	"this"	"model"	"be"	"so"	"that"	"its"	"wage"	"and"	"price"	"policy"	"are"	"affect"	"with"	"a"	"public"	"interest"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"will"	"the"	","	"method"	",_will"	"will_the"	"the_method"	"develop_,_will"	",_will_the"	"will_the_method"	"the_method_of"	"VB"	"ε"	"MD"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"these"	"finding"	"and_others"	"which"	"will"	"be"	"develop"	"will"	"affect"	"the"	"method"	"of"	"glottochronological"	"inquiry"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:29:00::"	"strongly"	"the"	"and"	"muscle"	"and_strongly"	"strongly_the"	"the_muscle"	"rib_cage_and_strongly"	"and_strongly_the"	"strongly_the_muscle"	"the_muscle_of"	"NN"	"CC"	"RB"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"so"	"right_away"	"person"	"introduce"	"person"	"to"	"his"	"famous"	"moon"	"bench"	"and"	"proceed"	"to"	"teach"	"him"	"his"	"push-pull_super-set"	"consist_of"	"the"	"wide"	"grip"	"straight-arm_pullover"	"the"	"pull"	"part"	"of"	"the"	"push-pull_super-set"	"dramatically"	"widen"	"the"	"rib_cage"	"and"	"strongly"	"affect"	"the"	"muscle"	"of"	"the"	"upper"	"back"	"and"	"chest"	"and"	"the"	"collar-to-collar"	"bench_press"	"which"	"specifically"	"work_on"	"the"	"chest"	"to"	"build"	"those"	"wide"	"person"	"gladiator"	"pecs"	"while"	"stimulate"	"the"	"upper"	"lat"	"and"	"frontal"	"deltoid"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"be"	"by"	"may"	"the"	"may_be"	"be_by"	"by_the"	"site_may_be"	"may_be_by"	"be_by_the"	"by_the_appearance"	"NN"	"VB"	"VB"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"value"	"of"	"site"	"may"	"be"	"affect"	"by"	"the"	"appearance"	"of"	"the"	"adjoining"	"land"	"ownership"	"and"	"use"	"of"	"the"	"land"	"and"	"the"	"utility"	"available"	"there"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"temperature"	"the"	"and"	"use"	"and_temperature"	"temperature_the"	"the_use"	",_and_temperature"	"and_temperature_the"	"temperature_the_use"	"the_use_?"	"ε"	"CC"	"NN"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"how"	"much"	"will"	"wind"	"rain"	"and"	"temperature"	"affect"	"the"	"use"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"condition"	"not_only"	"this"	"the"	"this_condition"	"condition_not_only"	"not_only_the"	"∅_this_condition"	"this_condition_not_only"	"condition_not_only_the"	"not_only_the_conception"	"ε"	"DT"	"NN"	"VB"	"RB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"condition"	"affect"	"not_only"	"the"	"conception"	"but"	"also"	"the"	"legislative"	"and"	"financial"	"support"	"of"	"foreign_policy"	"especially"	"in"	"the"	"context"	"of"	"economic"	"aid"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
