"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"	"A131"	"A132"	"A133"	"A134"	"A135"	"A136"	"A137"
"2:42:00::"	"they"	"."	"in_which"	"∅"	"in_which_they"	"they_."	"._∅"	"period_in_which_they"	"in_which_they_."	"they_._∅"	"._∅_∅"	"NN"	"RB"	"PRP"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"few"	"artists"	"have"	"leave"	"a"	"life"	"so"	"eloquent"	"of"	"the"	"period"	"in_which"	"they"	"live"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:08::"	"who"	"in"	"musicians"	"the"	"musicians_who"	"who_in"	"in_the"	"philharmonic_musicians_who"	"musicians_who_in"	"who_in_the"	"in_the_suburbs"	"NNP"	"NNS"	"WP"	"VB"	"VB"	"DT"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"some"	"of"	"the"	"philharmonic"	"musicians"	"who"	"live"	"in"	"the"	"suburbs"	"spend"	"yesterday"	"morning"	"dig"	"themselves"	"free"	"from"	"snow"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:08::"	"who"	"in"	","	"the_bronx"	",_who"	"who_in"	"in_the_bronx"	"controller_lawrence_e._gerosa_,_who"	",_who_in"	"who_in_the_bronx"	"in_the_bronx_,"	"NNP"	"ε"	"WP"	"VB"	"VB"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"talks"	"with"	"mr._buckley"	"last"	"week"	"in"	"washington"	"the"	"mayor"	"receive"	"the_bronx"	"leader"	"assent"	"to"	"drop"	"controller_lawrence_e._gerosa"	"who"	"live"	"in"	"the_bronx"	"from"	"this"	"year"	"ticket"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:08::"	"who"	"in"	","	"queens"	",_who"	"who_in"	"in_queens"	"mr._screvane_,_who"	",_who_in"	"who_in_queens"	"in_queens_,"	"NNP"	"ε"	"WP"	"VB"	"VB"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"mayor"	"decline"	"in"	"two"	"interviews"	"with"	"reporters"	"yesterday"	"to"	"confirm"	"or"	"the"	"reports"	"that"	"he"	"had"	"decide"	"to"	"run"	"and"	"want"	"mr._screvane"	"who"	"live"	"in"	"queens"	"to"	"replace"	"abe_stark"	"the"	"incumbent"	"as"	"the"	"candidate"	"for"	"president"	"of"	"the"	"city_council"	"and"	"mr._beame"	"who"	"live"	"in"	"brooklyn"	"to"	"replace"	"mr._gerosa"	"as"	"the"	"candidate"	"for"	"controller"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:08::"	"who"	"in"	","	"brooklyn"	",_who"	"who_in"	"in_brooklyn"	"mr._beame_,_who"	",_who_in"	"who_in_brooklyn"	"in_brooklyn_,"	"NNP"	"ε"	"WP"	"VB"	"VB"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"mayor"	"decline"	"in"	"two"	"interviews"	"with"	"reporters"	"yesterday"	"to"	"confirm"	"or"	"deny"	"the"	"reports"	"that"	"he"	"had"	"decide"	"to"	"run"	"and"	"want"	"mr._screvane"	"live"	"in"	"queens"	"to"	"replace"	"abe_stark"	"the"	"incumbent"	"as"	"the"	"candidate"	"for"	"president"	"of"	"the"	"city_council"	"and"	"mr._beame"	"who"	"live"	"in"	"brooklyn"	"to"	"replace"	"mr._gerosa"	"as"	"the"	"candidate"	"for"	"controller"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:08::"	"children"	"full_time"	"with"	"in"	"with_children"	"children_full_time"	"full_time_in"	"school_with_children"	"with_children_full_time"	"children_full_time_in"	"full_time_in_its"	"NN"	"IN"	"NNS"	"VB"	"NN"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"director"	"walter_e._clark"	"believe"	"that"	"school"	"with"	"children"	"live"	"full_time"	"in"	"its"	"care"	"must"	"take"	"full"	"responsibility"	"for"	"their"	"welfare"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:08::"	"family"	"in"	"needy"	"san_francisco"	"needy_family"	"family_in"	"in_san_francisco"	"any_needy_family"	"needy_family_in"	"family_in_san_francisco"	"in_san_francisco_can"	"DT"	"JJ"	"NN"	"VB"	"VB"	"NN"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"any"	"family"	"live"	"in"	"san_francisco"	"can"	"obtain"	"toys"	"by"	"write"	"to"	"christmas"	"toys"	"howard"	"street"	"san_francisco"	"and"	"list"	"the"	"parent"	"name_and_address"	"and"	"the"	"age"	"and"	"sex"	"of"	"each"	"child"	"in"	"the"	"family"	"between"	"the"	"ages"	"of"	"and"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:06::"	"in"	"only"	"interested"	"for_the_moment"	"interested_in"	"in_only"	"only_for_the_moment"	"be_interested_in"	"interested_in_only"	"in_only_for_the_moment"	"only_for_the_moment_,"	"VB"	"JJ"	"IN"	"VB"	"RB"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"women"	"who"	"come"	"to"	"west_venice"	"forsake"	"radicalism"	"be"	"interested"	"in"	"live"	"only"	"for_the_moment"	"in"	"be"	"constantly"	"on_the_move"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:08::"	"had"	"``"	"who"	"outback"	"who_had"	"had_``"	"``_outback"	"friend_who_had"	"who_had_``"	"had_``_outback"	"``_outback_''"	"NN"	"WP"	"VBD"	"VB"	"ε"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"persuade"	"an"	"friend"	"who"	"had"	"live"	"outback"	"for"	"years"	"to"	"take"	"me"	"to"	"see"	"some"	"aborigines"	"live"	"in"	"the"	"bush"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:08::"	"aborigines"	"in"	"some"	"the"	"some_aborigines"	"aborigines_in"	"in_the"	"see_some_aborigines"	"some_aborigines_in"	"aborigines_in_the"	"in_the_bush"	"VB"	"DT"	"NNS"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"persuade"	"an"	"australian"	"friend"	"who"	"had"	"live"	"outback"	"years"	"to"	"take"	"me"	"to"	"see"	"some"	"aborigines"	"live"	"in"	"the"	"bush"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
