"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"	"A131"	"A132"	"A133"	"A134"	"A135"	"A136"
"3:00:01::"	"the"	"side"	"over"	"rack"	"over_the"	"the_side"	"side_rack"	"duffel_bag_over_the"	"over_the_side"	"the_side_rack"	"side_rack_,"	"NN"	"IN"	"DT"	"JJ"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"quickly"	"but"	"carefully"	"my"	"duffel_bag"	"over"	"the"	"low"	"side"	"rack"	"i"	"step_on"	"the"	"running_board"	"it"	"flop"	"down"	"spring"	"back"	"up"	"and"	"gouge"	"my"	"shin"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:unrefined:01"	"be"	"."	"ratio"	"∅"	"ratio_be"	"be_."	"._∅"	"athabascan_ratio_be"	"ratio_be_."	"be_._∅"	"._∅_∅"	"NN"	"NN"	"VB"	"JJ"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"will"	"be"	"see"	"that"	"where"	"the"	"scope"	"be"	"similar"	"the"	"athabascan"	"ratio"	"come_out"	"somewhat"	"high"	"as"	"indeed"	"they"	"ought"	"to"	"with"	"a"	"total"	"ratio"	"of"	"as"	"against"	"or"	"except"	"for"	"verb"	"where"	"alone"	"the"	"athabascan"	"ratio"	"low"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:02::"	"the"	"compulsive"	"of"	"."	"of_the"	"the_compulsive"	"compulsive_."	"that_of_the"	"of_the_compulsive"	"the_compulsive_."	"compulsive_._∅"	"RB"	"IN"	"DT"	"JJ"	"NN"	"ε"	"ε"	"had"	"expect"	"that"	"compulsive"	"child"	"in"	"the"	"unstructured"	"school"	"setting"	"would"	"have"	"difficulty"	"when"	"compare"	"to"	"those"	"in"	"the"	"structured"	"we"	"were"	"surprise"	"to"	"find"	"that"	"the"	"achievement"	"of"	"the"	"high"	"compulsive"	"within"	"the"	"school"	"where"	"the"	"whole-word_method"	"is"	"use"	"in"	"beginning"	"reading"	"compare"	"favorably"	"with"	"that"	"of"	"compulsive"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:02::"	"the"	"achievement"	"make"	"score"	"make_the"	"the_achievement"	"achievement_score"	"school_make_the"	"make_the_achievement"	"the_achievement_score"	"achievement_score_("	"NN"	"VB"	"DT"	"JJ"	"NN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"is"	"interesting"	"to"	"note"	"that"	"compulsive"	"in"	"the"	"unstructured"	"school"	"make"	"the"	"low"	"achievement"	"score"	"although"	"not"	"significantly"	"low"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:02::"	"significantly"	")"	"not"	"."	"not_significantly"	"significantly_)"	")_."	"although_not_significantly"	"not_significantly_)"	"significantly_)_."	")_._∅"	"IN"	"RB"	"RB"	"JJ"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"is"	"interesting"	"to"	"note"	"that"	"medium"	"compulsive"	"in"	"the"	"school"	"make"	"the"	"low"	"achievement"	"score"	"although"	"not"	"significantly"	"low"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:02::"	"very"	"concentration"	"in"	"on"	"in_very"	"very_concentration"	"concentration_on"	"present_in_very"	"in_very_concentration"	"very_concentration_on"	"concentration_on_the"	"JJ"	"IN"	"RB"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"stain"	"which"	"include"	"the"	"wide"	"variety"	"of"	"nonparticulate"	"which"	"give"	"color"	"even"	"when"	"present"	"in"	"very"	"low"	"concentration"	"on"	"the"	"soiled"	"object"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"and"	"back"	"upper"	"strength"	"upper_and"	"and_back"	"back_strength"	",_upper_and"	"upper_and_back"	"and_back_strength"	"back_strength_will"	"ε"	"JJ"	"CC"	"JJ"	"NN"	"NN"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"arm"	"shoulder"	"chest"	"and"	"low"	"back"	"strength"	"will"	"be"	"aid"	"with"	"the"	"horse_kick"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:02::"	","	"sulfur"	"mallinckrodt"	","	"mallinckrodt_,"	",_sulfur"	"sulfur_,"	"of_mallinckrodt_,"	"mallinckrodt_,_sulfur"	",_sulfur_,"	"sulfur_,_reagent"	"IN"	"NNP"	"ε"	"JJ"	"NN"	"ε"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"liter"	"quantity"	"mallinckrodt"	"low"	"sulfur"	"reagent"	"grade"	"carbon_tetrachloride"	"were"	"saturate"	"with"	"f"	"and"	"f"	"and"	"illuminate"	"for"	"about"	"hour"	"with"	"a"	"watt"	"tungsten"	"lamp"	"at"	"a"	"distance"	"of"	"a_few"	"inch"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:soft:04"	"so"	"you"	"tone"	"could"	"tone_so"	"so_you"	"you_could"	"a_tone_so"	"tone_so_you"	"so_you_could"	"you_could_hardly"	"DT"	"NN"	"RB"	"JJ"	"PRP"	"MD"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i'm"	"sorry"	"person"	"person"	"say"	"in"	"tone"	"so"	"low"	"you"	"could"	"hardly"	"hear"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:02::"	"of"	"viscosity"	"drop"	"fluid"	"drop_of"	"of_viscosity"	"viscosity_fluid"	"suspended_drop_of"	"drop_of_viscosity"	"of_viscosity_fluid"	"viscosity_fluid_in"	"JJ"	"NN"	"IN"	"JJ"	"NN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"another"	"means"	"which"	"should"	"show"	"direction"	"and"	"relative"	"value"	"of"	"the"	"stress"	"in"	"viscoelastic"	"fluid"	"that"	"is"	"not"	"mention"	"in"	"the"	"literature"	"and"	"that"	"be"	"the"	"shape"	"of"	"the"	"suspended"	"drop"	"of"	"low"	"viscosity"	"fluid"	"in"	"shear"	"field"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
