"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"
"1:14:00::"	"the"	"of"	"by"	"the"	"by_the"	"the_of"	"of_the"	"enjoy_by_the"	"by_the_of"	"the_of_the"	"of_the_united_states"	"VB"	"IN"	"DT"	"NN"	"IN"	"DT"	"NN"	"objective"	"of"	"american"	"policy"	"be"	"to"	"help"	"establish"	"a"	"world"	"in"	"which"	"there"	"be"	"the"	"largest"	"measure"	"of"	"freedom"	"and"	"justice"	"and"	"peace"	"and"	"material"	"prosperity"	"and"	"in_particular"	"since"	"this"	"be"	"our"	"special"	"responsibility"	"that"	"these"	"condition"	"be"	"enjoy"	"by"	"the"	"of"	"the"	"united_states"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:01::"	"foreign"	"believe"	"that"	"the"	"that_foreign"	"foreign_believe"	"believe_the"	"suggest_that_foreign"	"that_foreign_believe"	"foreign_believe_the"	"believe_the_united_states"	"VB"	"IN"	"JJ"	"NN"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"evidence"	"that"	"foreign"	"people"	"believe"	"the"	"united_states"	"be"	"weak"	"than"	"the"	"soviet_union"	"and"	"is"	"bound"	"to"	"fall"	"still"	"further"	"behind"	"in"	"the"	"year"	"ahead"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"as"	"grow"	"possible"	"older"	"possible_as"	"as_grow"	"grow_older"	"it_possible_as"	"possible_as_grow"	"as_grow_older"	"grow_older_the"	"PRP"	"IN"	"IN"	"NN"	"VB"	"JJ"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"was"	"possible"	"as"	"people"	"grow"	"older"	"the"	"nature"	"of"	"time"	"change"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"certain"	"be_born"	"that"	"with"	"that_certain"	"certain_be_born"	"be_born_with"	"be_that_certain"	"that_certain_be_born"	"certain_be_born_with"	"be_born_with_a"	"VB"	"IN"	"JJ"	"NN"	"VB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"might"	"that"	"certain"	"people"	"be_born"	"with"	"a"	"compulsion"	"to"	"complicate"	"their"	"life"	"while"	"could"	"live"	"blissfully"	"motionless"	"almost"	"indefinitely"	"like"	"lizard"	"in"	"the"	"sun"	"too"	"indolent"	"to"	"blink"	"their"	"eye"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"∅"	"talk_about"	"∅"	"``"	"∅_∅"	"∅_talk_about"	"talk_about_``"	"∅_∅_∅"	"∅_∅_talk_about"	"∅_talk_about_``"	"talk_about_``_the"	"ε"	"ε"	"ε"	"NN"	"VB"	"ε"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"talk_about"	"the"	"law"	"of"	"the"	"land"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"when"	"tell"	"fussy"	"him"	"fussy_when"	"when_tell"	"tell_him"	"a_little_fussy_when"	"fussy_when_tell"	"when_tell_him"	"tell_him_what"	"RB"	"JJ"	"WRB"	"NN"	"VB"	"PRP"	"WP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"under"	"normal"	"circumstance"	"be"	"a_little"	"fussy"	"when"	"people"	"tell"	"him"	"what"	"to"	"do"	"with"	"picture"	"he"	"had"	"take"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"american"	"be"	"the"	"clear"	"the_american"	"american_be"	"be_clear"	"of_the_american"	"the_american_be"	"american_be_clear"	"be_clear_,"	"IN"	"DT"	"JJ"	"NN"	"VB"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"all"	"concerned"	"with"	"social_welfare"	"legislation"	"the"	"significance"	"of"	"this"	"radical"	"and"	"revolutionary"	"in"	"the"	"thought"	"and"	"habit"	"of"	"the"	"vast"	"majority"	"of"	"the"	"american"	"people"	"be"	"clear"	"profound"	"and"	"far"	"reach"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"most"	"because"	"for"	"they"	"for_most"	"most_because"	"because_they"	"income_tax_return_for_most"	"for_most_because"	"most_because_they"	"because_they_use"	"NN"	"IN"	"JJ"	"NN"	"IN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"april"	"be"	"usually"	"the"	"final"	"for"	"file"	"income_tax_return"	"for"	"most"	"people"	"because"	"they"	"use"	"the"	"calendar_year"	"end"	"on"	"december"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"earthy"	"."	"an"	"∅"	"an_earthy"	"earthy_."	"._∅"	"be_an_earthy"	"an_earthy_."	"earthy_._∅"	"._∅_∅"	"VB"	"DT"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"soldier"	"who"	"comprise"	"the"	"rank_and_file"	"the"	"civil_war"	"army"	"be"	"an"	"earthy"	"people"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"hire"	"who"	"to"	"just"	"to_hire"	"hire_who"	"who_just"	"him_to_hire"	"to_hire_who"	"hire_who_just"	"who_just_did"	"PRP"	"TO"	"VB"	"NN"	"WP"	"RB"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"roleplaying"	"was"	"offer"	"as"	"a"	"solution"	"and"	"the"	"procedure"	"work"	"as_follows"	"all"	"candidate"	"were"	"invite"	"to"	"a"	"hotel"	"conference_room"	"where"	"the"	"president"	"explain"	"the"	"difficulty"	"he"	"have"	"and"	"how"	"unnecessary"	"it"	"to"	"him"	"to"	"hire"	"people"	"who"	"just"	"did"	"not"	"work_out"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"have"	"run"	"n't"	"in"	"n't_have"	"have_run"	"run_in"	"can_n't_have"	"n't_have_run"	"have_run_in"	"run_in_any"	"MD"	"RB"	"VB"	"NN"	"VB"	"RB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"finally"	"person"	"intone"	"through"	"his"	"hawk_nose"	"can"	"n't"	"have"	"people"	"run"	"in"	"any"	"time"	"they"	"please"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"those"	"who"	"of"	"enter"	"of_those"	"those_who"	"who_enter"	"some_of_those"	"of_those_who"	"those_who_enter"	"who_enter_be"	"DT"	"IN"	"DT"	"NN"	"WP"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"why"	"person"	"say"	"to"	"himself"	"surprised"	"at"	"his"	"own"	"insight"	"i"	"bet"	"some"	"of"	"those"	"people"	"who"	"enter"	"be"	"just"	"as"	"happy"	"as"	"can"	"be"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:01::"	"his"	"so"	"serve"	"well"	"serve_his"	"his_so"	"so_well"	"or_serve_his"	"serve_his_so"	"his_so_well"	"so_well_and"	"CC"	"VB"	"PRP$"	"NN"	"RB"	"RB"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"boyhood"	"represent"	"a"	"minimal"	"chance"	"either"	"attain"	"greatness"	"or"	"serve"	"his"	"people"	"so"	"well"	"and"	"over"	"so"	"long"	"a"	"span"	"of"	"life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"cooperative"	"in"	"the"	"an"	"the_cooperative"	"cooperative_in"	"in_an"	"of_the_cooperative"	"the_cooperative_in"	"cooperative_in_an"	"in_an_organization"	"IN"	"DT"	"JJ"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"will"	"be"	"show"	"the"	"objective"	"of"	"the"	"cooperative"	"people"	"in"	"an"	"organization"	"determine"	"the"	"type"	"of"	"network"	"require"	"because"	"the"	"type"	"of"	"network"	"function"	"according"	"to"	"the"	"characteristic"	"of"	"the"	"message"	"enumerate"	"in"	"table"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"of"	"who"	"number"	"be"	"number_of"	"of_who"	"who_be"	"a_number_of"	"number_of_who"	"of_who_be"	"who_be_inadequately"	"DT"	"NN"	"IN"	"NN"	"WP"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"presumably"	"a"	"cocktail_party"	"is"	"expect"	"to"	"fulfill"	"host"	"desire"	"to"	"get_together"	"a"	"number"	"of"	"people"	"who"	"be"	"inadequately"	"acquainted"	"and"	"thereby"	"arrange"	"for"	"bring"	"the"	"level"	"of"	"acquaintance"	"up"	"to"	"adequacy"	"for"	"future"	"cooperative"	"endeavor"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"his"	"well"	"serve"	","	"serve_his"	"his_well"	"well_,"	"which_serve_his"	"serve_his_well"	"his_well_,"	"well_,_and"	"WDT"	"VB"	"PRP$"	"NN"	"RB"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"a"	"large"	"and"	"circumspect"	"century"	"technique"	"he"	"weave"	"the"	"material"	"of"	"national"	"hero"	"and"	"event"	"national"	"folklore"	"and"	"child"	"fairytale"	"slavic"	"dance"	"and"	"love"	"song"	"into"	"a"	"solid"	"musical"	"which"	"serve"	"his"	"people"	"well"	"and"	"is"	"provide"	"much"	"enjoyment"	"to"	"the"	"world"	"at_large"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"his"	"behind"	"of"	"him"	"of_his"	"his_behind"	"behind_him"	"resource_of_his"	"of_his_behind"	"his_behind_him"	"behind_him_;"	"NN"	"IN"	"PRP$"	"NN"	"IN"	"PRP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"of_course"	"it"	"must_not"	"be"	"forget"	"that"	"in"	"achieve"	"this"	"feat"	"person"	"have"	"the"	"vast"	"resource"	"of"	"his"	"people"	"behind"	"him"	"time"	"and"	"economic"	"security"	"symphony_orchestra"	"opera"	"and"	"ballet_company"	"chorus"	"chamber_music"	"ensemble"	"soloist"	"recording"	"broadcasting"	"television"	"large"	"and"	"eager"	"audience"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"believe_in"	"-"	"they"	"in"	"they_believe_in"	"believe_in_-"	"-_in"	"but_they_believe_in"	"they_believe_in_-"	"believe_in_-_in"	"-_in_help"	"CC"	"PRP"	"VB"	"NN"	"ε"	"IN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"another"	"teenager"	"remark"	"most"	"jew"	"do"	"n't"	"god"	"but"	"they"	"believe_in"	"people"	"in"	"help"	"people"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
