"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"
"2:32:00::"	"to"	"'"	"u._s."	"."	"u._s._to"	"to_'"	"'_."	"the_u._s._to"	"u._s._to_'"	"to_'_."	"'_._∅"	"DT"	"NNP"	"TO"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"say"	"secretary_hodges"	"it"	"be"	"a"	"tough"	"for"	"the"	"u._s."	"to"	"face"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"was"	"with"	"hamlet"	"an"	"hamlet_was"	"was_with"	"with_an"	"that_hamlet_was"	"hamlet_was_with"	"was_with_an"	"with_an_entirely"	"IN"	"NNP"	"VB"	"VB"	"IN"	"DT"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"realize"	"hamlet"	"was"	"face"	"with"	"an"	"entirely"	"different"	"problem"	"but"	"his"	"agony"	"could"	"have"	"be"	"no"	"greater"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"to"	"charges"	"portland"	"of"	"portland_to"	"to_charges"	"charges_of"	"to_portland_to"	"portland_to_charges"	"to_charges_of"	"charges_of_assault"	"VB"	"NNP"	"TO"	"VB"	"NNS"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"wife"	"of"	"convicted"	"bank"	"robber"	"lawrence_g._huntley"	"was"	"arrest"	"in"	"phoenix"	"last"	"week"	"and"	"will"	"be"	"return"	"to"	"portland"	"to"	"face"	"charges"	"of"	"assault"	"and"	"robbery"	"portland"	"detectives"	"say"	"friday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"america"	"a"	","	"stern"	",_america"	"america_a"	"a_stern"	"fathers_,_america"	",_america_a"	"america_a_stern"	"a_stern_test"	"NNPS"	"ε"	"NNP"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"once_again"	"as"	"in"	"the"	"days"	"the"	"founding"	"fathers"	"america"	"face"	"a"	"stern"	"test"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"∅"	"the"	"∅"	"forest"	"∅_∅"	"∅_the"	"the_forest"	"∅_∅_∅"	"∅_∅_the"	"∅_the_forest"	"the_forest_now"	"ε"	"ε"	"ε"	"VB"	"DT"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"forest"	"now"	"she"	"who"	"had"	"not"	"dare"	"to"	"enter"	"it"	"before"	"walk"	"between"	"two"	"trees"	"at_random"	"and"	"head"	"in_what"	"she"	"believe"	"be"	"the"	"direction"	"of"	"the"	"pool"	"0"	"0"	
"2:32:00::"	"must"	","	"libraries"	"from"	"libraries_must"	"must_,"	",_from"	"all_libraries_must"	"libraries_must_,"	"must_,_from"	",_from_the"	"DT"	"NNS"	"MD"	"VB"	"ε"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"behind"	"this"	"reply"	"and"	"its"	"many"	"variations"	"be"	"ever-present"	"budget"	"problem"	"all"	"libraries"	"must"	"face"	"from"	"the"	"largest"	"to"	"the"	"smallest"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:03::"	"be"	"with"	"to"	"the"	"to_be"	"be_with"	"with_the"	"than_to_be"	"to_be_with"	"be_with_the"	"with_the_annual"	"RB"	"TO"	"VB"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"your"	"pool"	"be"	"located"	"on"	"or"	"near"	"sloping"	"ground"	"it"	"have"	"natural"	"drainage"	"which"	"be"	"certainly"	"more"	"desirable"	"than"	"to"	"be"	"face"	"with"	"the"	"annual"	"expense"	"and"	"labor"	"of"	"first"	"pump"	"out"	"the"	"water"	"and_then"	"scoop_out"	"all"	"the"	"debris"	"0"	
"2:42:01::"	"erect"	"the"	","	"south"	",_erect"	"erect_the"	"the_south"	"bandstand_,_erect"	",_erect_the"	"erect_the_south"	"the_south_entrance"	"NN"	"ε"	"VB"	"VB"	"DT"	"NNP"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"he"	"approach"	"open"	"bandstand"	"erect"	"face"	"the"	"south"	"entrance"	"to"	"the"	"executive_mansion"	"the"	"band"	"strike_up"	"the"	"star_spangled_banner"	"and"	"follow"	"it"	"with"	"hail"	"to"	"the"	"chief"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:02::"	"rachel"	"me"	"∅"	"."	"∅_rachel"	"rachel_me"	"me_."	"∅_∅_rachel"	"∅_rachel_me"	"rachel_me_."	"me_._∅"	"ε"	"ε"	"NNP"	"VB"	"PRP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"face"	"me"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"of"	"the"	"instead"	"bitter"	"instead_of"	"of_the"	"the_bitter"	"problem_instead_of"	"instead_of_the"	"of_the_bitter"	"the_bitter_fact"	"NN"	"RB"	"IN"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"main"	"question"	"raise"	"by"	"the"	"incident"	"be"	"how"	"much"	"longer"	"will"	"bury"	"its"	"head"	"in"	"the"	"sand"	"on"	"the"	"congo"	"problem"	"instead"	"of"	"face"	"the"	"bitter"	"fact"	"that"	"it"	"have"	"no"	"solution"	"in"	"present"	"terms"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"will"	"the"	"west_germany"	"crucial"	"west_germany_will"	"will_the"	"the_crucial"	"∅_west_germany_will"	"west_germany_will_the"	"will_the_crucial"	"the_crucial_tests"	"ε"	"NNP"	"MD"	"VB"	"DT"	"JJ"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"will"	"face"	"the"	"crucial"	"tests"	"that"	"lie"	"ahead"	"on"	"berlin"	"and"	"unification"	"with"	"a"	"coalition"	"government"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"has"	"''"	"institution"	"."	"institution_has"	"has_''"	"''_."	"the_institution_has"	"institution_has_''"	"has_''_."	"''_._∅"	"DT"	"NN"	"VBZ"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"ambassador_stevenson"	"yesterday"	"describe"	"the"	"u."	"n"	"problem"	"of"	"elect"	"a"	"temporary"	"successor"	"the"	"late"	"dag_hammarskjold"	"as"	"the"	"gravest"	"crisis"	"the"	"institution"	"has"	"face"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"∅"	"with"	"∅"	"this"	"∅_∅"	"∅_with"	"with_this"	"∅_∅_∅"	"∅_∅_with"	"∅_with_this"	"with_this_situation"	"ε"	"ε"	"ε"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"this"	"situation"	"postmaster_charles_f._mckenna"	"of"	"montpelier"	"go"	"with"	"fogg"	"on"	"a"	"burlington"	"trip"	"and"	"together"	"they"	"scout"	"the"	"terrain"	"on"	"the"	"heights"	"of"	"berlin"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"to"	"a"	"appear"	"difficult"	"appear_to"	"to_a"	"a_difficult"	"administration_appear_to"	"appear_to_a"	"to_a_difficult"	"a_difficult_year"	"NN"	"VB"	"TO"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"gov._jimmie_h._davis"	"appear"	"to"	"face"	"a"	"difficult"	"year"	"in"	"with"	"the"	"governor"	"theme"	"of"	"peace"	"and"	"harmony"	"subject"	"to"	"severe"	"stresses"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"be"	"this"	"very_well"	"spring"	"very_well_be"	"be_this"	"this_spring"	"could_very_well_be"	"very_well_be_this"	"be_this_spring"	"this_spring_at"	"MD"	"RB"	"VB"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"the"	"administration"	"does"	"not"	"succeed"	"in"	"pass"	"the"	"bill"	"or"	"any"	"tax_bill"	"it"	"could"	"very_well"	"be"	"face"	"this"	"spring"	"at"	"the"	"fiscal"	"session"	"of"	"the"	"legislature"	"with"	"an"	"interesting"	"dilemma"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"to"	"."	"awful"	"∅"	"awful_to"	"to_."	"._∅"	"too_awful_to"	"awful_to_."	"to_._∅"	"._∅_∅"	"RB"	"JJ"	"TO"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"speaker"	"suggest"	"that"	"the"	"desolation"	"a"	"world"	"would"	"be"	"too"	"awful"	"to"	"face"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
