"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"
"1:04:00::"	"veiled"	"by"	"a"	"person"	"a_veiled"	"veiled_by"	"by_person"	"as_a_veiled"	"a_veiled_by"	"veiled_by_person"	"by_person_to"	"IN"	"DT"	"JJ"	"NN"	"IN"	"NNP"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"construe"	"as"	"a"	"veiled"	"effort"	"by"	"person"	"to"	"help"	"dallas"	"and"	"large"	"city"	"get"	"money"	"which"	"person"	"feel"	"could"	"better"	"be"	"spend"	"provide"	"water"	"for"	"rural"	"texas"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"major"	"to"	"a"	"make"	"a_major"	"major_to"	"to_make"	"be_a_major"	"a_major_to"	"major_to_make"	"to_make_a"	"VB"	"DT"	"JJ"	"NN"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"group"	"new"	"person"	"be"	"a"	"major"	"effort"	"to"	"make"	"a"	"record"	"that"	"sound"	"like"	"a"	"real"	"orchestra"	"rather"	"than"	"a"	"copy"	"of"	"one"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"an"	"to"	"and"	"get_out"	"and_an"	"an_to"	"to_get_out"	",_and_an"	"and_an_to"	"an_to_get_out"	"to_get_out_this"	"ε"	"CC"	"DT"	"NN"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"stress"	"the"	"fact"	"that"	"clear"	"as"	"this"	"be"	"they"	"must"	"have"	"better"	"church"	"a"	"more"	"businesslike"	"conduct"	"of"	"church"	"organization"	"and"	"an"	"effort"	"to"	"get_out"	"this"	"religious"	"center"	"out_of"	"its"	"rut"	"of"	"wild"	"worship"	"into"	"a"	"modern"	"church"	"organization"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"his"	"in"	"for"	"behalf"	"for_his"	"his_in"	"in_behalf"	"death_for_his"	"for_his_in"	"his_in_behalf"	"in_behalf_of"	"NN"	"IN"	"PRP$"	"NN"	"IN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"whereas"	"person"	"has"	"cheerfully"	"risk"	"his"	"life"	"in"	"endeavor"	"to"	"deliver"	"those"	"are"	"deny"	"all"	"right"	"and"	"is"	"this"	"doom"	"to"	"suffer"	"death"	"for"	"his"	"effort"	"in"	"behalf"	"of"	"those"	"who"	"have"	"no"	"helper"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"recent"	"in"	"his"	"virginia"	"his_recent"	"recent_in"	"in_virginia"	"upon_his_recent"	"his_recent_in"	"recent_in_virginia"	"in_virginia_to"	"IN"	"PRP$"	"JJ"	"NN"	"IN"	"NN"	"TO"	"his"	"wrong"	"and"	"bereavement"	"in"	"kansas"	"occasion"	"by"	"the"	"violence"	"and"	"brutality"	"of"	"those"	"who"	"be"	"intent_on"	"the"	"propagation"	"of"	"slavery"	"in"	"that"	"territory"	"call_for"	"a"	"charitable"	"judgment"	"upon"	"recent"	"in"	"virginia"	"to"	"undermine"	"the"	"despotism"	"from"	"which"	"he"	"had"	"suffer"	"and"	"commend"	"his"	"family"	"to"	"the"	"special"	"sympathy"	"and"	"aid"	"of"	"all"	"who"	"pity"	"suffering"	"and"	"reverence"	"justice"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"earnest"	"to"	"more"	"remove"	"more_earnest"	"earnest_to"	"to_remove"	"for_more_earnest"	"more_earnest_to"	"earnest_to_remove"	"to_remove_the"	"IN"	"RB"	"JJ"	"NN"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"resolve"	"that"	"we"	"find"	"in"	"this"	"fearful"	"at"	"location"	"a"	"reason"	"for"	"more"	"earnest"	"effort"	"to"	"remove"	"the"	"evil"	"of"	"slavery"	"from"	"the"	"whole"	"land"	"as"	"speedily"	"as"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"an"	"to"	"make"	"control"	"make_an"	"an_to"	"to_control"	",_make_an"	"make_an_to"	"an_to_control"	"to_control_her"	"ε"	"VB"	"VB"	"NN"	"TO"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"see"	"your"	"fire"	"she"	"say"	"speak"	"make"	"an"	"effort"	"to"	"control"	"her"	"anger"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:02::"	"an"	"to"	"in"	"fortify"	"in_an"	"an_to"	"to_fortify"	"∅_in_an"	"in_an_to"	"an_to_fortify"	"to_fortify_himself"	"ε"	"IN"	"DT"	"NN"	"TO"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"an"	"effort"	"to"	"fortify"	"himself"	"against"	"the"	"unforeseen"	"upset"	"sure"	"to"	"arise"	"in"	"the"	"future"	"person"	"banker"	"editor"	"of"	"the"	"phoenix"	"group"	"reflect"	"upon"	"a_few"	"of"	"the"	"depressing"	"experience"	"of"	"the"	"feverish"	"fifties"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"concentrated"	"to"	","	"be"	",_concentrated"	"concentrated_to"	"to_be"	"massive_,_concentrated"	",_concentrated_to"	"concentrated_to_be"	"to_be_focus_on"	"JJ"	"ε"	"JJ"	"NN"	"TO"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"speed"	"muscle"	"growth"	"and"	"power"	"development"	"even"	"the"	"advanced"	"bodybuilder"	"because"	"each"	"hip"	"and"	"leg"	"exercise"	"thus"	"enable"	"a"	"massive"	"concentrated"	"effort"	"to"	"be"	"focus_on"	"each"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"football"	"were"	"freshman"	"hamper"	"freshman_football"	"football_were"	"were_hamper"	"his_freshman_football"	"freshman_football_were"	"football_were_hamper"	"were_hamper_by"	"PRP$"	"NN"	"NN"	"NN"	"VBD"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"come"	"to"	"texas"	"but"	"his"	"freshman"	"football"	"effort"	"were"	"hamper"	"by"	"a"	"knee"	"injury"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"splendid"	"against"	"another"	"denver"	"another_splendid"	"splendid_against"	"against_denver"	"turn_in_another_splendid"	"another_splendid_against"	"splendid_against_denver"	"against_denver_,"	"VB"	"JJ"	"JJ"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"have"	"a"	"thing"	"or"	"two"	"to"	"mutter"	"about"	"for"	"the"	"dallas"	"defensive"	"unit"	"turn_in"	"another"	"splendid"	"effort"	"against"	"denver"	"and"	"the"	"group"	"be"	"able"	"to"	"whip"	"the"	"dangerous"	"group"	"without"	"the"	"fullback"	"of"	"a"	"top"	"star"	"person"	"though"	"he"	"did"	"the"	"team"	"place-kicking"	"while"	"nurse"	"a"	"knee"	"injury"	"0"	"0"	"0"	"0"	
