"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"
"1:12:00::"	"of"	"."	"face"	"∅"	"face_of"	"of_."	"._∅"	"and_face_of"	"face_of_."	"of_._∅"	"._∅_∅"	"CC"	"NN"	"IN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"first"	"rattle"	"of"	"the"	"machine_gun"	"at"	"in"	"the"	"evening"	"roused"	"me"	"the"	"varied"	"voice"	"and"	"face"	"of"	"fear"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:12:00::"	"with"	"and"	"beaten"	"sound"	"beaten_with"	"with_and"	"and_sound"	"∅_beaten_with"	"beaten_with_and"	"with_and_sound"	"and_sound_and"	"ε"	"JJ"	"IN"	"NN"	"CC"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"fear"	"and"	"sound"	"and"	"wet"	"and"	"chill"	"they"	"crawl"	"to"	"the"	"hurricane_deck"	"and"	"look"	"out"	"haggardly"	"at"	"a"	"world"	"of"	"water"	"that"	"reach"	"clear"	"to"	"the"	"surrounding"	"hills"	
"1:12:00::"	"and"	","	"want"	"seem"	"want_and"	"and_,"	",_seem"	"from_want_and"	"want_and_,"	"and_,_seem"	",_seem_a"	"IN"	"NN"	"CC"	"NN"	"ε"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"socialism"	"implicit_in"	"the"	"slogan"	"of"	"roosevelt"	"revolution"	"freedom"	"from"	"want"	"and"	"fear"	"seem"	"a"	"far"	"cry"	"from"	"the"	"individualism"	"of"	"the"	"first_amendment"	"to"	"the"	"constitution"	"or"	"of"	"the"	"jacksonian"	"frontier"	"0"	"0"	"0"	"0"	
"1:12:00::"	"and"	"-"	"want"	"out"	"want_and"	"and_-"	"-_out"	"rationalize_want_and"	"want_and_-"	"and_-_out"	"-_out_of"	"VB"	"NN"	"CC"	"NN"	"ε"	"IN"	"IN"	"will"	"recall"	"that"	"the"	"still"	"confident"	"liberal"	"of"	"the"	"person"	"administration"	"gather"	"with"	"western"	"utopian"	"in"	"san_francisco"	"to"	"set_up"	"the"	"legal"	"framework"	"finally"	"and"	"at_last"	"to"	"rationalize"	"war"	"to"	"rationalize"	"want"	"fear"	"out"	"of"	"the"	"world"	"the"	"united_nations"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:03::"	"and"	"that"	","	"their"	",_and"	"and_that"	"that_their"	"''_,_and"	",_and_that"	"and_that_their"	"that_their_success"	"ε"	"ε"	"CC"	"VB"	"IN"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"too"	"many"	"husband"	"person"	"continue"	"worry"	"about"	"how"	"they"	"do"	"and"	"fear"	"that"	"their"	"success"	"depend_on"	"some"	"trick"	"or"	"technique"	"of"	"sexual"	"play"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:12:01::"	"the"	"that"	"in"	"he"	"in_the"	"the_that"	"that_he"	"hour_in_the"	"in_the_that"	"the_that_he"	"that_he_might"	"NN"	"IN"	"DT"	"NN"	"IN"	"PRP"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"had"	"skip"	"lunch"	"hour"	"in"	"the"	"fear"	"that"	"he"	"might"	"call"	"while"	"she"	"be"	"out"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:02::"	"i"	"''"	","	"."	",_i"	"i_''"	"''_."	"arrest_,_i"	",_i_''"	"i_''_."	"''_._∅"	"NN"	"ε"	"PRP"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"more"	"arrest"	"fear"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:12:00::"	"and"	"and"	"confusion"	"then"	"confusion_and"	"and_and"	"and_then"	"sudden_confusion_and"	"confusion_and_and"	"and_and_then"	"and_then_the"	"JJ"	"NN"	"CC"	"NN"	"RB"	"RB"	"DT"	"second"	"scene"	"flash"	"before"	"his"	"mind"	"the"	"interior"	"of"	"the"	"garage"	"at"	"the"	"new"	"house"	"and"	"the"	"young"	"person"	"girl"	"turn"	"startled"	"to"	"meet"	"him"	"the"	"dim"	"dark"	"and"	"the"	"sudden"	"and"	"fear"	"and"	"then"	"the"	"brightness"	"as"	"person"	"had"	"click"	"on"	"the"	"light"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:03::"	"to"	"that"	"begin"	"he"	"begin_to"	"to_that"	"that_he"	"admirer_begin_to"	"begin_to_that"	"to_that_he"	"that_he_will"	"NN"	"VB"	"TO"	"VB"	"IN"	"PRP"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"time"	"is"	"run_out"	"and"	"stravinsky"	"admirer"	"begin"	"to"	"fear"	"that"	"he"	"will"	"never"	"find"	"terra_firma"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:12:00::"	"through"	"of"	"line"	"him"	"line_through"	"through_of"	"of_him"	"in_line_through"	"line_through_of"	"through_of_him"	"of_him_."	"VB"	"NN"	"IN"	"NN"	"IN"	"PRP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"word"	"reach"	"the"	"company"	"that"	"the"	"man"	"behind"	"depredation"	"be"	"person"	"a"	"man"	"with"	"many"	"follower"	"include"	"number"	"who"	"were"	"keep"	"in"	"line"	"through"	"fear"	"of"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:12:00::"	"'s"	"are"	"voltaire"	"once_again"	"voltaire_'s"	"'s_are"	"are_once_again"	",_voltaire_'s"	"voltaire_'s_are"	"'s_are_once_again"	"are_once_again_arouse"	"ε"	"NN"	"POS"	"NN"	"VBP"	"RB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"finally"	"the"	"two"	"bedraggled"	"man"	"their"	"friend"	"home"	"voltaire"	"fear"	"are"	"once_again"	"arouse"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:03::"	"citizen"	"that"	"local"	"there"	"local_citizen"	"citizen_that"	"that_there"	"many_local_citizen"	"local_citizen_that"	"citizen_that_there"	"that_there_would"	"JJ"	"JJ"	"NN"	"VB"	"IN"	"EX"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"many"	"citizen"	"fear"	"that"	"there"	"would"	"be"	"irregularity"	"at"	"the"	"polls"	"and"	"person"	"get"	"himself"	"a"	"permit"	"to"	"carry"	"a"	"gun"	"and"	"promise"	"an"	"orderly"	"election"	"0"	"0"	"0"	"0"	
"1:12:00::"	"and"	"."	"understanding"	"∅"	"understanding_and"	"and_."	"._∅"	"scientific_understanding_and"	"understanding_and_."	"and_._∅"	"._∅_∅"	"JJ"	"NN"	"CC"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"want"	"therefore"	"to"	"discuss"	"a"	"second"	"and"	"quite"	"different"	"of"	"science"	"the"	"connection"	"between"	"scientific"	"understanding"	"and"	"fear"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:12:00::"	"human"	","	"on"	"but"	"on_human"	"human_,"	",_but"	"enlarge_on_human"	"on_human_,"	"human_,_but"	",_but_there"	"VB"	"VB"	"JJ"	"NN"	"ε"	"CC"	"EX"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"be"	"certainly"	"not"	"adequately"	"to"	"describe"	"or"	"enlarge"	"on"	"human"	"fear"	"but"	"there"	"be"	"certain"	"feature"	"of"	"the"	"fear"	"dispel"	"by"	"scientific"	"explanation"	"that"	"stand_out"	"quite"	"clearly"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:12:00::"	"the"	"dispel"	"of"	"by"	"of_the"	"the_dispel"	"dispel_by"	"feature_of_the"	"of_the_dispel"	"the_dispel_by"	"dispel_by_scientific"	"NN"	"IN"	"DT"	"NN"	"VB"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"be"	"certainly"	"not"	"adequately"	"train"	"to"	"describe"	"or"	"enlarge"	"human"	"fear"	"but"	"there"	"be"	"certain"	"feature"	"of"	"the"	"fear"	"dispel"	"by"	"scientific"	"explanation"	"that"	"stand_out"	"quite"	"clearly"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:12:00::"	"of"	"that"	"kind"	"a"	"kind_of"	"of_that"	"that_a"	"the_kind_of"	"kind_of_that"	"of_that_a"	"that_a_young"	"DT"	"NN"	"RB"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"think"	"that"	"we"	"are"	"also"	"talk_about"	"the"	"kind"	"of"	"fear"	"that"	"a"	"young"	"boy"	"have"	"for"	"a"	"group"	"of"	"boy"	"who"	"are"	"approach"	"at"	"night"	"along"	"the"	"street"	"of"	"a"	"large"	"city"	"0"	
"1:12:00::"	"our"	"of"	"dispel"	"the"	"dispel_our"	"our_of"	"of_the"	"which_dispel_our"	"dispel_our_of"	"our_of_the"	"of_the_cosmos"	"WDT"	"VB"	"PRP$"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"achievement"	"dispel"	"our"	"fear"	"of"	"the"	"cosmos"	"take_place"	"three"	"century"	"ago"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:12:00::"	"its"	"."	"and"	"∅"	"and_its"	"its_."	"._∅"	"procedure_and_its"	"and_its_."	"its_._∅"	"._∅_∅"	"NN"	"CC"	"PRP$"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"apparently"	"the"	"population"	"as_a_whole"	"eventually"	"acquire"	"enough"	"confidence"	"in"	"explanation"	"of"	"the"	"scientist"	"to"	"modify"	"its"	"procedure"	"and"	"its"	"fear"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:12:00::"	"of"	"through"	"reduction"	"understanding"	"reduction_of"	"of_through"	"through_understanding"	"the_reduction_of"	"reduction_of_through"	"of_through_understanding"	"through_understanding_is"	"DT"	"NN"	"IN"	"NN"	"IN"	"NN"	"VBZ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"perhaps"	"the"	"most"	"illuminating"	"of"	"the"	"reduction"	"of"	"fear"	"through"	"understanding"	"is"	"derive"	"from"	"our"	"increased"	"knowledge"	"of"	"the"	"nature"	"of"	"disease"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:12:00::"	"and"	"fuse"	"anger"	"in"	"anger_and"	"and_fuse"	"fuse_in"	"∅_anger_and"	"anger_and_fuse"	"and_fuse_in"	"fuse_in_person"	"ε"	"NN"	"CC"	"NN"	"VB"	"IN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"fear"	"fuse"	"in"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
