"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"
"2:30:00::"	"circuit"	"a"	"cocktail"	"practical_joke"	"cocktail_circuit"	"circuit_a"	"a_practical_joke"	"the_cocktail_circuit"	"cocktail_circuit_a"	"circuit_a_practical_joke"	"a_practical_joke_."	"DT"	"NN"	"NN"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"seem"	"so"	"anxious"	"to"	"go"	"on"	"the"	"that"	"some"	"of"	"her"	"friends"	"in"	"the"	"cocktail"	"circuit"	"set_up"	"a"	"practical_joke"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:04::"	"had"	"her"	"pulley"	"up"	"pulley_had"	"had_her"	"her_up"	"∅_pulley_had"	"pulley_had_her"	"had_her_up"	"her_up_at"	"ε"	"NNP"	"VBD"	"VB"	"PRP"	"IN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"had"	"set_up"	"her"	"up"	"at"	"the"	"semiramis_hotel"	"but"	"she"	"grow"	"impatient"	"wait"	"for"	"a"	"royal"	"reception"	"and"	"move"	"to"	"a"	"luxurious"	"apartment"	"to_which"	"the"	"royal"	"pimp"	"have"	"no"	"key"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"be"	"cdc"	","	"units"	",_be"	"be_cdc"	"cdc_units"	"add_,_be"	",_be_cdc"	"be_cdc_units"	"cdc_units_in"	"VB"	"ε"	"VB"	"VB"	"NNP"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"biggest"	"organizational"	"problem"	"add"	"be"	"set_up"	"cdc"	"units"	"in"	"rock-ribbed"	"democratic"	"territory"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:02::"	"might"	"a"	"you"	"dress_shop"	"you_might"	"might_a"	"a_dress_shop"	"``_you_might"	"you_might_a"	"might_a_dress_shop"	"a_dress_shop_in"	"ε"	"PRP"	"MD"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"set_up"	"a"	"dress_shop"	"in"	"the"	"living_room"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:02::"	"we"	"schools"	","	"for"	",_we"	"we_schools"	"schools_for"	"war_,_we"	",_we_schools"	"we_schools_for"	"schools_for_the"	"NN"	"ε"	"PRP"	"VB"	"NNS"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"during"	"the"	"we"	"set_up"	"schools"	"for"	"the"	"teaching"	"of"	"psychological_warfare"	"which"	"include"	"the"	"teaching"	"of"	"propaganda"	"both"	"black_and_white"	"and"	"the"	"various"	"shades"	"of"	"grey"	"in_between"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:02::"	"be"	"soon"	"may"	"."	"may_be"	"be_soon"	"soon_."	"dade_county_auditorium_may_be"	"may_be_soon"	"be_soon_."	"soon_._∅"	"NNP"	"MD"	"VB"	"VB"	"RB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"response"	"to"	"the"	"program"	"has"	"be"	"so"	"encouraging"	"kern"	"say"	"a"	"city-wide"	"youth"	"school"	"at"	"dade_county_auditorium"	"may"	"be"	"set_up"	"soon"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:02::"	"to"	"an"	"ask"	"election"	"ask_to"	"to_an"	"an_election"	"been_ask_to"	"ask_to_an"	"to_an_election"	"an_election_to"	"VBN"	"VB"	"TO"	"VB"	"DT"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sydney_larson"	"a"	"staff"	"representative"	"for"	"the"	"united_steel"	"workers"	"which"	"the"	"firm"	"workers"	"join"	"before"	"strike"	"say"	"the"	"state"	"labor"	"relations"	"has"	"been"	"ask"	"to"	"set_up"	"an"	"election"	"to"	"pick"	"a"	"bargaining"	"agent"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:established:00"	"to"	"the"	"san_francisco"	"legal"	"san_francisco_to"	"to_the"	"the_legal"	"in_san_francisco_to"	"san_francisco_to_the"	"to_the_legal"	"the_legal_framework"	"IN"	"NN"	"TO"	"JJ"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"will"	"recall"	"that"	"the"	"still"	"confident"	"liberal"	"of"	"person"	"administration"	"gather"	"with"	"western"	"utopian"	"in"	"san_francisco"	"to"	"set_up"	"the"	"legal"	"framework"	"finally"	"and"	"at_last"	"to"	"rationalize"	"war"	"to"	"rationalize"	"want"	"and"	"fear"	"out"	"of"	"the"	"world"	"the"	"united_nations"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:02::"	"before"	"or"	"be"	"revamp"	"be_before"	"before_or"	"or_revamp"	"goal_be_before"	"be_before_or"	"before_or_revamp"	"or_revamp_your"	"NN"	"VB"	"IN"	"VB"	"CC"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"consider"	"what"	"you"	"can"	"afford"	"to"	"and"	"what"	"your"	"goal"	"be"	"before"	"set_up"	"or"	"revamp"	"your"	"employee"	"benefit"	"program"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:established:00"	"n't"	"extravagant"	"do"	"fringe_benefit"	"do_n't"	"n't_extravagant"	"extravagant_fringe_benefit"	",_do_n't"	"do_n't_extravagant"	"n't_extravagant_fringe_benefit"	"extravagant_fringe_benefit_just"	"ε"	"VBP"	"RB"	"JJ"	"JJ"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"above_all"	"n't"	"set_up"	"extravagant"	"fringe_benefit"	"just"	"to"	"buy"	"employee"	"good_will"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"was"	"a"	"family"	"camp"	"family_was"	"was_a"	"a_camp"	"person_family_was"	"family_was_a"	"was_a_camp"	"a_camp_nearby"	"NNP"	"NN"	"VBD"	"VB"	"DT"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"family"	"was"	"set_up"	"a"	"camp"	"nearby"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"is"	","	"situation"	"and"	"situation_is"	"is_,"	",_and"	"evaluative_situation_is"	"situation_is_,"	"is_,_and"	",_and_no"	"JJ"	"NN"	"VBZ"	"VB"	"ε"	"CC"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"an"	"situation"	"is"	"set_up"	"and"	"no"	"concern"	"be"	"with"	"the"	"detail"	"that"	"lead"	"to"	"an"	"overall"	"estimate"	"we"	"say"	"that"	"roleplaying"	"is"	"use"	"for"	"evaluation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"be"	"as"	"to"	"a"	"to_be"	"be_as"	"as_a"	"sawhorse_to_be"	"to_be_as"	"be_as_a"	"as_a_barricade"	"NN"	"TO"	"VB"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at"	"two"	"hotel"	"doorman"	"come"	"thump"	"down"	"the"	"carry"	"a"	"sawhorse"	"to"	"be"	"set_up"	"as"	"a"	"barricade"	"in_front_of"	"the"	"haberdashery_store"	"window"	"next"	"to"	"the"	"entranceway"	"and"	"as"	"i"	"watch"	"them"	"in"	"their"	"gaudy"	"red"	"coat"	"that"	"nearly"	"scrape"	"the"	"ground"	"their"	"golden"	"fringed"	"epaulet"	"and"	"spic"	"red"	"visored"	"cap"	"i"	"suddenly"	"see"	"just"	"over"	"their"	"shoulder"	"person"	"gracefully"	"make_one's_way"	"her"	"way"	"through"	"the"	"crowd"	
