"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"
"2:31:00::"	"entourage"	"for"	"his"	"the"	"his_entourage"	"entourage_for"	"for_the"	"and_his_entourage"	"his_entourage_for"	"entourage_for_the"	"for_the_returns"	"CC"	"PRP$"	"NN"	"VB"	"VB"	"DT"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"author"	"begin"	"this"	"volume"	"with"	"a"	"of"	"mr._kennedy"	"his"	"family"	"and"	"his"	"entourage"	"wait"	"for"	"the"	"returns"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"but"	"."	"do"	"∅"	"do_but"	"but_."	"._∅"	"could_do_but"	"do_but_."	"but_._∅"	"._∅_∅"	"MD"	"VB"	"CC"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"was"	"nothing"	"could"	"do"	"but"	"wait"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"except"	"for"	"do"	"my"	"do_except"	"except_for"	"for_my"	"to_do_except"	"do_except_for"	"except_for_my"	"for_my_forms"	"TO"	"VB"	"IN"	"VB"	"VB"	"PRP$"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"have"	"nothing"	"to"	"do"	"except"	"wait"	"for"	"my"	"forms"	"to"	"be"	"process"	"i"	"give"	"myself"	"over"	"to"	"speculations"	"concern"	"the"	"hall"	"itself"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"who"	"until"	"man"	"the"	"man_who"	"who_until"	"until_the"	"business_man_who"	"man_who_until"	"who_until_the"	"until_the_last"	"NN"	"NN"	"WP"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mr._george_hough"	"oct."	"sound"	"like"	"a"	"man"	"who"	"wait"	"until"	"the"	"last"	"minute"	"to"	"leave"	"his"	"home"	"or"	"shop"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"barton"	"for"	"∅"	"a"	"∅_barton"	"barton_for"	"for_a"	"∅_∅_barton"	"∅_barton_for"	"barton_for_a"	"for_a_long"	"ε"	"ε"	"NNP"	"VB"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"wait"	"for"	"a"	"long"	"moment"	"then"	"ask"	"the"	"question"	"which"	"lie"	"always"	"uppermost"	"in"	"his"	"mind"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"he"	"with"	","	"his"	",_he"	"he_with"	"with_his"	"them_,_he"	",_he_with"	"he_with_his"	"with_his_winchester"	"PRP"	"ε"	"PRP"	"VB"	"IN"	"PRP$"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"reach"	"the"	"house"	"of"	"them"	"he"	"wait"	"with"	"his"	"winchester"	"in"	"his"	"hands"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"of"	"for"	"instead"	"a"	"instead_of"	"of_for"	"for_a"	"lawyer_instead_of"	"instead_of_for"	"of_for_a"	"for_a_lawyer"	"NN"	"RB"	"IN"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"right"	"to"	"leave"	"the"	"hoosegow"	"time"	"to"	"see"	"a"	"lawyer"	"instead"	"of"	"wait"	"for"	"a"	"lawyer"	"to"	"make"	"a"	"trip"	"to"	"the"	"prison"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"and"	"till"	"him"	"the"	"him_and"	"and_till"	"till_the"	"follow_him_and"	"him_and_till"	"and_till_the"	"till_the_courthouse"	"VB"	"PRP"	"CC"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"whoever"	"it"	"be"	"had"	"mean"	"to"	"shut_up"	"up"	"in"	"here"	"had"	"follow"	"him"	"and"	"wait"	"till"	"the"	"courthouse"	"and"	"square"	"be"	"deserted"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"she"	"for"	"where"	"nine"	"where_she"	"she_for"	"for_nine"	"cairo_where_she"	"where_she_for"	"she_for_nine"	"for_nine_months"	"NNP"	"WRB"	"PRP"	"VB"	"VB"	"CD"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"no"	"believer"	"in"	"the"	"traditional"	"devotion"	"of"	"royal"	"servitors"	"the"	"plump"	"pulley"	"break"	"the"	"language_barrier"	"and"	"lure"	"to"	"cairo"	"where"	"she"	"wait"	"for"	"nine"	"months"	"vainly"	"hope"	"to"	"see"	"farouk"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"impatient"	"for"	"grow"	"a"	"grow_impatient"	"impatient_for"	"for_a"	"she_grow_impatient"	"grow_impatient_for"	"impatient_for_a"	"for_a_royal"	"PRP"	"VB"	"JJ"	"VB"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"pulley"	"had"	"set_up"	"her"	"up"	"at"	"semiramis_hotel"	"but"	"she"	"grow"	"impatient"	"wait"	"for"	"a"	"royal"	"reception"	"and"	"move"	"to"	"a"	"luxurious"	"apartment"	"to_which"	"the"	"royal"	"pimp"	"have"	"no"	"key"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"just"	"for"	"quick"	"an"	"quick_just"	"just_for"	"for_an"	"the_quick_just"	"quick_just_for"	"just_for_an"	"for_an_invitation"	"DT"	"JJ"	"RB"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"no"	"directives"	"from"	"central"	"be"	"scarcely"	"a"	"cause"	"for"	"regret"	"but"	"there"	"happen"	"to"	"be"	"eight"	"guys"	"bite"	"fingernails"	"to"	"the"	"just"	"wait"	"for"	"an"	"invitation"	"to"	"board"	"you"	"you"	"beautiful"	"thing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"is"	"for"	"car"	"you"	"car_is"	"is_for"	"for_you"	"'s_car_is"	"car_is_for"	"is_for_you"	"for_you_at"	"POS"	"NN"	"VBZ"	"VB"	"VB"	"PRP"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mr."	"wycoff"	"is"	"wait"	"for"	"you"	"at"	"the"	"east"	"entrance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"to"	"for"	"need"	"a"	"need_to"	"to_for"	"for_a"	"no_need_to"	"need_to_for"	"to_for_a"	"for_a_missile"	"DT"	"NN"	"VB"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"would"	"be"	"even"	"more"	"valuable"	"because"	"same"	"aircraft"	"could"	"immediately"	"destroy"	"any"	"it"	"discover"	"no"	"need"	"to"	"wait"	"for"	"a"	"missile"	"to"	"come"	"all_the_way"	"from"	"the"	"united_states"	"with"	"the"	"chance"	"that"	"the"	"target"	"if"	"it"	"be"	"mobile"	"would"	"be"	"gone"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"for"	"moment"	"comfort"	"moment_,"	",_for"	"for_comfort"	"impatient_moment_,"	"moment_,_for"	",_for_comfort"	"for_comfort_which"	"JJ"	"NN"	"ε"	"VB"	"VB"	"NN"	"WDT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"after"	"the"	"impatient"	"moment"	"wait"	"for"	"comfort"	"which"	"could"	"not"	"come"	"she"	"slip"	"out_of_bed"	"and"	"go"	"to"	"the"	"open"	"window"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"and"	"for"	"cottage"	"the"	"cottage_and"	"and_for"	"for_the"	"a_cottage_and"	"cottage_and_for"	"and_for_the"	"for_the_sun"	"DT"	"NN"	"CC"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"an"	"old_man"	"sit"	"against"	"the"	"of"	"a"	"cottage"	"and"	"wait"	"for"	"the"	"sun"	"to"	"find"	"him"	"give"	"her"	"a"	"more_than"	"reflective"	"look"	"as"	"she"	"pass"	"the"	"sap"	"still"	"plainly"	"rise"	"in"	"his"	"branches"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"cab"	"for"	"a"	"me"	"a_cab"	"cab_for"	"for_me"	"was_a_cab"	"a_cab_for"	"cab_for_me"	"for_me_here"	"VB"	"DT"	"NN"	"VB"	"VB"	"PRP"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"marty"	"smile"	"at"	"squire"	"pleasantly"	"and"	"there"	"was"	"a"	"cab"	"wait"	"for"	"me"	"here"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"for"	"there"	"them"	"there_,"	",_for"	"for_them"	"stand_there_,"	"there_,_for"	",_for_them"	"for_them_,"	"VB"	"EX"	"ε"	"VB"	"VB"	"PRP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"stumble"	"to"	"the"	"middle"	"of"	"road"	"and"	"simply"	"stand"	"there"	"wait"	"for"	"them"	"a"	"perfect"	"target"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"scientist"	"while"	"the"	"the"	"the_scientist"	"scientist_while"	"while_the"	",_the_scientist"	"the_scientist_while"	"scientist_while_the"	"while_the_bomber"	"ε"	"DT"	"NN"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"squeezed"	"into"	"the"	"few"	"cubic_feet"	"normally"	"filled"	"by"	"rocket"	"automatic"	"guidance"	"mechanism"	"the"	"scientist"	"wait"	"while"	"the"	"bomber"	"gain"	"altitude"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"were"	"with_impatience"	"cynics"	"for"	"cynics_were"	"were_with_impatience"	"with_impatience_for"	"these_cynics_were"	"cynics_were_with_impatience"	"were_with_impatience_for"	"with_impatience_for_the"	"DT"	"NNS"	"VBD"	"VB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"know"	"that"	"these"	"cynics"	"were"	"wait"	"with_impatience"	"for"	"the"	"dramatic"	"moment"	"when"	"viola"	"was"	"call"	"to"	"the"	"stand"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"as_well"	"here"	"might"	"while"	"might_as_well"	"as_well_here"	"here_while"	"you_might_as_well"	"might_as_well_here"	"as_well_here_while"	"here_while_i"	"PRP"	"MD"	"RB"	"VB"	"RB"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"as_well"	"wait"	"here"	"while"	"i"	"gone"	"so"	"you"	"can"	"use"	"my"	"shower"	"if"	"you"	"like"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"been"	"."	"had"	"∅"	"had_been"	"been_."	"._∅"	"it_had_been"	"had_been_."	"been_._∅"	"._∅_∅"	"PRP"	"VBD"	"VBN"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"slam"	"his"	"throttle"	"to"	"the"	"firewall"	"and"	"ram"	"up"	"rpm"	"and"	"the"	"engine"	"respond"	"if"	"it"	"had"	"been"	"wait"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
