"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"
"2:39:00::"	"individually"	"determined"	"realtors"	"to"	"realtors_individually"	"individually_determined"	"determined_to"	"most_realtors_individually"	"realtors_individually_determined"	"individually_determined_to"	"determined_to_avoid"	"RBS"	"NNS"	"RB"	"VB"	"JJ"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"states"	"that"	"have"	"pass"	"laws"	"prevent"	"discrimination"	"in"	"the"	"sale"	"or"	"rental"	"of"	"housing"	"support"	"by"	"real_estate"	"associations"	"for"	"compliance"	"and"	"broadened"	"coverage"	"through"	"additional"	"legislation"	"could"	"help"	"remove"	"the"	"label"	"of"	"social"	"that"	"most"	"realtors"	"individually"	"seem"	"determined"	"to"	"avoid"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	","	"hong_kong"	"23"	"oriental"	"23_,"	",_hong_kong"	"hong_kong_oriental"	",_23_,"	"23_,_hong_kong"	",_hong_kong_oriental"	"hong_kong_oriental_but"	"ε"	"CD"	"ε"	"VB"	"NNP"	"JJ"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"jemela"	"surname"	"gerby"	"seem"	"oriental"	"but"	"have"	"a"	"spanish"	"father"	"and"	"an"	"indian"	"mother"	"be_born"	"in"	"america"	"and"	"educate"	"at"	"holy_cross_academy"	"and"	"textile"	"high_school"	"say"	"she"	"learn"	"belly_dancing"	"at"	"family"	"picnics"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"boy-meets-girl"	"more"	","	"adorable"	",_boy-meets-girl"	"boy-meets-girl_more"	"more_adorable"	"that_is_,_boy-meets-girl"	",_boy-meets-girl_more"	"boy-meets-girl_more_adorable"	"more_adorable_if"	"RB"	"ε"	"NN"	"VB"	"RBR"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"american"	"romance"	"almost"	"nothing"	"rate"	"higher"	"than"	"what"	"the"	"movie"	"have"	"call"	"meeting"	"cute"	"that_is"	"boy-meets-girl"	"seem"	"more"	"adorable"	"if"	"it"	"does"	"n't"	"take_place"	"in"	"an"	"atmosphere"	"of"	"correct"	"and"	"acute"	"boredom"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"which"	","	"things"	"at_times"	"things_which"	"which_,"	",_at_times"	"familiar_things_which"	"things_which_,"	"which_,_at_times"	",_at_times_,"	"JJ"	"NNS"	"WDT"	"VB"	"ε"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"judy"	"sing"	"the"	"old"	"familiar"	"things"	"which"	"seem"	"at_times"	"a"	"blessed"	"relief"	"from"	"the"	"way-out"	"compositions"	"of"	"the"	"progressive"	"jazzmen"	"who"	"have"	"dominate"	"these"	"proceedings"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"have"	"nothing"	"would"	"more_than"	"would_have"	"have_nothing"	"nothing_more_than"	"haggling_would_have"	"would_have_nothing"	"have_nothing_more_than"	"nothing_more_than_a"	"NN"	"MD"	"VB"	"VB"	"NN"	"RB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"her"	"partisan"	"audience"	"picayune"	"haggling"	"would"	"have"	"seem"	"nothing"	"more_than"	"a"	"critic"	"strive"	"to"	"hold"	"his"	"franchise"	"they"	"just"	"sit_back"	"on"	"their"	"haunches"	"and"	"cry"	"for"	"more"	"as"	"though"	"they"	"could"	"never"	"get"	"enough"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"do"	"far"	"it"	"more"	"it_do"	"do_far"	"far_more"	"what_it_do"	"it_do_far"	"do_far_more"	"far_more_meaningful"	"WP"	"PRP"	"VB"	"VB"	"RB"	"RBR"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mulligan"	"band"	"has"	"been"	"infect"	"with"	"his"	"solid"	"of"	"swing"	"and"	"what"	"it"	"do"	"seem"	"far"	"more"	"meaningful"	"than"	"most_of"	"the"	"noise"	"generate"	"by"	"the"	"big"	"concert"	"aggregations"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"which"	"to"	","	"have"	",_which"	"which_to"	"to_have"	"''_,_which"	",_which_to"	"which_to_have"	"to_have_been"	"ε"	"ε"	"WDT"	"VB"	"TO"	"VB"	"VBN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"of"	"those"	"delightful"	"surprise"	"additions"	"which"	"so"	"frequently"	"occur"	"in"	"jazz"	"programs"	"be"	"an"	"excellent"	"stint"	"at"	"the"	"drums"	"the"	"great"	"joe_jones"	"drum"	"to"	"old_man"	"river"	"which"	"seem"	"to"	"have"	"been"	"elect"	"the"	"favorite"	"solo"	"for"	"the"	"boys"	"on"	"the"	"batterie"	"at"	"this"	"year"	"concerts"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"it"	"as"	"war"	"pro_forma"	"war_it"	"it_as"	"as_pro_forma"	"guerrilla_war_it"	"war_it_as"	"it_as_pro_forma"	"as_pro_forma_as"	"NN"	"NN"	"PRP"	"VB"	"RB"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"senate"	"launch"	"the"	"th"	"congress"	"with"	"its"	"own"	"version"	"of"	"an"	"ancient"	"battle"	"but"	"in"	"contrast"	"with"	"the"	"house"	"guerrilla"	"war"	"it"	"seem"	"as"	"pro_forma"	"as"	"a"	"capitol"	"guide"	"speech"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"it"	"an"	"∅"	"almost"	"∅_it"	"it_an"	"an_almost"	"∅_∅_it"	"∅_it_an"	"it_an_almost"	"an_almost_impossible"	"ε"	"ε"	"PRP"	"VB"	"DT"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"seem"	"an"	"almost"	"impossible"	"job"	"for"	"miss_rogers"	"to"	"select"	"winners"	"from"	"the"	"juniors"	"enter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"roads"	"clearly"	"these"	"upward"	"these_roads"	"roads_clearly"	"clearly_upward"	"on_these_roads"	"these_roads_clearly"	"roads_clearly_upward"	"clearly_upward_."	"IN"	"DT"	"NNS"	"VB"	"RB"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"long-term"	"trend"	"of"	"on"	"these"	"roads"	"seem"	"clearly"	"upward"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"problem"	","	"the"	"at_best"	"the_problem"	"problem_,"	",_at_best"	"of_the_problem"	"the_problem_,"	"problem_,_at_best"	",_at_best_,"	"IN"	"DT"	"NN"	"VB"	"ε"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"since"	"an"	"objective"	"viewer"	"might"	"well"	"conclude"	"that"	"this"	"be"	"not"	"a"	"that"	"would"	"often"	"arise"	"the"	"film"	"extensive"	"discussion"	"of"	"the"	"problem"	"seem"	"at_best"	"superfluous"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"it"	"any"	"make"	"less"	"make_it"	"it_any"	"any_less"	"not_make_it"	"make_it_any"	"it_any_less"	"any_less_long"	"RB"	"VB"	"VB"	"VB"	"DT"	"RBR"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"be"	"reasonably"	"sure"	"of"	"the"	"reason"	"for"	"the"	"pause"	"however"	"did"	"not"	"make"	"it"	"seem"	"any"	"less"	"long"	"to"	"jack"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
