"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"
"2:30:00::"	"to"	"the"	"in_order"	"implication"	"in_order_to"	"to_the"	"the_implication"	"∅_in_order_to"	"in_order_to_the"	"to_the_implication"	"the_implication_of"	"ε"	"RB"	"RB"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"make"	"the"	"implication"	"of"	"our"	"position"	"clear"	"as"	"possible"	"may"	"develop"	"this"	"argument"	"at"	"greater"	"length"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"that"	"communication"	"process"	":"	"process_that"	"that_communication"	"communication_:"	"three-part_process_that"	"process_that_communication"	"that_communication_:"	"communication_:_("	"JJ"	"NN"	"WDT"	"VB"	"NN"	"ε"	"ε"	"early"	"smith"	"together"	"with"	"his"	"distinguished"	"colleague"	"george_trager"	"so"	"austerely"	"academic"	"he"	"sometimes"	"fight"	"his"	"own"	"evident"	"charm"	"and"	"a"	"third"	"man"	"with"	"the"	"engaging"	"name"	"of"	"birdwhistell"	"ray"	"agree"	"on"	"some"	"basic"	"premises"	"about"	"the"	"three-part"	"process"	"that"	"communication"	"words"	"or"	"language"	"paralanguage"	"a"	"set"	"of"	"phenomena"	"include"	"laughing"	"weeping"	"voice"	"breaks"	"and"	"tone"	"of"	"voice"	"and"	"kinesics"	"the"	"technical"	"name"	"for"	"gestures"	"facial_expressions"	"and"	"body"	"shifts"	"nod"	"or"	"shake"	"the"	"head"	"talk"	"with"	"one"	"hands"	"et"	"cetera"	"0"	"0"	"0"	"0"	
"2:30:00::"	"secession"	"the"	"of"	"issue"	"of_secession"	"secession_the"	"the_issue"	"act_of_secession"	"of_secession_the"	"secession_the_issue"	"the_issue_for"	"NN"	"IN"	"NN"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"lincoln"	"see"	"that"	"act"	"of"	"secession"	"make"	"the"	"issue"	"for"	"the"	"union"	"a"	"vital"	"one"	"whether"	"it"	"be"	"a"	"union"	"of"	"sovereign"	"citizens"	"that"	"should"	"continue"	"to"	"live"	"or"	"an"	"association"	"of"	"sovereign"	"states"	"that"	"must"	"fall"	"prey"	"either"	"to"	"anarchy"	"or"	"despotism"	"0"	"0"	"0"	"0"	
"2:30:00::"	"-"	"the"	"liberty"	"conflict"	"liberty_-"	"-_the"	"the_conflict"	"individual_liberty_-"	"liberty_-_the"	"-_the_conflict"	"the_conflict_grimmer"	"JJ"	"NN"	"ε"	"VB"	"DT"	"NN"	"RBR"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"fact"	"that"	"the"	"americans"	"who"	"uphold"	"the"	"sovereignty"	"of"	"their"	"states"	"do"	"this"	"keep"	"many_of"	"their"	"people"	"more"	"securely"	"in"	"slavery"	"the"	"antithesis"	"of"	"individual"	"liberty"	"make"	"the"	"conflict"	"grimmer"	"and"	"the"	"greater"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"guest"	"and"	"drifting"	"break"	"drifting_guest"	"guest_and"	"and_break"	"the_drifting_guest"	"drifting_guest_and"	"guest_and_break"	"and_break_connection"	"DT"	"JJ"	"NN"	"VB"	"CC"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"the"	"occasion"	"on"	"which"	"everyone"	"already"	"know"	"everyone"	"else"	"and"	"the"	"host"	"wish"	"them"	"to"	"meet"	"one"	"or"	"a_few"	"honored"	"newcomer"	"then"	"open_house"	"system"	"be"	"advantageous"	"because"	"the"	"honored"	"guest"	"be"	"connective"	"point"	"and"	"the"	"drifting"	"guest"	"make"	"and"	"break"	"connection"	"at"	"the"	"door"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:02::"	"of"	"a"	","	"bull's_eye"	",_of"	"of_a"	"a_bull's_eye"	"0.1_,_of"	",_of_a"	"of_a_bull's_eye"	"a_bull's_eye_."	"CD"	"ε"	"IN"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"each"	"die"	"have"	"probability"	"f"	"of"	"produce"	"an"	"ace"	"the"	"marksman"	"some"	"probability"	"p"	"perhaps"	"of"	"make"	"a"	"bull's_eye"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"observations"	"it"	"preceding"	"clear"	"preceding_observations"	"observations_it"	"it_clear"	"the_preceding_observations"	"preceding_observations_it"	"observations_it_clear"	"it_clear_that"	"DT"	"JJ"	"NNS"	"VB"	"VB"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"observations"	"make"	"it"	"clear"	"that"	"there"	"exist"	"line"	"involutions"	"of"	"all"	"orders"	"greater"	"than"	"with"	"no"	"complex"	"of"	"invariant"	"lines"	"and"	"with"	"a"	"complex"	"of"	"singular"	"lines"	"consist_of"	"exclusively"	"of"	"the"	"lines"	"which"	"meet"	"a"	"twisted"	"curve"	"g"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"be"	"at"	"can"	"each"	"can_be"	"be_at"	"at_each"	"these_can_be"	"can_be_at"	"be_at_each"	"at_each_point"	"DT"	"MD"	"VB"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"observations"	"similar"	"these"	"can"	"be"	"make"	"at"	"each"	"point"	"of"	"g"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"been"	"about"	"had"	"the"	"had_been"	"been_about"	"about_the"	"prediction_had_been"	"had_been_about"	"been_about_the"	"about_the_difference"	"NN"	"VBD"	"VBN"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"had"	"been"	"make"	"about"	"the"	"difference"	"in"	"security"	"or"	"self-confidence"	"between"	"those"	"subjects"	"who"	"shift"	"their"	"kohnstamm"	"reactivity"	"when"	"inform"	"and"	"those"	"who"	"did"	"not"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"was"	"by"	"which"	"one"	"which_was"	"was_by"	"by_one"	",_which_was"	"which_was_by"	"was_by_one"	"by_one_of"	"ε"	"WDT"	"VBD"	"VB"	"IN"	"CD"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"while"	"the"	"interpretations"	"that"	"have"	"been"	"give"	"be"	"inferences"	"only"	"they"	"support"	"from"	"such"	"comments"	"as"	"the"	"following"	"which"	"was"	"make"	"by"	"one"	"of"	"the"	"kohnstamm-negative"	"subjects"	"who"	"did"	"not"	"on"	"the"	"first"	"trial"	"perceive"	"the"	"tilt"	"illusion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"to"	"it"	"promise"	"weak"	"promise_to"	"to_it"	"it_weak"	"will_promise_to"	"promise_to_it"	"to_it_weak"	"it_weak_''"	"MD"	"VB"	"TO"	"VB"	"VB"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"you"	"promise"	"to"	"make"	"it"	"weak"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"to"	"its"	"try"	"tone"	"try_to"	"to_its"	"its_tone"	"she_try_to"	"try_to_its"	"to_its_tone"	"its_tone_cheerful"	"PRP"	"VB"	"TO"	"VB"	"PRP$"	"NN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"was"	"a"	"letter"	"to"	"write"	"her"	"mother"	"and"	"she"	"try"	"to"	"make"	"its"	"tone"	"cheerful"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
