"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"
"4:02:00::"	"do"	"need"	"they"	"too_much"	"they_do"	"do_need"	"need_too_much"	"that_they_do"	"they_do_need"	"do_need_too_much"	"need_too_much_personal"	"RB"	"PRP"	"VBP"	"RB"	"VB"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"assumption"	"upon"	"which"	"the"	"example"	"show"	"in"	"figure"	"is"	"base"	"be"	"a"	"one"	"man"	"can"	"direct"	"about"	"six"	"subordinate"	"if"	"the"	"are"	"choose"	"carefully"	"so"	"that"	"they"	"do"	"not"	"need"	"too_much"	"personal"	"coach"	"indoctrinate"	"etc."	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"("	"materially"	"network"	"different"	"network_("	"(_materially"	"materially_different"	"suggested_network_("	"network_(_materially"	"(_materially_different"	"materially_different_from"	"JJ"	"NN"	"ε"	"RB"	"RB"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"will"	"readily"	"be"	"see"	"in"	"this"	"suggested"	"network"	"not"	"materially"	"different"	"from"	"some"	"of"	"the"	"network"	"in_vogue"	"today"	"greater"	"emphasis"	"on"	"monitor"	"is"	"imply"	"than"	"is"	"usually"	"put"	"into"	"practice"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"∅"	"discuss"	"∅"	"here"	"∅_∅"	"∅_discuss"	"discuss_here"	"∅_∅_∅"	"∅_∅_discuss"	"∅_discuss_here"	"discuss_here_are"	"ε"	"ε"	"ε"	"RB"	"VB"	"RB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"discuss"	"here"	"are"	"some"	"military"	"problem"	"of"	"modern_times"	"such_as"	"undersea"	"warfare"	"where"	"the"	"surveillance"	"sending"	"transmitting"	"and"	"receiving"	"be"	"all"	"so"	"inadequate"	"that"	"network"	"and"	"decision_making"	"be"	"not"	"the"	"bottleneck"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"be"	"the"	"decision_making"	"bottleneck"	"decision_making_be"	"be_the"	"the_bottleneck"	"and_decision_making_be"	"decision_making_be_the"	"be_the_bottleneck"	"the_bottleneck_."	"CC"	"NN"	"VB"	"RB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"not"	"discuss"	"here"	"are"	"some"	"military"	"problem"	"of"	"modern_times"	"such_as"	"undersea"	"warfare"	"where"	"the"	"surveillance"	"sending"	"transmitting"	"and"	"receiving"	"all"	"so"	"inadequate"	"that"	"network"	"and"	"decision_making"	"be"	"not"	"the"	"bottleneck"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"does"	"exist"	"specialist"	"."	"specialist_does"	"does_exist"	"exist_."	"pure_specialist_does"	"specialist_does_exist"	"does_exist_."	"exist_._∅"	"JJ"	"NN"	"VBZ"	"RB"	"VB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"first"	"we"	"realize"	"that"	"pure"	"specialist"	"does"	"not"	"exist"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"be"	"to"	"that"	"deny"	"that_be"	"be_to"	"to_deny"	"∅_that_be"	"that_be_to"	"be_to_deny"	"to_deny_that"	"ε"	"RB"	"VB"	"RB"	"TO"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"be"	"not"	"to"	"deny"	"that"	"he"	"has"	"be"	"aware"	"of"	"tradition"	"of_course"	"that"	"he"	"is"	"steep"	"in"	"them"	"in_fact"	"or"	"that"	"he"	"has"	"deal"	"with"	"them"	"in"	"his"	"book"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"important"	"to"	"be"	"lose"	"be_important"	"important_to"	"to_lose"	"it_be_important"	"be_important_to"	"important_to_lose"	"to_lose_the"	"PRP"	"VB"	"JJ"	"RB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"in"	"look_at"	"person"	"against"	"his"	"background"	"mississippi"	"and"	"the"	"south"	"it"	"be"	"important"	"not"	"to"	"lose"	"the"	"broad"	"perspective"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"did"	"contribute"	"read"	"to"	"read_did"	"did_contribute"	"contribute_to"	"one_read_did"	"read_did_contribute"	"did_contribute_to"	"contribute_to_one"	"CD"	"VB"	"VBD"	"RB"	"VB"	"VB"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"still"	"it"	"would"	"be"	"surprising"	"what"	"one"	"read"	"did"	"not"	"contribute"	"to"	"one"	"idea"	"of"	"right"	"and"	"wrong"	"certainly"	"the"	"awakened"	"alarm"	"over"	"the"	"comic_book"	"and"	"the"	"continuous"	"concern"	"over"	"prurient"	"literature"	"indicate"	"some"	"peripheral"	"aspect"	"of_this"	"influence"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"may"	"be"	"or"	"combine"	"or_may"	"may_be"	"be_combine"	"may_or_may"	"or_may_be"	"may_be_combine"	"be_combine_with"	"VB"	"CC"	"VB"	"RB"	"VB"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"syllable"	"be"	"linguistic_unit"	"center"	"in"	"peak"	"which"	"be"	"usually"	"vocalic"	"but"	"as"	"has"	"been"	"be"	"consonantal"	"under"	"certain"	"circumstance"	"and"	"which"	"may"	"or"	"may"	"not"	"be"	"combine"	"with"	"preceding"	"and"	"or"	"following"	"consonant"	"or"	"combination"	"of"	"consonant"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"did"	"spring"	"and"	"full-clad"	"and_did"	"did_spring"	"spring_full-clad"	"day_and_did"	"and_did_spring"	"did_spring_full-clad"	"spring_full-clad_from"	"NN"	"CC"	"VBD"	"RB"	"VB"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"although"	"the"	"idea"	"of"	"communism"	"be"	"old"	"even"	"in"	"person"	"day"	"and"	"did"	"not"	"spring"	"full-clad"	"from"	"his"	"imagination"	"in"	"it"	"be"	"not"	"communism"	"as_such"	"that"	"we"	"are"	"concern"	"with"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"be"	"communism"	"it"	"as_such"	"it_be"	"be_communism"	"communism_as_such"	",_it_be"	"it_be_communism"	"be_communism_as_such"	"communism_as_such_that"	"ε"	"PRP"	"VB"	"RB"	"NN"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"although"	"the"	"idea"	"of"	"communism"	"be"	"very"	"old"	"even"	"in"	"person"	"day"	"did"	"not"	"spring"	"full-clad"	"from"	"his"	"imagination"	"in"	"it"	"be"	"not"	"communism"	"as_such"	"that"	"we"	"are"	"concern"	"with"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"was"	"accept"	"it"	"by"	"it_was"	"was_accept"	"accept_by"	"although_it_was"	"it_was_accept"	"was_accept_by"	"accept_by_all"	"IN"	"PRP"	"VBD"	"RB"	"VB"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"finally"	"the"	"conception"	"of"	"the"	"natural"	"community"	"of"	"all"	"possession"	"originate"	"with"	"the"	"stoic"	"firmly"	"fix"	"in"	"a"	"tradition"	"by"	"person"	"time"	"although"	"it"	"was"	"not"	"accept"	"by"	"all"	"the"	"theologian"	"philosopher"	"of"	"the"	"middle_ages"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"community"	"severalty"	"because"	"of"	"because_community"	"community_severalty"	"severalty_of"	"∅_because_community"	"because_community_severalty"	"community_severalty_of"	"severalty_of_property"	"ε"	"IN"	"NN"	"RB"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"community"	"not"	"severalty"	"of"	"property"	"be"	"the"	"law_of_nature"	"no"	"man"	"can"	"assert"	"an"	"absolutely"	"unalterable"	"right"	"to"	"what"	"be"	"his"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"be"	"modern"	"it"	"communism"	"it_be"	"be_modern"	"modern_communism"	",_it_be"	"it_be_modern"	"be_modern_communism"	"modern_communism_or"	"ε"	"PRP"	"VB"	"RB"	"JJ"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"although"	"utopian"	"communism"	"be"	"both"	"new"	"and"	"also"	"modern"	"it"	"be"	"not"	"modern"	"communism"	"or"	"even"	"modern"	"socialism"	"as"	"they"	"exist"	"or"	"have"	"ever"	"exist"	"in_theory"	"or"	"in_practice"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"would"	"want"	"i"	"to"	"i_would"	"would_want"	"want_to"	"∅_i_would"	"i_would_want"	"would_want_to"	"want_to_be"	"ε"	"PRP"	"MD"	"RB"	"VB"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"would"	"not"	"want"	"to"	"be"	"one"	"of"	"those"	"writer"	"who"	"begin"	"each"	"morning"	"by"	"exclaim"	"o"	"person"	"o"	"person"	"o"	"person"	"and"	"person"	"what"	"would"	"you"	"have"	"made_of"	"a"	"bomb_shelter"	"ornament"	"with"	"four"	"plaster_of_paris"	"duck"	"a"	"birdbath"	"and"	"three"	"composition"	"gnome"	"with"	"long"	"beard"	"and"	"red"	"mobcap"	
