relaxation_time	5	10
ephemeral	25	5
reciprocal	10	20
broad	17	14
likely	23	11
light	4	21
observe	15	31
resolve	29	3
analysis	1	14
not_only	13	22
statistic	11	106
centering	5	5
betray	31	3
political	4	13
advantage	30	1
thesis	5	14
hairless	11	2
undersea	9	21
net	3	9
density	14	16
conditioned_stimulus	39	19
aware	8	21
enemy	24	7
phantasy	18	22
strongly	13	7
set	7	26
integer	18	3
choice	39	9
america	3	11
presently	26	12
window	8	12
take_a_chance	21	1
interpret	3	38
begin	16	43
cylinder	13	8
noteworthy	3	18
four	32	44
shoot	2	19
translate	20	5
perpetrate	58	13
size	18	9
remember	20	27
antagonism	6	28
ever	23	5
sit_down	0	12
government	35	7
12	15	3
learned	13	33
walk	13	9
hostile	11	4
area	5	14
sending	14	16
suffer	1	5
plaster_of_paris	32	14
report	94	117
door	45	12
style	12	3
low-class	0	14
degree	17	23
policy	12	45
planter	0	32
connect	19	12
inadequate	21	9
mid	10	11
fixed	32	39
problem	15	44
reassuring	9	1
manner	44	3
fill_out	8	10
obviously	16	37
fifth	12	1
division	26	15
unsolved	2	42
neutralism	9	6
strictly_speaking	0	29
performance	0	22
absorption	1	17
generally	33	37
sharpness	42	28
plan	3	19
pattern	22	27
effect	55	16
insist	7	16
combine	25	11
go_to	36	2
only	17	40
accomplish	39	6
today	29	45
replacement	11	23
consonant	36	8
reversible	15	42
word	1	26
fresh	9	21
call	15	27
visit	17	14
manager	9	17
probability	44	26
moreover	2	17
greater	19	12
apprehension	10	20
transform	25	30
periodical	71	46
classify	0	13
kerygma	15	23
larger	4	23
six	17	19
length	16	1
find	35	21
oxford	3	11
cruel	34	36
stand	12	15
open_house	23	23
describe	13	7
later	10	10
announce	19	7
cultured	35	34
evil	14	12
exploit	28	3
gospel	23	14
nothing	6	18
master	63	53
search	9	31
much	36	32
creation	30	15
bank	21	4
hand	1	17
medieval	15	26
talk	83	32
action	7	6
often	13	31
hypothalamus	23	23
code	14	5
position	9	68
expressed	12	15
summer	4	10
rather	17	27
circular	12	9
vocalic	8	29
suggest	14	26
structure	4	3
task	34	14
share	9	27
talk_about	8	11
autumn	18	19
goal	29	19
awakened	20	18
prosperity	26	20
formal	11	1
trace	7	7
invoke	36	16
forty	16	21
concluding	13	2
enumerate	32	3
conscience	8	12
assume	10	31
fire	0	25
objective	21	47
remind	0	32
specialist	21	23
conviction	37	1
while	9	6
warfare	10	20
last	28	33
brief	1	24
southern	29	37
mountain	14	8
dissipate	21	13
crossroads	13	8
act	7	44
unity	115	17
neocortex	12	21
for_the_most_part	3	25
difference	17	13
story	16	23
protestant	98	105
boring	24	2
beard	43	4
undertake	20	20
invention	40	0
hundred	17	15
pathological	22	37
straight	11	12
ascendancy	15	1
need	34	41
install	11	15
natural	3	31
get_married	24	8
religious	17	25
polycrystalline	3	10
prevent	30	31
influence	37	21
elect	2	10
inch	16	2
detail	1	6
machinery	36	8
achieve	18	20
insure	23	37
perspective	19	1
eight	18	22
random_variable	17	4
necessary	23	4
wear	4	24
possibility	4	41
attain	29	5
set_out	10	14
organize	29	3
largest	16	30
even	15	44
non	22	14
qualify	3	46
relation	12	30
eat	0	14
lose	15	4
acquainted	18	17
independence	5	10
isotropic	11	6
communist	9	32
further	18	59
hand_over	4	17
disclose	17	26
temperature	9	7
head	23	6
scientific	15	19
right	17	25
clue	2	33
neocortical	4	21
responsiveness	29	4
diameter	18	3
complete	29	13
remain_firm	5	7
hit	15	6
situation	13	32
probably	5	39
struggle	6	15
constitute	83	34
ambiguous	22	4
base	8	28
range	11	30
evaluate	7	10
blessed	0	31
second	1	31
upper	66	10
mischief	61	10
constant	32	4
humorist	3	25
secure	27	25
ago	24	28
comedy	39	1
collect	15	12
revel	33	6
connective	33	13
bull's_eye	19	14
circumstance	18	19
see	9	44
hardly	8	2
in_terms_of	4	3
communication	24	35
relate	38	7
in_practice	27	9
restricting	7	11
geochemistry	42	1
latin_america	0	16
publish	9	23
paleocortex	10	24
warm	16	7
risk	5	32
ominously	19	8
proper	23	2
excite	26	4
roman_catholicism	2	19
join	27	17
as_such	24	13
fight	30	72
suppose	36	36
wrong	20	25
representation	47	1
higher	4	26
cloud	10	11
dwelling	9	18
transformed	26	23
extension	21	5
there	6	5
bring_out	7	15
repeatedly	4	14
such_as	8	22
destroy	12	21
in_vogue	17	14
acquaintance	26	8
possible	9	21
compete	26	17
graphic	5	25
always	11	8
close	71	58
limit	20	5
saturation	13	2
secondary_school	55	61
respectable	70	47
self-evident	9	9
command	23	24
hypothalamic	28	30
actuality	12	25
diverse	4	23
exercise	10	19
birdbath	36	10
bonfire	6	16
archbishop	22	8
africa	4	5
seriously	9	35
war	34	1
get_back	4	17
preserve	42	18
adequacy	29	5
good	18	22
willingness	32	39
authentic	17	11
job	13	17
think_of	48	15
world	43	42
combination	34	14
philosopher	30	4
perceive	34	20
similar	6	18
wavy	14	10
pulpit	40	76
widespread	10	32
uncertain	3	4
supposed	19	11
too	12	24
gnome	40	6
neuropsychiatric	12	18
conditioned_reaction	42	39
sense	23	43
anglican	22	15
cooperative	33	32
monastic	19	21
3	20	19
spot	44	13
arrange	21	19
instead	47	16
greek	17	28
camp	14	5
embezzle	15	17
turn_on	4	6
promote	21	23
recall	8	25
mouse	12	22
come_down	1	22
feed	29	116
united_states	45	23
response	19	8
march	10	11
consider	20	28
proportion	11	5
harmony	16	33
acknowledge	7	7
preside	19	13
octave	116	1
intensity	14	19
europe	1	11
develop	10	6
written	25	1
let	10	15
moralist	7	5
middle_east	1	14
alternative	10	34
not	37	48
normally	14	12
ratify	3	18
desire	8	27
left	18	26
almost	83	119
regulate	18	36
spirit	28	33
thoughtless	11	8
news	22	95
bound	14	10
favorable_position	6	15
whole_number	9	13
actually	18	2
roman_collar	14	13
finally	0	37
materially	9	21
sundry	40	31
terrible	17	11
choose	22	13
literary_work	22	8
cost	9	19
experience	41	27
look_like	19	9
throw	0	22
take_over	9	4
monitor	22	14
drug	26	32
explore	27	10
reactivity	32	27
liberal	27	6
experiment	9	50
trial	49	38
number	17	108
one_hundred	21	22
continuous	27	11
release	9	11
culture	8	15
defend	16	45
impress	8	22
mass	102	14
get_rid_of	24	15
over	14	28
political_campaign	2	24
example	8	35
minister	25	91
establish	47	44
present	77	46
resemble	19	13
republic	4	5
third	6	7
whole	4	13
engage	14	22
widely	10	7
streak	12	5
broiler	16	10
peace	23	23
interpretation	1	30
break	41	20
1	21	6
else	8	38
egypt	5	10
roll	3	6
demythologization	11	41
dominion	23	9
misleading	30	11
center	2	35
fulfill	5	30
unambiguously	9	17
consist_of	28	34
automatically	18	7
populate	32	2
wait	13	6
approximately	10	6
heritage	14	31
symmetry	5	2
electromagnet	16	2
adhere	6	17
kitchen	5	9
typically	11	7
by_heart	18	3
decisive	7	17
hearing	40	4
garb	18	10
hydrogen_bond	3	19
best	8	27
assemblage	6	21
given	12	6
spontaneous	28	12
age	11	30
remain	32	49
view	9	20
percentage	20	5
germany	4	1
realize	0	8
die	1	20
december	29	1
justice	21	25
depend_on	6	26
examination	0	17
enact	18	43
already	5	41
take_account	12	4
reflect	18	5
deteriorate	10	4
enable	8	15
formerly	39	2
newcomer	20	26
dowry	20	11
universal	11	7
refuse	20	6
linear	10	76
givenness	8	1
touch	15	17
caution	3	23
each	25	43
indifference	31	12
ancient	2	43
pile	0	21
8	22	0
identify	20	8
house	8	15
myth	17	38
intellectual	31	23
nearly	9	35
toss	28	18
binomial	36	47
black	16	22
value	18	19
sit	15	19
dispose	26	5
employ	29	17
soil	0	6
convict	23	20
become	27	26
type	20	27
distinctively	26	9
hear	14	30
measure	17	29
certain	16	20
emphasis	20	11
relationship	16	6
seem	29	35
score	6	1
main	4	5
note	12	24
unmalicious	60	11
grip	10	16
place	52	24
decomposition	6	6
votive	102	15
pray	9	24
procedure	20	10
give	30	37
benediction	14	6
well	23	6
business	4	22
excitatory	51	23
grace	42	1
drink	13	12
literary	22	18
form	25	44
assert	11	9
difficult	2	21
eeg	59	0
small	28	20
turn	13	16
function	24	11
quantitative	10	3
argue	20	40
define	21	16
foreign	3	22
future	31	3
shape	8	13
preaching	16	7
high_spirits	32	8
mention	41	27
emphasize	12	35
property	15	39
public	42	7
hydrogen_atom	63	72
ask	35	40
settle	1	11
debate	36	4
argument	12	9
together	16	20
population	24	26
composed	7	12
counterpart	4	9
timely	1	29
play	17	28
england	21	113
comforts	22	3
unalterable	14	6
at_least	33	35
physiological	21	38
machine	32	3
once	0	13
approachable	5	15
conversion	9	35
depth	16	1
continent	24	20
incredible	30	6
breed	26	24
treat	6	34
land_site	22	5
contemporary	6	12
behind	19	5
pledge	0	14
belong_to	13	14
exclamation	26	0
pure	3	5
sight	8	18
initial	10	48
paleocortical	5	20
come_to	14	18
bottleneck	29	1
footing	14	4
recent	11	27
in_addition	14	16
laborer	18	1
space	16	1
take_off	8	6
thereby	19	15
guest	37	21
climb	6	20
hillbilly	55	15
advocate	11	5
yet	0	37
coach	32	3
suspect	20	16
call_up	3	47
guess	0	21
empty	24	19
science	2	32
personal	31	4
other_than	8	9
illustrate	11	17
teaching	18	5
n't	1	6
associated	13	4
imagination	18	12
superiority	10	20
fall	35	38
engulf	23	3
endanger	12	11
mass_media	17	3
indoctrinate	35	1
break_out	24	1
woman	4	16
meaning	16	6
power	21	22
pro	4	11
element	19	23
indonesia	0	12
take_a_look	0	22
period	29	32
pay	32	28
understand	15	33
derive	35	42
profundity	8	6
independent	51	32
variant	8	20
writer	8	39
spring	14	18
save	27	15
particle	12	5
thing	8	24
confusion	12	9
inform	20	15
attempt	18	44
defeat	19	12
virgin_mary	1	30
affirm	0	24
mean	6	29
particular	37	14
soviet_union	18	20
stray	17	8
effective	11	5
compare	0	63
few	5	28
supper	2	12
will	49	21
western	13	14
devil	15	5
shot	8	23
early_days	1	8
avoid	39	7
shout	1	2
general	41	38
19th	10	11
one-third	84	32
first_step	4	14
arrive	10	4
take	12	36
responsibility	33	12
undo	16	2
contract	52	8
profoundly	17	10
thermal	4	16
earlier	21	11
greatly	25	6
study	7	28
sensibility	14	7
arouse	11	19
take_out	4	20
conduct	2	21
once_more	12	13
such	35	21
territory	15	26
supply	16	14
want	2	45
god	25	29
direct	15	21
two	24	26
dedication	8	3
roman_catholic	25	2
patient	13	17
real	30	40
live	26	19
spell	13	8
chromic_acid	9	3
continue	30	47
background	5	15
explain	10	19
intersect	18	12
step	17	21
true	14	7
charge	15	25
particularly	12	38
endothermic_reaction	11	13
tv_room	9	5
sickness	59	58
simply	20	13
all_in_all	0	6
therapeutic	19	11
send	18	1
enduring	30	21
take_advantage	33	37
first_moment	17	3
life	12	69
respectful	11	9
group	87	30
table	33	1
parasympathetic	22	18
awful	13	13
blessing	6	1
side	9	24
ceylon	0	17
believe	23	29
fail	40	18
allocate	22	3
far	25	25
expect	26	48
powder	1	15
fly	20	17
communism	23	41
consonantal	15	22
trained	0	21
product	27	3
bore	1	5
reality	18	22
imagine	0	25
plantation	21	36
utopian	5	42
answer	23	43
show	15	58
sketch	4	26
signal	10	16
force	10	12
disbelief	12	6
year	23	29
too_much	30	5
soviets	0	19
go	18	32
exist	41	37
process	7	7
again	0	18
a_few	18	28
end	20	26
family	25	23
distinguish	21	21
gain	24	34
peak	3	33
endeavor	34	1
large	22	12
acceptance	28	9
author	22	20
pay_attention	8	15
do	41	30
handle	21	8
practically	9	11
arm	4	5
cocktail_party	2	35
persistent	26	5
occupy	19	22
operate	9	14
south	10	10
convey	9	20
beef_up	36	3
then	21	76
non-catholic	55	62
formulate	17	6
granted	8	30
try	22	19
important	12	21
count	12	6
magnetic_resonance	14	19
stumbling_block	14	15
traditional	36	28
deem	38	16
entity	29	5
weak	9	16
significant	39	30
abhor	1	22
leave	12	21
symbol	16	13
same	32	36
biblical	13	21
churchgoing	22	2
idea	13	31
still	79	40
progressive	11	3
return	11	14
unfold	2	25
question	21	42
theologian	29	5
fruitful	28	1
basic	18	3
measured	0	16
role	19	17
away	0	3
friendly	15	15
fully	23	3
openly	10	5
qualitative	29	10
day	25	26
repay	8	6
abandon	40	7
increased	46	12
in_earnest	18	9
in_particular	27	18
second_moment	0	10
victory	2	11
go_into	7	7
mutter	3	7
evident	29	10
closely	25	5
respect	17	20
hope	26	114
field_of_battle	3	23
previous	9	15
balance	28	43
autonomic	21	37
frequently	12	31
significance	23	10
population_shift	19	19
subtly	7	20
decision_making	25	5
mission	9	2
genial	14	17
modern	27	25
convert	16	100
football_team	6	11
theological	32	15
careful	34	15
depression	37	21
deadlock	12	12
affect	9	41
think	18	20
reassure	4	2
give_up	18	11
mercy	15	16
coin	16	5
context	18	8
afternoon	5	15
complement	0	12
require	48	27
five	5	23
raise	42	31
occasion	1	45
absolutely	13	13
figure	11	33
enforce	20	12
with_respect_to	13	37
avail	6	13
disperse	1	25
build	9	29
faith	28	48
next	90	27
person	57	68
eliminate	28	18
shock_therapy	0	7
apparently	0	22
presumably	0	37
bond	8	77
father	8	12
clear	7	27
file	7	8
reveal	31	26
demythologized	11	27
red	44	2
resonance	9	12
mississippi	7	13
stoic	11	23
cause	44	13
diversion	11	29
book	28	6
language	5	10
habitually	47	24
extended	4	2
stage	11	47
special	32	14
checkbook	8	2
orientation	6	9
equal	12	5
bible	21	23
severalty	2	18
term	19	2
watch	3	29
propose	1	10
necessity	2	9
height	16	5
portrait	16	16
deny	10	29
powdered	4	17
alarm	21	17
startling	67	50
great	8	44
recognize	19	28
come	15	26
produce	44	17
deliberate	9	2
principal	24	14
audience	5	22
student	0	17
admit	10	16
ordain	44	13
evoke	16	21
differential	0	17
numerical	6	2
event	2	29
subordinate	21	20
surveillance	12	17
progress	0	34
frankly	6	8
target	7	14
concede	7	16
crucial	9	12
morning	12	35
nearby	6	12
provide	20	1
stem	12	35
lie	33	66
to_it	15	6
model	8	10
redundancy	30	8
intend	3	17
character	67	71
characterize	14	9
respectively	40	1
heartily	2	1
resource	26	26
considerable	20	5
increasing	13	103
speak	5	7
unpaired	3	15
unexpectedly	2	1
bring_about	6	38
peripheral	34	4
desynchronizing	51	6
readily	1	30
say	24	44
generation	91	26
sensitivity	12	8
look	13	18
come_back	0	6
prior	16	5
beginning	25	8
extreme	7	16
finn	41	3
tradition	27	44
modern_world	26	1
cash	3	12
midway	22	54
related	5	28
iraq	2	13
creator	9	62
claim	14	28
history	13	18
worry	20	25
syllable	0	38
fall_into	25	3
dramatically	4	26
stress	17	25
church	113	42
human	7	10
look_around	0	2
remark	1	20
trouble	13	9
crowning	0	30
aim	5	4
k	8	0
of_course	11	33
exemplify	2	18
identity	11	19
depend_upon	4	3
receive	23	26
teach	51	65
lavish	16	18
act_as	1	16
living	16	4
old	6	24
emotional	29	31
rig	19	6
reasonable	7	69
american	40	46
reaction	1	29
modern_times	7	23
sin	40	9
x-ray_diffraction	0	26
success	46	32
electron_microscopic	0	19
interest	4	1
nun	46	70
military	11	35
literature	70	47
spectrometer	11	7
prestige	6	41
never	6	37
ten	11	19
investigation	5	26
duck	34	13
room_temperature	6	8
foregoing	0	21
prove	25	33
nucleus	17	1
people	42	40
some	32	34
usually	26	34
television_program	5	13
attribute	1	27
resign	4	30
nature	28	22
shift	25	46
reconsider	0	1
down	13	18
porkchop	14	13
solid	20	1
organizational	0	19
pass	12	21
maintain	24	16
time	21	14
controversy	11	21
deal	22	13
agreement	19	6
assumption	7	37
determine	26	30
restrict	14	15
century	11	32
at_any_rate	22	11
c	15	11
host	11	35
category	16	18
arkansas	13	57
discharge	17	16
go_out	15	27
wife	11	15
preach	38	79
firmly	22	29
relief	19	31
swiss	31	12
no_longer	8	7
wreck	14	6
practice	29	21
application	16	14
organism	32	1
attention	19	15
haired	7	12
yield	15	2
0	20	18
organization	17	28
treatment	24	4
falling_off	9	7
plague	40	7
tremendous	10	8
initiate	24	8
look_at	1	31
certainly	19	19
document	7	1
spectrum	2	23
dramatic	9	13
recite	17	11
predict	1	22
provide_for	17	27
secede	27	13
get_together	9	25
occur	32	27
look_for	6	4
advantageous	26	20
prepare	0	12
